code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
138930,BNK금융지주,15200.0,0.5,420.1,49125.0,3.0,1.6,-11.2,-32.9,,26.9,-18.7,-19.1,,
001040,CJ,129900.0,4.36,250.8,39068.0,-32.1,4.4,-21.1,-44.0,,80.8,-44.7,-42.1,,
005830,DB손해보험,181100.0,0.42,544.9,126088.2,9.6,17.1,28.3,-11.9,,31.6,-2.3,4.7,,
000990,DB하이텍,95000.0,5.2,1151.1,48420.6,31.4,26.8,-51.1,-56.9,,209.7,-56.0,-56.9,,
375500,DL이앤씨,72000.0,-0.12,382.8,33160.4,26.6,37.4,-5.9,-29.8,,91.4,-40.7,-28.2,,
078930,GS,127100.0,-2.18,355.9,108130.4,81.6,51.1,71.5,-1.6,,52.5,6.9,33.4,,
006360,GS건설,36300.0,-4.81,419.4,31365.6,20.2,63.5,26.0,-15.8,,77.3,-38.1,-7.8,,
267270,HD건설기계,133300.0,-1.89,203.2,66994.8,27.1,12.7,-14.1,-32.7,,74.8,-40.2,-30.8,,
009540,HD한국조선해양,348500.0,-0.55,332.9,257260.3,-16.2,4.0,-16.0,-27.3,,45.0,-21.5,-26.5,,
267250,HD현대,219000.0,-0.4,307.0,194718.0,22.1,16.7,-20.5,-29.5,,61.2,-35.9,-27.6,,
443060,HD현대마린솔루션,207500.0,-3.24,435.5,107152.0,-11.6,14.5,-8.2,-26.0,,49.1,-32.9,-23.0,,
322000,HD현대에너지솔루션,142300.0,-4.93,254.0,14246.4,113.3,43.0,-20.7,-41.7,,145.2,-54.3,-41.7,,
267260,HD현대일렉트릭,781000.0,-1.07,374.3,266388.3,1.4,33.3,-25.4,-45.0,,143.6,-55.1,-45.0,,
329180,HD현대중공업,449500.0,0.0,1405.7,502764.3,-11.7,3.6,-36.2,-39.7,,71.7,-34.1,-39.7,,
011200,HMM,21450.0,1.92,188.7,200438.1,-1.7,5.9,9.4,-12.4,,21.0,-2.4,-3.2,,
175330,JB금융지주,28350.0,1.57,202.6,60153.3,14.6,8.0,17.6,-24.4,,25.8,-1.6,-1.4,,
105560,KB금융,173300.0,2.08,1982.2,644112.9,38.4,8.2,15.8,-6.9,,24.7,6.1,-6.9,Y,
030200,KT,53400.0,0.95,108.7,134075.5,6.5,-0.7,2.9,-22.5,,19.4,-12.9,-13.3,,
033780,KT&G,178100.0,0.76,262.9,179695.9,34.1,-2.5,-3.0,-5.8,,13.1,3.5,-5.8,,
003550,LG,119400.0,0.62,233.0,171149.3,27.2,29.5,3.1,-28.0,,79.8,-5.8,-28.0,,
