code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
138930,BNK금융지주,15200.0,4.49,216.4,48542.0,3.0,1.6,-11.2,-32.9,,26.9,-18.7,-19.1,,
001040,CJ,129900.0,-1.38,138.1,37492.4,-32.1,4.4,-21.1,-44.0,,80.8,-44.7,-42.1,,
097950,CJ제일제당,186500.0,1.81,150.0,27985.7,-18.2,-2.2,-8.6,-24.3,,35.8,-21.5,-22.6,,
005830,DB손해보험,181100.0,6.34,624.3,132965.7,9.6,17.1,28.3,-11.9,,31.6,-2.3,4.7,,
000990,DB하이텍,95000.0,-1.23,204.0,38327.5,31.4,26.8,-51.1,-56.9,,209.7,-56.0,-56.9,,
000210,DL,50400.0,7.42,117.8,11525.7,15.4,22.5,-8.0,-34.4,,63.8,-38.3,-25.2,,
375500,DL이앤씨,72000.0,3.57,373.9,28052.9,26.6,37.4,-5.9,-29.8,,91.4,-40.7,-28.2,,
078930,GS,127100.0,-0.92,667.2,110452.7,81.6,51.1,71.5,-1.6,,52.5,6.9,33.4,,
006360,GS건설,36300.0,4.19,674.4,28755.4,20.2,63.5,26.0,-15.8,,77.3,-38.1,-7.8,,
267270,HD건설기계,133300.0,8.5,507.4,64838.3,27.1,12.7,-14.1,-32.7,,74.8,-40.2,-30.8,,
009540,HD한국조선해양,348500.0,4.4,765.4,243459.5,-16.2,4.0,-16.0,-27.3,,45.0,-21.5,-26.5,,
267250,HD현대,219000.0,1.91,207.4,168650.2,22.1,16.7,-20.5,-29.5,,61.2,-35.9,-27.6,,
443060,HD현대마린솔루션,207500.0,3.27,126.9,92132.8,-11.6,14.5,-8.2,-26.0,,49.1,-32.9,-23.0,,
322000,HD현대에너지솔루션,142300.0,-2.34,218.0,14504.0,113.3,43.0,-20.7,-41.7,,145.2,-54.3,-41.7,,
267260,HD현대일렉트릭,781000.0,-0.7,1476.7,254492.8,1.4,33.3,-25.4,-45.0,,143.6,-55.1,-45.0,,
329180,HD현대중공업,449500.0,3.08,1495.4,456581.3,-11.7,3.6,-36.2,-39.7,,71.7,-34.1,-39.7,,
204320,HL만도,51800.0,0.63,145.1,22375.1,15.7,32.5,-16.0,-32.6,,96.7,-31.5,-32.6,,
011200,HMM,21450.0,2.64,222.2,201381.3,-1.7,5.9,9.4,-12.4,,21.0,-2.4,-3.2,,
175330,JB금융지주,28350.0,3.44,274.1,58940.9,14.6,8.0,17.6,-24.4,,25.8,-1.6,-1.4,,
008970,KBI동양철관,1089.0,8.26,121.4,1182.9,-62.4,10.9,-27.2,-66.1,,89.4,-46.1,-41.5,,
105560,KB금융,173300.0,5.2,2705.1,630989.5,38.4,8.2,15.8,-6.9,,24.7,6.1,-6.9,Y,
002380,KCC,474000.0,1.15,138.5,41675.5,-1.8,34.5,-13.8,-30.3,,76.7,-38.1,-23.9,,
033780,KT&G,178100.0,0.17,310.4,181356.9,34.1,-2.5,-3.0,-5.8,,13.1,3.5,-5.8,,
003550,LG,119400.0,-0.17,371.1,178860.1,27.2,29.5,3.1,-28.0,,79.8,-5.8,-28.0,,
034220,LG디스플레이,9440.0,0.33,355.3,45200.0,-41.4,10.2,-34.5,-43.4,,95.4,-30.6,-43.4,,
051900,LG생활건강,313000.0,-1.85,195.4,43653.6,-7.9,19.0,26.2,-6.1,,35.8,4.5,7.2,,
064400,LG씨엔에스,77200.0,-2.68,384.9,70242.3,-10.4,30.2,-11.9,-46.3,,146.9,-11.7,-46.3,,
373220,LG에너지솔루션,378000.0,5.18,1549.5,855270.0,-14.5,25.8,-14.5,-26.5,,60.7,-32.2,-21.7,,
011070,LG이노텍,642000.0,-1.94,876.9,131589.1,140.3,40.2,-43.4,-58.0,,260.8,-28.7,-58.0,,
066570,LG전자,216500.0,-0.4,954.5,325280.6,96.2,43.9,-4.0,-44.8,,174.1,3.4,-44.8,,
051910,LG화학,280000.0,6.69,869.1,202600.0,-17.0,20.4,-18.7,-34.8,,84.7,-42.8,-34.8,,
079550,LIG디펜스앤에어로스페이스,694000.0,1.53,375.2,146300.0,22.3,11.9,-18.9,-32.0,,61.6,-34.8,-30.7,,
006260,LS,311500.0,-1.52,220.8,91104.0,50.0,27.9,-34.5,-43.7,,147.4,-56.1,-43.7,,
010120,LS ELECTRIC,207500.0,-1.84,996.7,288150.0,-42.8,26.7,-15.8,-76.6,,111.9,-48.9,-34.9,,
035420,NAVER,217000.0,-0.72,1105.1,315558.7,-26.6,7.7,5.9,-24.4,,53.1,-6.8,-22.6,,
036570,NC,224500.0,-0.91,120.9,46750.5,0.5,0.9,-21.1,-33.6,,60.6,-14.4,-33.6,,
181710,NHN,74300.0,-3.09,102.0,21584.3,17.9,121.5,78.8,-1.2,,84.5,-16.7,24.7,,
005940,NH투자증권,26550.0,0.96,135.2,97101.2,32.5,2.3,-12.8,-32.3,,48.2,-27.0,-30.9,,
010060,OCI홀딩스,277500.0,-5.6,1096.3,42474.8,91.1,63.1,-23.8,-28.5,,128.1,-50.7,-28.5,,
005490,POSCO홀딩스,338500.0,3.64,1100.9,271006.0,3.6,17.3,-19.4,-36.7,,85.4,-40.1,-36.7,,
010950,S-Oil,150100.0,-1.99,577.6,166509.9,95.1,18.8,40.3,-2.3,,62.2,1.6,-0.7,Y,
034730,SK,545000.0,0.0,580.5,395139.7,134.5,11.5,-17.9,-36.5,,83.1,-1.5,-36.5,,
326030,SK바이오팜,87300.0,0.12,107.7,67662.6,-25.2,15.5,-6.6,-38.0,,37.5,-21.9,-14.9,,
402340,SK스퀘어,1037000.0,-0.1,3955.7,1294174.4,331.3,22.0,-16.2,-47.4,,146.6,-19.4,-47.4,,
100090,SK오션플랜트,13800.0,7.5,1072.7,8059.7,-51.4,17.9,-20.0,-54.5,,100.9,-50.0,-41.3,,
096770,SK이노베이션,125500.0,-0.53,1335.1,221121.0,7.8,14.6,7.3,-16.2,,63.9,-20.0,-14.5,,
475150,SK이터닉스,55000.0,-2.36,409.4,16931.3,96.6,26.6,36.5,-32.0,,151.6,-24.3,-32.0,,
017670,SK텔레콤,94200.0,-2.63,1137.9,191163.1,44.2,19.8,-2.8,-24.8,,60.1,-19.7,-24.8,,
000660,SK하이닉스,1674000.0,-1.05,42444.6,11658658.1,301.4,19.5,-26.9,-42.7,,120.8,-8.6,-42.7,,
100840,SNT에너지,30550.0,6.86,333.4,6928.1,-59.1,40.1,-22.9,-52.3,,194.0,-62.0,-52.3,,
002710,TCC스틸,11420.0,7.83,216.7,3067.0,-53.9,54.5,-28.5,-49.5,,172.7,-62.2,-43.3,,
139130,iM금융지주,18490.0,1.01,120.6,30168.2,14.7,17.6,4.1,-14.6,,22.8,-14.5,-4.2,,
000500,가온전선,210000.0,3.73,455.1,62086.3,111.8,71.6,-38.4,-62.8,,424.2,-50.4,-62.8,,
010130,고려아연,1277000.0,0.66,240.9,255485.1,0.7,38.4,-6.4,-39.6,,89.3,-43.2,-26.9,,
002990,금호건설,16460.0,-3.45,1062.6,6151.6,99.5,125.5,305.9,-4.9,,378.2,71.6,-4.9,,
011780,금호석유화학,127500.0,4.64,277.1,33484.4,6.2,15.9,-6.1,-16.9,,37.1,-21.7,-15.5,,
001210,금호전기,12480.0,-3.23,688.4,1592.8,19.8,1129.6,1401.8,0.0,Y,188.8,-5.9,798.5,,
073240,금호타이어,7360.0,-0.14,120.0,20452.9,17.6,31.4,54.9,-9.6,,81.2,7.2,-5.6,,
000270,기아,131000.0,2.41,1064.8,497386.2,19.6,8.8,-20.3,-36.4,,49.1,-21.6,-27.0,,
024110,기업은행,20700.0,1.44,270.1,168655.6,3.6,2.5,1.2,-27.5,,17.5,-7.5,-10.4,,
092790,넥스틸,12610.0,2.44,343.2,3377.7,-13.3,21.2,-21.2,-42.3,,106.6,-45.8,-40.1,,
004370,농심,443500.0,-1.6,103.1,26185.8,-13.9,17.5,14.3,-15.0,,21.4,1.6,10.9,,
483650,달바글로벌,220000.0,-5.69,265.7,23861.9,61.6,-17.0,8.9,-17.0,,44.0,4.5,-17.0,Y,
353200,대덕전자,112700.0,-6.7,824.7,50207.6,195.3,39.3,-31.6,-41.0,,156.2,-34.9,-41.0,,
047040,대우건설,18190.0,2.89,1254.1,68827.0,233.9,51.3,-28.5,-51.0,,196.4,-65.2,-45.2,,
006340,대원전선,13620.0,-2.28,210.4,9754.8,279.7,23.3,10.2,-24.5,,99.6,-40.5,-24.5,Y,
001440,대한전선,29400.0,-2.18,295.1,52820.0,47.2,32.4,-38.5,-59.3,,247.6,-65.7,-59.3,,
003490,대한항공,28100.0,0.87,945.3,107336.3,6.9,13.3,4.1,-6.3,,26.1,0.6,-6.3,,
000150,두산,1263000.0,0.36,451.3,182180.6,87.8,26.4,-23.9,-42.7,,144.8,-47.2,-42.7,,
454910,두산로보틱스,71000.0,0.3,133.2,42910.8,-13.8,23.5,-29.3,-57.4,,200.9,-48.6,-57.4,,
034020,두산에너빌리티,82500.0,3.39,2538.8,507324.4,-3.3,35.7,-22.1,-39.5,,126.6,-52.7,-39.5,,
336260,두산퓨얼셀,45150.0,0.78,546.1,25542.6,-31.0,124.6,-54.2,-55.5,,437.0,-68.8,-55.5,,
003160,디아이,24200.0,-0.49,306.8,8617.4,7.1,46.7,-15.4,-37.5,,115.2,-51.3,-31.7,,
023530,롯데쇼핑,106400.0,0.0,161.4,29788.1,66.0,-9.2,-29.7,-47.7,,80.7,-18.7,-47.7,,
011170,롯데케미칼,59100.0,6.46,178.4,26093.0,-21.0,8.2,-27.5,-49.9,,95.1,-48.3,-44.5,,
006800,미래에셋증권,34700.0,0.61,514.9,180283.0,39.5,13.0,-44.0,-58.6,,177.5,-57.0,-58.6,,
090460,비에이치,18230.0,-2.57,352.0,6651.3,-24.3,37.9,-43.3,-54.7,,206.9,-59.0,-54.7,,
062040,산일전기,196100.0,1.47,633.0,57148.9,16.3,53.4,-22.5,-41.2,,176.1,-63.8,-41.2,,
028050,삼성E&A,47100.0,5.49,677.3,90356.0,46.4,18.5,-7.3,-26.9,,64.3,-25.5,-26.9,,
006400,삼성SDI,577000.0,0.19,2377.5,434356.0,76.7,58.5,-14.6,-19.0,,96.7,-49.1,-18.2,,
028260,삼성물산,376500.0,-0.27,1166.1,603263.4,51.9,31.9,-5.8,-29.6,,87.4,-8.1,-29.6,,
207940,삼성바이오로직스,1518000.0,-1.6,505.2,683717.3,45.4,2.6,10.6,-22.7,,24.6,2.8,-2.0,,
032830,삼성생명,306000.0,3.06,1092.5,606000.0,71.0,15.3,-14.4,-38.4,,88.3,-0.4,-38.4,,
018260,삼성에스디에스,240000.0,-3.0,442.1,174873.8,18.4,21.6,-3.4,-33.7,,119.7,19.1,-33.7,,
0126Z0,삼성에피스홀딩스,387000.0,-2.34,142.7,88459.2,,9.8,-17.7,-47.9,,51.9,-34.0,-27.0,,
009150,삼성전기,1458000.0,-3.71,8454.7,1006871.0,420.7,41.7,-21.1,-35.8,,158.2,-4.2,-35.8,,
009155,삼성전기우,522000.0,-4.08,106.2,14360.5,320.2,42.6,-11.4,-45.3,,198.1,-14.9,-45.3,,
005930,삼성전자,260000.0,-0.2,34529.8,14615696.5,147.6,24.7,-13.2,-28.3,,75.1,-11.0,-28.3,,
005935,삼성전자우,186500.0,-0.75,3537.8,1477165.4,130.7,21.6,-2.3,-20.6,,55.6,-11.0,-20.6,,
010140,삼성중공업,20900.0,8.58,1516.2,190520.0,-9.1,7.7,-26.4,-39.2,,75.0,-36.3,-38.4,,
016360,삼성증권,88000.0,1.64,288.5,77333.8,21.7,0.1,-27.2,-41.1,,70.1,-34.5,-41.1,,
000810,삼성화재,665000.0,6.85,1646.5,313425.3,27.3,13.3,18.8,-8.9,,54.2,30.5,-8.9,Y,
006110,삼아알미늄,71500.0,1.32,112.6,10465.4,29.5,164.8,-17.7,-25.8,,257.0,-58.2,-25.8,,
003230,삼양식품,1531000.0,-3.46,789.0,107270.1,-18.6,25.5,26.4,-6.1,,37.1,-5.5,6.0,,
001820,삼화콘덴서,112700.0,-5.83,507.0,10914.8,95.3,79.2,-27.8,-40.7,,228.9,-15.5,-40.7,,
068270,셀트리온,188900.0,0.43,765.2,435226.7,0.8,4.9,-0.6,-24.0,,27.0,-3.9,-6.7,,
004170,신세계,414000.0,-1.81,374.2,35844.5,134.7,-6.9,-20.5,-46.6,,96.0,-3.5,-46.6,,
