code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
001040,CJ,127200.0,4.86,191.1,37113.1,-32.2,-4.9,-25.3,-45.2,,76.8,-39.8,-44.1,,
097950,CJ제일제당,189600.0,3.04,156.9,28542.7,-19.1,-0.3,-10.8,-23.1,,38.9,-17.1,-23.1,,
005830,DB손해보험,180500.0,1.52,302.2,118228.1,16.5,9.1,16.2,-12.2,,31.9,-2.0,4.0,,
000990,DB하이텍,87100.0,-2.9,222.6,37892.5,93.5,-20.9,-51.9,-60.5,,120.5,-37.1,-60.5,,
007340,DN오토모티브,47800.0,8.14,167.9,27968.2,76.1,17.7,7.9,-23.9,,50.1,-5.8,-6.6,Y,
078930,GS,114600.0,-1.38,455.5,106458.2,105.9,22.4,52.0,-4.3,,52.5,24.6,20.3,Y,
006360,GS건설,33900.0,1.95,402.3,29012.1,81.7,-1.5,9.4,-21.3,,82.2,-25.8,-20.1,Y,
267270,HD건설기계,127100.0,10.04,436.4,60908.7,43.0,-9.4,-20.2,-35.8,,79.8,-33.0,-35.8,,
009540,HD한국조선해양,353500.0,1.43,358.4,250183.0,-4.6,-7.2,-14.8,-26.3,,46.5,-22.3,-26.2,,
267250,HD현대,212000.0,-0.47,279.4,167465.3,46.1,-8.4,-23.6,-31.7,,63.9,-21.8,-31.7,,
443060,HD현대마린솔루션,206500.0,4.45,188.6,92581.1,4.4,-4.0,-10.2,-26.4,,52.2,-25.3,-26.4,,
322000,HD현대에너지솔루션,124800.0,-0.48,221.7,13977.6,229.8,-27.2,-33.0,-48.9,,131.5,-13.1,-48.9,,
267260,HD현대일렉트릭,720000.0,0.28,494.9,259539.4,46.3,-17.1,-36.6,-49.3,,88.8,-38.0,-49.3,,
329180,HD현대중공업,455500.0,0.55,642.4,478098.4,0.7,-8.5,-32.2,-38.9,,66.1,-27.9,-38.9,,
204320,HL만도,51100.0,-0.78,126.6,23995.1,34.0,8.1,-15.4,-33.6,,82.9,-21.3,-33.6,,
011200,HMM,22850.0,5.79,661.8,215529.9,-1.2,8.8,12.8,-6.7,,21.0,3.3,3.2,,Y
105560,KB금융,163100.0,-0.73,1020.6,578495.7,52.8,-7.5,4.7,-12.4,,24.7,9.0,-12.4,Y,
002380,KCC,452000.0,-6.61,149.8,38839.9,5.6,2.6,-14.7,-33.5,,59.3,-23.6,-27.4,,
030200,KT,52500.0,0.19,105.2,132311.4,5.7,-0.4,-5.7,-23.8,,19.4,-11.5,-14.8,,
033780,KT&G,173200.0,0.52,180.2,179799.7,25.9,-3.6,-4.3,-8.4,,13.1,2.7,-8.4,,
003550,LG,113500.0,5.39,274.7,171602.9,34.6,11.7,-7.7,-31.5,,74.5,2.5,-31.5,,
034220,LG디스플레이,9550.0,0.53,171.2,47750.0,-21.3,-8.9,-35.2,-42.8,,71.2,-22.5,-42.8,,
051900,LG생활건강,316000.0,0.96,161.3,47322.7,-12.7,27.4,25.4,-5.2,,31.6,-2.2,11.7,,
064400,LG씨엔에스,72300.0,0.98,357.7,70048.5,4.8,3.4,-9.9,-49.7,,132.5,-3.6,-49.7,,
373220,LG에너지솔루션,362000.0,5.39,1342.9,847080.0,-2.5,4.0,-9.7,-29.6,,54.1,-29.0,-25.1,,
011070,LG이노텍,570000.0,3.64,930.1,134902.5,244.5,-16.1,-32.0,-62.7,,185.4,16.6,-62.7,,
066570,LG전자,199800.0,2.72,1283.1,325443.5,136.1,6.6,-15.0,-49.1,,201.9,30.2,-49.1,,
051910,LG화학,273000.0,8.12,575.0,192717.1,-9.0,0.6,-21.6,-36.4,,71.5,-31.8,-36.4,,
079550,LIG디펜스앤에어로스페이스,717000.0,3.17,814.6,157740.0,49.1,-2.6,-16.8,-29.7,,50.7,-19.8,-28.4,,
006260,LS,288500.0,-1.7,763.5,90012.0,76.7,-10.3,-44.6,-47.8,,108.3,-27.9,-47.8,,
010120,LS ELECTRIC,192300.0,2.83,1048.4,288450.0,-26.4,-14.0,-29.2,-78.3,,77.6,-20.9,-39.6,,
035420,NAVER,223500.0,0.68,3551.0,339891.0,-4.8,1.6,12.0,-22.1,,53.1,-3.5,-20.3,,
036570,NC,226000.0,0.67,112.9,48689.5,-2.2,0.4,-14.1,-33.1,,60.6,-12.8,-33.1,,
181710,NHN,70000.0,-6.91,165.4,22927.2,46.1,81.8,83.2,-6.9,,84.5,-12.1,17.4,,
010060,OCI홀딩스,269000.0,1.51,415.7,50222.9,153.9,8.9,-4.1,-30.7,,115.0,-33.7,-30.7,,
005490,POSCO홀딩스,327500.0,5.65,1299.7,259516.0,16.2,1.2,-26.2,-38.8,,80.1,-25.0,-38.8,,
010950,S-Oil,141200.0,0.07,233.4,158966.9,158.7,-5.7,31.6,-8.1,,62.2,31.0,-6.6,Y,
005090,SGC에너지,61000.0,-2.87,108.7,8789.7,134.8,11.5,24.4,-11.1,,71.6,-20.7,-1.9,Y,
034730,SK,549000.0,-6.31,924.0,398039.8,194.4,-16.2,-4.7,-36.0,,108.3,52.9,-36.0,,
402340,SK스퀘어,1076000.0,-4.19,4996.7,1419502.2,455.0,-11.9,-8.7,-45.4,,149.7,40.6,-45.4,,
096770,SK이노베이션,130100.0,4.25,981.6,219937.7,27.6,-1.6,9.5,-13.2,,67.4,-0.2,-13.2,Y,
475150,SK이터닉스,53200.0,3.7,1046.6,18123.6,239.4,-34.0,25.9,-34.2,,151.6,49.0,-34.2,,
