code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
138930,BNK금융지주,15200.0,0.58,294.8,47897.7,3.0,1.6,-11.2,-32.9,,26.9,-18.7,-19.1,,
001040,CJ,129900.0,-2.15,204.3,37259.0,-32.1,4.4,-21.1,-44.0,,80.8,-44.7,-42.1,,
097950,CJ제일제당,186500.0,-0.5,103.3,27172.8,-18.2,-2.2,-8.6,-24.3,,35.8,-21.5,-22.6,,
005830,DB손해보험,181100.0,0.05,630.5,121961.6,9.6,17.1,28.3,-11.9,,31.6,-2.3,4.7,,
000990,DB하이텍,95000.0,3.32,2709.7,50117.3,31.4,26.8,-51.1,-56.9,,209.7,-56.0,-56.9,,
375500,DL이앤씨,72000.0,3.33,444.0,32463.9,26.6,37.4,-5.9,-29.8,,91.4,-40.7,-28.2,,
078930,GS,127100.0,-3.44,1019.2,109523.8,81.6,51.1,71.5,-1.6,,52.5,6.9,33.4,,
006360,GS건설,36300.0,4.78,625.5,31879.1,20.2,63.5,26.0,-15.8,,77.3,-38.1,-7.8,,
267270,HD건설기계,133300.0,-1.26,373.9,67665.7,27.1,12.7,-14.1,-32.7,,74.8,-40.2,-30.8,,
009540,HD한국조선해양,348500.0,-1.26,930.9,248767.5,-16.2,4.0,-16.0,-27.3,,45.0,-21.5,-26.5,,
267250,HD현대,219000.0,-3.73,692.5,193928.0,22.1,16.7,-20.5,-29.5,,61.2,-35.9,-27.6,,
443060,HD현대마린솔루션,207500.0,9.03,536.1,102892.8,-11.6,14.5,-8.2,-26.0,,49.1,-32.9,-23.0,,
071970,HD현대마린엔진,52100.0,-2.46,130.2,17469.6,-39.2,8.7,-28.8,-54.9,,123.6,-55.3,-51.4,,
322000,HD현대에너지솔루션,142300.0,-3.28,791.7,15500.8,113.3,43.0,-20.7,-41.7,,145.2,-54.3,-41.7,,
267260,HD현대일렉트릭,781000.0,-0.67,1002.0,268911.6,1.4,33.3,-25.4,-45.0,,143.6,-55.1,-45.0,,
329180,HD현대중공업,449500.0,-2.16,3731.5,475999.2,-11.7,3.6,-36.2,-39.7,,71.7,-34.1,-39.7,,
204320,HL만도,51800.0,1.21,204.3,23619.4,15.7,32.5,-16.0,-32.6,,96.7,-31.5,-32.6,,
011200,HMM,21450.0,0.0,250.3,196665.1,-1.7,5.9,9.4,-12.4,,21.0,-2.4,-3.2,,
175330,JB금융지주,28350.0,1.13,258.1,58661.1,14.6,8.0,17.6,-24.4,,25.8,-1.6,-1.4,,
105560,KB금융,173300.0,0.81,2378.9,615028.5,38.4,8.2,15.8,-6.9,,24.7,6.1,-6.9,Y,
002380,KCC,474000.0,-1.59,229.0,42534.8,-1.8,34.5,-13.8,-30.3,,76.7,-38.1,-23.9,,
030200,KT,53400.0,-2.07,380.8,131051.3,6.5,-0.7,2.9,-22.5,,19.4,-12.9,-13.3,,
033780,KT&G,178100.0,0.42,578.3,175543.5,34.1,-2.5,-3.0,-5.8,,13.1,3.5,-5.8,,
003550,LG,119400.0,-0.92,580.9,178406.6,27.2,29.5,3.1,-28.0,,79.8,-5.8,-28.0,,
034220,LG디스플레이,9440.0,0.22,334.3,44850.0,-41.4,10.2,-34.5,-43.4,,95.4,-30.6,-43.4,,
051900,LG생활건강,313000.0,1.2,204.6,44177.8,-7.9,19.0,26.2,-6.1,,35.8,4.5,7.2,,
