code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
001040,CJ,129900.0,0.54,126.9,37755.0,-32.1,4.4,-21.1,-44.0,,80.8,-44.7,-42.1,,
005830,DB손해보험,181100.0,-1.27,262.1,121765.1,9.6,17.1,28.3,-11.9,,31.6,-2.3,4.7,,
000990,DB하이텍,95000.0,-0.91,735.2,56860.5,31.4,26.8,-51.1,-56.9,,209.7,-56.0,-56.9,,
375500,DL이앤씨,72000.0,0.12,242.6,32967.0,26.6,37.4,-5.9,-29.8,,91.4,-40.7,-28.2,,
078930,GS,127100.0,-2.38,593.7,102742.4,81.6,51.1,71.5,-1.6,,52.5,6.9,33.4,,
006360,GS건설,36300.0,2.32,530.7,32050.3,20.2,63.5,26.0,-15.8,,77.3,-38.1,-7.8,,
267270,HD건설기계,133300.0,0.59,368.2,65308.9,27.1,12.7,-14.1,-32.7,,74.8,-40.2,-30.8,,
009540,HD한국조선해양,348500.0,0.15,450.9,240274.7,-16.2,4.0,-16.0,-27.3,,45.0,-21.5,-26.5,,
267250,HD현대,219000.0,-1.9,297.6,163515.7,22.1,16.7,-20.5,-29.5,,61.2,-35.9,-27.6,,
443060,HD현대마린솔루션,207500.0,4.07,158.4,108945.3,-11.6,14.5,-8.2,-26.0,,49.1,-32.9,-23.0,,
322000,HD현대에너지솔루션,142300.0,-1.52,262.5,13081.6,113.3,43.0,-20.7,-41.7,,145.2,-54.3,-41.7,,
267260,HD현대일렉트릭,781000.0,0.0,569.9,257376.5,1.4,33.3,-25.4,-45.0,,143.6,-55.1,-45.0,,
329180,HD현대중공업,449500.0,1.11,696.2,478098.4,-11.7,3.6,-36.2,-39.7,,71.7,-34.1,-39.7,,
204320,HL만도,51800.0,-3.17,180.0,21506.4,15.7,32.5,-16.0,-32.6,,96.7,-31.5,-32.6,,
175330,JB금융지주,28350.0,-0.65,129.6,57448.7,14.6,8.0,17.6,-24.4,,25.8,-1.6,-1.4,,
105560,KB금융,173300.0,-1.01,1205.8,623186.3,38.4,8.2,15.8,-6.9,,24.7,6.1,-6.9,Y,
002380,KCC,474000.0,0.54,112.5,40171.8,-1.8,34.5,-13.8,-30.3,,76.7,-38.1,-23.9,,
030200,KT,53400.0,0.0,124.6,133823.5,6.5,-0.7,2.9,-22.5,,19.4,-12.9,-13.3,,
033780,KT&G,178100.0,2.01,638.0,184055.9,34.1,-2.5,-3.0,-5.8,,13.1,3.5,-5.8,,
003550,LG,119400.0,4.67,294.9,176138.7,27.2,29.5,3.1,-28.0,,79.8,-5.8,-28.0,,
034220,LG디스플레이,9440.0,-0.59,248.8,42350.0,-41.4,10.2,-34.5,-43.4,,95.4,-30.6,-43.4,,
051900,LG생활건강,313000.0,-0.84,175.8,44402.4,-7.9,19.0,26.2,-6.1,,35.8,4.5,7.2,,
064400,LG씨엔에스,77200.0,3.02,518.7,69370.3,-10.4,30.2,-11.9,-46.3,,146.9,-11.7,-46.3,,
373220,LG에너지솔루션,378000.0,-0.43,910.0,820170.0,-14.5,25.8,-14.5,-26.5,,60.7,-32.2,-21.7,,
032640,LG유플러스,14990.0,0.55,153.7,61839.1,-6.3,4.0,-0.5,-15.8,,18.6,-3.9,-9.7,,
011070,LG이노텍,642000.0,4.43,1232.4,128275.7,140.3,40.2,-43.4,-58.0,,260.8,-28.7,-58.0,,
066570,LG전자,216500.0,6.91,3504.5,352645.2,96.2,43.9,-4.0,-44.8,,174.1,3.4,-44.8,,
066575,LG전자우,75300.0,3.73,111.7,12422.1,43.4,42.1,-4.1,-39.5,,134.7,-12.9,-39.5,,
051910,LG화학,280000.0,-1.74,489.4,179304.6,-17.0,20.4,-18.7,-34.8,,84.7,-42.8,-34.8,,
079550,LIG디펜스앤에어로스페이스,694000.0,-2.9,453.9,154880.0,22.3,11.9,-18.9,-32.0,,61.6,-34.8,-30.7,,
006260,LS,311500.0,1.24,383.3,101868.0,50.0,27.9,-34.5,-43.7,,147.4,-56.1,-43.7,,
010120,LS ELECTRIC,207500.0,1.44,951.0,318000.0,-42.8,26.7,-15.8,-76.6,,111.9,-48.9,-34.9,,
229640,LS에코에너지,46100.0,-0.67,151.1,18221.8,-7.0,30.0,-35.3,-50.6,,174.3,-62.3,-50.6,,
035420,NAVER,217000.0,1.57,1001.8,305709.7,-26.6,7.7,5.9,-24.4,,53.1,-6.8,-22.6,,
036570,NC,224500.0,7.99,287.4,48043.2,0.5,0.9,-21.1,-33.6,,60.6,-14.4,-33.6,,
005940,NH투자증권,26550.0,-0.76,153.6,96362.8,32.5,2.3,-12.8,-32.3,,48.2,-27.0,-30.9,,
010060,OCI홀딩스,277500.0,-1.57,583.1,35100.0,91.1,63.1,-23.8,-28.5,,128.1,-50.7,-28.5,,
005490,POSCO홀딩스,338500.0,0.16,539.4,251591.8,3.6,17.3,-19.4,-36.7,,85.4,-40.1,-36.7,,
010950,S-Oil,150100.0,0.26,664.1,173715.2,95.1,18.8,40.3,-2.3,,62.2,1.6,-0.7,Y,
034730,SK,545000.0,2.26,676.9,426315.9,134.5,11.5,-17.9,-36.5,,83.1,-1.5,-36.5,,
011790,SKC,90300.0,0.45,123.6,43844.9,-34.4,38.7,-34.2,-48.1,,171.2,-48.2,-48.1,,
402340,SK스퀘어,1037000.0,0.53,6746.3,1494698.9,331.3,22.0,-16.2,-47.4,,146.6,-19.4,-47.4,,
096770,SK이노베이션,125500.0,0.21,984.1,238364.4,7.8,14.6,7.3,-16.2,,63.9,-20.0,-14.5,,
475150,SK이터닉스,55000.0,0.6,392.4,17203.8,96.6,26.6,36.5,-32.0,,151.6,-24.3,-32.0,,
017670,SK텔레콤,94200.0,0.34,696.3,187511.7,44.2,19.8,-2.8,-24.8,,60.1,-19.7,-24.8,,
