code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
138930,BNK금융지주,15200.0,-0.45,106.3,47621.5,3.0,1.6,-11.2,-32.9,,26.9,-18.7,-19.1,,
001040,CJ,129900.0,-0.38,173.0,38076.0,-32.1,4.4,-21.1,-44.0,,80.8,-44.7,-42.1,,
005830,DB손해보험,181100.0,-0.64,468.4,121896.1,9.6,17.1,28.3,-11.9,,31.6,-2.3,4.7,,
000990,DB하이텍,95000.0,7.83,946.8,48507.6,31.4,26.8,-51.1,-56.9,,209.7,-56.0,-56.9,,
375500,DL이앤씨,72000.0,3.31,380.9,31419.2,26.6,37.4,-5.9,-29.8,,91.4,-40.7,-28.2,,
078930,GS,127100.0,-1.93,783.2,113425.4,81.6,51.1,71.5,-1.6,,52.5,6.9,33.4,,
006360,GS건설,36300.0,0.85,592.6,30424.2,20.2,63.5,26.0,-15.8,,77.3,-38.1,-7.8,,
267270,HD건설기계,133300.0,3.17,366.0,68528.3,27.1,12.7,-14.1,-32.7,,74.8,-40.2,-30.8,,
009540,HD한국조선해양,348500.0,2.74,430.2,251952.3,-16.2,4.0,-16.0,-27.3,,45.0,-21.5,-26.5,,
267250,HD현대,219000.0,3.45,444.3,201432.4,22.1,16.7,-20.5,-29.5,,61.2,-35.9,-27.6,,
443060,HD현대마린솔루션,207500.0,-0.94,365.2,94374.4,-11.6,14.5,-8.2,-26.0,,49.1,-32.9,-23.0,,
071970,HD현대마린엔진,52100.0,5.18,100.2,17910.5,-39.2,8.7,-28.8,-54.9,,123.6,-55.3,-51.4,,
322000,HD현대에너지솔루션,142300.0,6.79,539.6,16027.2,113.3,43.0,-20.7,-41.7,,145.2,-54.3,-41.7,,
267260,HD현대일렉트릭,781000.0,3.16,730.3,270714.0,1.4,33.3,-25.4,-45.0,,143.6,-55.1,-45.0,,
329180,HD현대중공업,449500.0,4.27,1301.9,486495.3,-11.7,3.6,-36.2,-39.7,,71.7,-34.1,-39.7,,
204320,HL만도,51800.0,2.26,103.4,23337.7,15.7,32.5,-16.0,-32.6,,96.7,-31.5,-32.6,,
011200,HMM,21450.0,-1.42,174.5,196665.1,-1.7,5.9,9.4,-12.4,,21.0,-2.4,-3.2,,
175330,JB금융지주,28350.0,-0.64,118.1,58008.3,14.6,8.0,17.6,-24.4,,25.8,-1.6,-1.4,,
105560,KB금융,173300.0,-0.98,1754.6,610062.9,38.4,8.2,15.8,-6.9,,24.7,6.1,-6.9,Y,
002380,KCC,474000.0,0.6,159.3,43222.3,-1.8,34.5,-13.8,-30.3,,76.7,-38.1,-23.9,,
030200,KT,53400.0,-2.21,170.3,133823.5,6.5,-0.7,2.9,-22.5,,19.4,-12.9,-13.3,,
033780,KT&G,178100.0,-0.82,316.4,174816.8,34.1,-2.5,-3.0,-5.8,,13.1,3.5,-5.8,,
003550,LG,119400.0,0.17,511.3,180069.7,27.2,29.5,3.1,-28.0,,79.8,-5.8,-28.0,,
034220,LG디스플레이,9440.0,0.11,376.1,44750.0,-41.4,10.2,-34.5,-43.4,,95.4,-30.6,-43.4,,
051900,LG생활건강,313000.0,0.52,196.9,43653.6,-7.9,19.0,26.2,-6.1,,35.8,4.5,7.2,,
064400,LG씨엔에스,77200.0,-1.77,421.0,69854.8,-10.4,30.2,-11.9,-46.3,,146.9,-11.7,-46.3,,
373220,LG에너지솔루션,378000.0,6.46,1590.9,868140.0,-14.5,25.8,-14.5,-26.5,,60.7,-32.2,-21.7,,
032640,LG유플러스,14990.0,0.2,102.9,63282.2,-6.3,4.0,-0.5,-15.8,,18.6,-3.9,-9.7,,
011070,LG이노텍,642000.0,1.47,950.1,130879.1,140.3,40.2,-43.4,-58.0,,260.8,-28.7,-58.0,,
066570,LG전자,216500.0,-0.24,972.2,333099.1,96.2,43.9,-4.0,-44.8,,174.1,3.4,-44.8,,
051910,LG화학,280000.0,5.56,894.8,201188.2,-17.0,20.4,-18.7,-34.8,,84.7,-42.8,-34.8,,
079550,LIG디펜스앤에어로스페이스,694000.0,0.6,359.2,147400.0,22.3,11.9,-18.9,-32.0,,61.6,-34.8,-30.7,,
006260,LS,311500.0,9.09,669.2,102960.0,50.0,27.9,-34.5,-43.7,,147.4,-56.1,-43.7,,
010120,LS ELECTRIC,207500.0,5.49,1127.3,317250.0,-42.8,26.7,-15.8,-76.6,,111.9,-48.9,-34.9,,
035420,NAVER,217000.0,-2.1,1545.2,319360.6,-26.6,7.7,5.9,-24.4,,53.1,-6.8,-22.6,,
036570,NC,224500.0,-0.47,214.3,45350.2,0.5,0.9,-21.1,-33.6,,60.6,-14.4,-33.6,,
181710,NHN,74300.0,-3.51,243.3,18931.3,17.9,121.5,78.8,-1.2,,84.5,-16.7,24.7,,
010060,OCI홀딩스,277500.0,5.1,550.5,42288.1,91.1,63.1,-23.8,-28.5,,128.1,-50.7,-28.5,,
005490,POSCO홀딩스,338500.0,2.59,740.4,267043.9,3.6,17.3,-19.4,-36.7,,85.4,-40.1,-36.7,,
010950,S-Oil,150100.0,4.08,920.7,186774.9,95.1,18.8,40.3,-2.3,,62.2,1.6,-0.7,Y,
005090,SGC에너지,55500.0,7.25,111.9,8314.2,66.2,45.9,11.9,-19.1,,71.0,-40.2,-10.2,,
034730,SK,545000.0,-0.17,538.4,436466.3,134.5,11.5,-17.9,-36.5,,83.1,-1.5,-36.5,,
011790,SKC,90300.0,6.11,225.3,45630.4,-34.4,38.7,-34.2,-48.1,,171.2,-48.2,-48.1,,
402340,SK스퀘어,1037000.0,0.62,5100.3,1501295.1,331.3,22.0,-16.2,-47.4,,146.6,-19.4,-47.4,,
361610,SK아이이테크놀로지,16190.0,9.35,214.8,14533.6,-53.6,29.1,-18.0,-52.8,,115.3,-51.2,-40.0,,
096770,SK이노베이션,125500.0,11.23,2842.3,259496.0,7.8,14.6,7.3,-16.2,,63.9,-20.0,-14.5,,
475150,SK이터닉스,55000.0,4.31,952.6,18123.6,96.6,26.6,36.5,-32.0,,151.6,-24.3,-32.0,,
017670,SK텔레콤,94200.0,-1.19,654.6,196103.3,44.2,19.8,-2.8,-24.8,,60.1,-19.7,-24.8,,
000660,SK하이닉스,1674000.0,3.51,65188.1,13557938.3,301.4,19.5,-26.9,-42.7,,120.8,-8.6,-42.7,,
100840,SNT에너지,30550.0,3.83,152.7,7858.7,-59.1,40.1,-22.9,-52.3,,194.0,-62.0,-52.3,,
000500,가온전선,210000.0,16.7,1785.3,79059.5,111.8,71.6,-38.4,-62.8,,424.2,-50.4,-62.8,,
010130,고려아연,1277000.0,1.15,331.4,256111.3,0.7,38.4,-6.4,-39.6,,89.3,-43.2,-26.9,,
017900,광전자,7500.0,0.49,741.8,4763.0,136.1,66.7,-33.0,-57.8,,213.9,-58.1,-45.3,,
014280,금강공업,4285.0,9.21,165.3,1391.7,-24.5,16.4,-10.1,-41.0,,60.6,-31.2,-27.5,,
002990,금호건설,16460.0,-0.06,378.1,5827.5,99.5,125.5,305.9,-4.9,,378.2,71.6,-4.9,,
011780,금호석유화학,127500.0,5.01,140.9,32704.5,6.2,15.9,-6.1,-16.9,,37.1,-21.7,-15.5,,
001210,금호전기,12480.0,-1.95,297.8,1493.8,19.8,1129.6,1401.8,0.0,Y,188.8,-5.9,798.5,,
000270,기아,131000.0,1.12,1057.5,495043.7,19.6,8.8,-20.3,-36.4,,49.1,-21.6,-27.0,,
