code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
282330,BGF리테일,147800.0,0.54,172.5,25545.6,16.2,19.2,16.9,-3.5,,35.2,-5.5,1.2,,
138930,BNK금융지주,15200.0,0.53,160.3,46639.6,19.7,-12.0,-11.3,-32.9,,25.5,-20.1,-19.1,,
001040,CJ,129900.0,-0.46,127.9,37900.9,-30.7,3.6,-23.3,-44.0,,80.5,-44.6,-42.1,,
079160,CJ CGV,5440.0,-1.81,131.0,9007.7,-1.3,13.2,19.0,-17.2,,19.4,-3.3,7.9,,Y
097950,CJ제일제당,186500.0,-1.48,124.7,28076.1,-18.7,-0.4,-9.7,-24.3,,38.9,-22.7,-24.3,,
005830,DB손해보험,181100.0,-3.36,847.3,118621.1,14.6,13.9,25.3,-11.9,,31.6,-7.7,4.7,,
000990,DB하이텍,95000.0,1.17,198.8,41329.4,50.6,12.0,-53.0,-56.9,,194.4,-52.7,-56.9,,
375500,DL이앤씨,72000.0,-1.77,220.3,27859.4,41.3,25.2,-8.2,-29.8,,91.4,-47.1,-28.2,,
078930,GS,127100.0,-1.63,624.8,118070.2,93.8,45.3,69.9,0.0,Y,52.5,2.7,33.4,,
006360,GS건설,36300.0,-2.29,637.2,31066.1,39.6,42.4,22.6,-15.8,,77.3,-41.7,-7.8,,
267270,HD건설기계,133300.0,-2.42,163.6,63879.9,30.1,8.6,-17.2,-32.7,,74.8,-35.7,-30.8,,
009540,HD한국조선해양,348500.0,-1.69,545.8,246644.3,-10.9,-1.6,-20.9,-27.3,,45.0,-27.4,-26.5,,
267250,HD현대,219000.0,0.46,373.9,172994.9,29.2,12.5,-23.3,-29.5,,65.4,-39.5,-29.5,,
443060,HD현대마린솔루션,207500.0,-6.11,380.4,93029.4,-5.7,8.1,-13.9,-26.0,,48.7,-31.8,-23.0,,
322000,HD현대에너지솔루션,142300.0,4.63,240.6,15937.6,133.7,27.4,-24.2,-41.7,,145.2,-56.9,-41.7,,
267260,HD현대일렉트릭,781000.0,-4.05,1115.6,281528.1,23.9,10.8,-28.6,-45.0,,142.3,-53.2,-45.0,,
329180,HD현대중공업,449500.0,-1.64,745.6,471800.7,-8.2,-0.3,-39.6,-39.7,,71.7,-36.6,-39.7,,
204320,HL만도,51800.0,2.98,181.4,24323.8,20.5,26.7,-16.6,-32.6,,96.7,-31.5,-32.6,,
011200,HMM,21450.0,-1.15,359.3,202324.5,-2.7,7.3,8.7,-12.4,,21.0,-1.2,-3.2,,
298050,HS효성첨단소재,179800.0,0.56,129.3,8054.9,-15.7,17.9,-17.0,-35.2,,89.5,-47.2,-33.3,,
175330,JB금융지주,28350.0,-2.41,119.6,52878.9,19.2,3.8,16.4,-24.4,,25.8,-3.8,-1.4,,
105560,KB금융,173300.0,0.99,5246.6,614673.8,46.6,4.9,12.7,-6.9,,24.7,-0.2,-6.9,Y,
030200,KT,53400.0,-2.02,275.1,134579.6,5.5,-0.9,0.0,-22.5,,19.4,-11.7,-13.3,,
033780,KT&G,178100.0,1.02,804.5,184886.4,32.0,-2.0,-0.9,-5.8,,13.1,2.4,-5.8,,
003550,LG,119400.0,2.67,1155.5,180523.3,28.1,28.2,1.0,-28.0,,79.8,-7.0,-28.0,,
034220,LG디스플레이,9440.0,-1.87,4220.8,47200.0,-35.9,4.9,-33.2,-43.4,,94.7,-30.1,-43.4,,
051900,LG생활건강,313000.0,-1.57,382.6,46873.4,-9.1,22.5,24.0,-6.1,,31.6,3.5,10.6,,
