code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
001040,CJ,128200.0,0.79,126.3,37404.9,-31.0,-3.0,-26.7,-44.7,,76.8,-39.7,-43.6,,
097950,CJ제일제당,187100.0,-1.32,126.9,28166.4,-16.7,-3.6,-13.0,-24.1,,38.9,-16.5,-24.1,,
005830,DB손해보험,182500.0,1.11,275.1,119538.1,20.0,8.7,18.1,-11.2,,31.9,-5.8,5.2,Y,
000990,DB하이텍,92700.0,6.43,212.9,40328.8,72.4,-7.3,-48.8,-58.0,,123.4,-36.2,-58.0,,
375500,DL이앤씨,70300.0,2.48,171.2,27201.6,49.8,11.2,-14.5,-31.4,,74.6,-36.0,-30.5,,
078930,GS,121800.0,6.28,736.5,113146.7,110.4,27.8,58.4,0.0,Y,52.5,19.3,27.8,,
006360,GS건설,35000.0,3.24,648.2,29953.5,61.1,15.7,8.9,-18.8,,82.2,-31.4,-17.6,Y,
267270,HD건설기계,134800.0,6.06,407.2,64598.7,34.7,1.6,-18.8,-32.0,,77.9,-30.6,-31.2,,
009540,HD한국조선해양,362500.0,2.55,471.0,256552.5,-8.7,-2.6,-13.9,-24.4,,45.0,-19.2,-23.5,,
267250,HD현대,215500.0,1.65,193.8,170230.1,43.9,-3.1,-23.6,-30.6,,63.9,-25.0,-30.6,,
443060,HD현대마린솔루션,208000.0,0.73,135.8,93253.6,-0.5,-0.7,-15.3,-25.8,,49.8,-25.4,-24.6,,
322000,HD현대에너지솔루션,135100.0,8.25,432.3,15131.2,220.9,-17.6,-33.4,-44.6,,131.5,-31.7,-44.6,,
267260,HD현대일렉트릭,719000.0,-0.14,993.8,259178.9,37.8,-11.2,-38.7,-49.4,,88.8,-35.6,-49.4,,
329180,HD현대중공업,464500.0,1.98,1140.3,487544.9,-3.1,-4.3,-31.7,-37.7,,66.1,-27.1,-37.7,,
204320,HL만도,51400.0,0.59,157.6,24136.0,28.5,15.2,-18.4,-33.2,,82.9,-22.0,-33.2,,
011200,HMM,22650.0,-0.88,417.7,213643.4,1.6,4.6,10.5,-7.6,,21.0,-0.5,2.3,,Y
105560,KB금융,166400.0,2.02,1189.4,590200.4,48.7,-3.0,4.0,-10.6,,24.7,8.7,-10.6,Y,
030200,KT,53000.0,0.95,202.7,133571.5,6.5,-2.0,-5.0,-23.1,,19.4,-10.7,-14.0,,
033780,KT&G,175400.0,1.27,418.6,182083.5,29.8,-3.9,-6.7,-7.2,,13.1,2.6,-7.2,,
003550,LG,112600.0,-0.79,224.6,170242.2,31.8,15.0,-5.0,-32.1,,74.5,-0.5,-32.1,,
034220,LG디스플레이,9550.0,0.0,139.9,47750.0,-28.2,-2.6,-37.0,-42.8,,72.8,-24.2,-42.8,,
051900,LG생활건강,316000.0,0.0,289.7,47322.7,-13.0,27.2,20.4,-5.2,,31.6,0.4,11.7,,
064400,LG씨엔에스,73000.0,0.97,359.1,70726.7,-2.1,13.2,-12.3,-49.2,,132.5,-0.7,-49.2,,
373220,LG에너지솔루션,349500.0,-3.45,720.0,817830.0,-5.3,6.1,-12.3,-32.0,,54.1,-29.4,-27.6,,
011070,LG이노텍,602000.0,5.61,951.5,142476.0,217.4,-3.7,-30.3,-60.7,,167.0,6.4,-60.7,,
066570,LG전자,200500.0,0.35,1100.8,326583.7,116.9,18.5,-15.4,-48.9,,189.0,23.1,-48.9,,
051910,LG화학,263000.0,-3.66,298.8,185657.9,-9.4,1.5,-25.1,-38.8,,71.5,-34.0,-38.8,,
079550,LIG디펜스앤에어로스페이스,718000.0,0.14,1003.0,157960.0,53.6,-5.8,-22.4,-29.6,,50.7,-25.4,-28.3,,
006260,LS,294500.0,2.08,328.4,91884.0,83.0,-4.1,-45.9,-46.7,,108.3,-24.2,-46.7,,
010120,LS ELECTRIC,195400.0,1.61,854.6,293100.0,-31.8,-3.3,-30.5,-77.9,,77.6,-23.5,-38.6,,
035420,NAVER,220500.0,-1.34,2031.8,335328.7,-9.0,6.3,8.6,-23.2,,53.1,2.5,-21.4,,
036570,NC,225000.0,-0.44,172.7,48474.0,0.2,-1.3,-18.5,-33.4,,60.6,-13.1,-33.4,,
181710,NHN,66000.0,-5.71,225.6,21617.1,41.6,81.3,65.0,-12.2,,84.5,-2.7,10.7,,
010060,OCI홀딩스,275000.0,2.23,509.6,51343.1,163.7,10.0,-12.6,-29.1,,115.0,-43.9,-29.1,,
005490,POSCO홀딩스,332000.0,1.37,676.7,263081.9,13.2,6.1,-25.8,-37.9,,80.1,-32.3,-37.9,,
010950,S-Oil,139900.0,-0.92,314.5,157503.3,152.8,-7.5,28.3,-8.9,,62.2,14.9,-7.5,Y,
034730,SK,556000.0,1.28,760.2,403115.0,199.3,-11.7,-13.4,-35.2,,107.2,50.5,-35.2,,
326030,SK바이오팜,84400.0,-2.31,106.8,66096.4,-24.9,4.7,-13.7,-40.0,,37.5,-20.2,-17.7,,
402340,SK스퀘어,1060000.0,-1.49,5207.8,1398394.4,409.9,-4.4,-10.5,-46.2,,142.9,35.1,-46.2,,
096770,SK이노베이션,125000.0,-3.92,618.9,211316.0,27.2,-3.9,1.1,-16.6,,67.4,-12.3,-16.6,Y,
475150,SK이터닉스,55200.0,3.76,928.8,18805.0,228.9,-31.8,25.9,-31.8,,151.6,3.8,-31.8,,
001510,SK증권,2645.0,-0.94,275.3,6117.8,235.4,24.8,-31.3,-53.1,,166.0,-60.9,-53.1,,
017670,SK텔레콤,98900.0,-3.32,1290.3,212427.4,81.5,-1.1,-3.8,-21.0,,49.2,1.1,-21.0,,
000660,SK하이닉스,1678000.0,0.42,65063.7,12257661.9,392.0,-4.6,-13.5,-42.5,,127.0,39.7,-42.5,,
000500,가온전선,161500.0,2.54,155.0,48090.8,218.5,-14.5,-61.0,-71.4,,224.0,-9.4,-71.4,,
010130,고려아연,1427000.0,6.18,944.7,297857.3,15.0,32.7,-0.2,-32.5,,82.9,-36.8,-18.3,,
002990,금호건설,15380.0,3.5,843.5,5730.6,166.4,51.5,257.7,-11.1,,378.2,72.1,-11.1,,
001210,금호전기,8580.0,-1.38,606.1,1061.9,49.3,559.0,894.2,-1.4,,188.8,44.6,517.7,,
073240,금호타이어,7000.0,-2.64,145.3,20108.2,26.7,14.2,40.7,-14.0,,81.2,0.7,-10.3,Y,
000270,기아,134900.0,2.59,762.5,526667.1,26.7,3.4,-18.1,-34.5,,37.7,-16.2,-24.8,,
024110,기업은행,20250.0,0.25,222.5,161478.7,8.9,-5.2,-3.6,-29.1,,17.5,-5.1,-12.3,,
004370,농심,451000.0,-0.99,126.7,27432.7,-18.5,22.7,12.7,-13.6,,21.4,-0.8,12.7,,
483650,달바글로벌,233000.0,0.22,239.0,29110.8,49.4,-3.1,6.4,-12.1,,41.3,10.2,-10.4,Y,
353200,대덕전자,110800.0,5.93,549.5,54754.0,276.3,1.2,-26.8,-42.0,,80.6,0.1,-42.0,,
047040,대우건설,17620.0,11.8,1341.7,72401.9,320.9,15.2,-38.3,-52.6,,155.5,-59.1,-52.6,,
006340,대원전선,13330.0,3.49,338.5,10452.6,353.1,-2.9,-8.8,-26.1,,99.6,38.8,-26.1,,
001440,대한전선,27500.0,3.0,238.4,53898.0,78.5,-2.1,-49.8,-62.0,,183.0,-37.9,-62.0,,
003490,대한항공,26300.0,1.15,544.8,96842.0,10.4,3.3,-1.9,-12.3,,26.1,8.6,-12.3,,
000150,두산,1101000.0,1.47,885.0,178294.1,106.8,-7.6,-30.9,-50.0,,96.9,-24.4,-50.0,,
454910,두산로보틱스,70200.0,0.72,186.6,45503.6,-4.0,8.5,-34.1,-57.9,,169.7,-33.9,-57.9,,
034020,두산에너빌리티,80700.0,10.55,4272.4,516932.8,9.4,11.9,-27.7,-40.8,,110.5,-44.5,-40.8,,
336260,두산퓨얼셀,42350.0,8.17,335.3,27736.6,44.1,-1.1,-56.9,-58.3,,238.3,-43.0,-58.3,,
089860,롯데렌탈,47450.0,2.71,104.2,17228.8,36.1,18.6,48.7,0.0,Y,46.5,18.7,18.6,Y,
023530,롯데쇼핑,98900.0,2.81,117.2,27977.6,78.3,-21.4,-39.5,-51.4,,61.6,-2.6,-51.4,,
085620,미래에셋생명,29150.0,11.69,177.5,39405.0,103.6,83.3,91.7,-15.6,,144.3,-2.2,-15.6,,
006800,미래에셋증권,35800.0,3.02,318.0,194401.5,80.0,-3.0,-47.0,-57.3,,127.1,-45.9,-57.3,,
005180,빙그레,90400.0,2.73,161.2,8379.2,-13.7,35.7,23.3,0.0,Y,25.2,-10.9,16.6,,
062040,산일전기,169300.0,2.54,199.4,51878.3,48.7,-0.9,-40.1,-49.2,,108.3,-25.0,-49.2,,
028050,삼성E&A,45850.0,2.34,507.9,89866.0,70.6,-3.7,-14.1,-28.8,,64.3,-15.4,-28.8,,
006400,삼성SDI,519000.0,0.78,1964.3,418238.9,108.3,21.3,-19.8,-27.1,,77.6,-36.6,-27.1,,
028260,삼성물산,367000.0,0.69,1576.6,595155.0,76.6,7.3,-12.7,-31.4,,79.2,9.7,-31.4,,
207940,삼성바이오로직스,1585000.0,0.76,668.9,733711.6,52.4,4.4,12.0,-19.3,,24.3,2.7,2.6,Y,Y
032830,삼성생명,285000.0,-0.18,1026.3,570000.0,108.1,-10.4,-21.8,-42.7,,99.2,23.6,-42.7,,
018260,삼성에스디에스,227000.0,-0.44,366.2,175647.6,27.5,8.4,16.6,-37.3,,119.7,26.1,-37.3,,
0126Z0,삼성에피스홀딩스,366000.0,-0.68,149.4,91072.0,,-5.8,-26.8,-50.7,,54.1,-31.0,-35.6,,
009150,삼성전기,1362000.0,3.34,7454.4,1017328.1,558.1,2.7,1.6,-40.0,,174.5,57.9,-40.0,,
009155,삼성전기우,490500.0,6.17,150.7,14258.8,424.2,5.4,8.0,-48.6,,176.1,31.4,-48.6,,
005930,삼성전자,257000.0,0.0,54453.8,15024936.0,192.2,3.0,-12.1,-29.1,,64.4,14.4,-29.1,,
005935,삼성전자우,194500.0,2.75,13761.6,1560612.0,163.2,9.8,3.7,-17.2,,48.5,12.4,-17.2,Y,
010140,삼성중공업,20450.0,1.74,375.5,179960.0,4.8,-10.7,-30.7,-40.6,,62.1,-32.1,-39.8,,
016360,삼성증권,88400.0,2.08,350.3,78941.2,37.6,-11.9,-31.9,-40.9,,49.1,-8.8,-40.9,,
000810,삼성화재,648000.0,1.89,683.7,289315.6,42.2,0.6,13.9,-11.2,,58.4,33.5,-11.2,Y,
006110,삼아알미늄,59900.0,2.04,119.6,9058.9,59.6,75.4,-37.9,-37.9,,215.0,-55.3,-37.9,,
003230,삼양식품,1430000.0,1.85,749.7,107722.1,-22.5,24.2,8.7,-12.3,,37.1,-5.1,-1.0,,
001820,삼화콘덴서,104900.0,13.53,1073.7,10904.4,137.0,30.0,2.8,-44.8,,204.2,27.3,-44.8,,
068270,셀트리온,189600.0,-2.27,685.3,441042.2,0.4,6.8,-4.6,-23.7,,29.9,-13.7,-8.4,,
004170,신세계,395000.0,-1.37,305.4,37308.5,160.6,-21.6,-26.2,-49.1,,90.9,26.9,-49.1,,
019170,신풍제약,9230.0,-12.51,142.9,4838.2,-41.3,17.3,-15.8,-41.2,,56.5,-33.5,-22.5,,
055550,신한지주,106500.0,3.1,962.9,499964.5,51.1,2.0,8.5,-3.2,,19.2,5.1,-2.5,Y,
112610,씨에스윈드,48050.0,1.91,178.3,20263.4,-2.4,11.2,-8.8,-37.5,,88.8,-44.9,-33.9,,
090430,아모레퍼시픽,143300.0,2.43,607.0,83820.1,-5.9,21.4,19.4,-13.2,,52.0,-15.5,-2.0,,
278470,에이피알,440500.0,7.57,2196.3,164915.1,62.8,24.4,12.7,-4.0,,29.7,-22.8,-4.0,Y,
450080,에코프로머티,36050.0,-3.48,110.0,25528.4,-31.2,4.8,-47.4,-58.3,,156.3,-59.2,-57.9,,
066970,엘앤에프,120400.0,-0.99,885.7,48984.3,9.5,47.0,-24.2,-43.5,,161.3,-60.2,-43.5,,
316140,우리금융지주,32600.0,2.03,547.9,237357.2,15.8,5.7,3.3,-20.1,,18.2,-1.2,-2.7,,
