code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
138930,BNK금융지주,15200.0,2.18,173.0,49002.3,3.0,1.6,-11.2,-32.9,,26.9,-18.7,-19.1,,
001040,CJ,129900.0,0.46,110.7,37930.1,-32.1,4.4,-21.1,-44.0,,80.8,-44.7,-42.1,,
097950,CJ제일제당,186500.0,0.92,105.5,26465.3,-18.2,-2.2,-8.6,-24.3,,35.8,-21.5,-22.6,,
012030,DB,1600.0,-0.24,117.4,3403.9,-14.7,22.0,-27.9,-33.3,,83.1,-31.9,-33.3,,
005830,DB손해보험,181100.0,-0.7,303.1,120913.6,9.6,17.1,28.3,-11.9,,31.6,-2.3,4.7,,
000990,DB하이텍,95000.0,0.99,540.2,57426.1,31.4,26.8,-51.1,-56.9,,209.7,-56.0,-56.9,,
375500,DL이앤씨,72000.0,-5.05,299.2,31303.1,26.6,37.4,-5.9,-29.8,,91.4,-40.7,-28.2,,
078930,GS,127100.0,0.09,376.6,102835.3,81.6,51.1,71.5,-1.6,,52.5,6.9,33.4,,
006360,GS건설,36300.0,-7.61,830.8,29611.2,20.2,63.5,26.0,-15.8,,77.3,-38.1,-7.8,,
267270,HD건설기계,133300.0,-5.67,549.8,61604.1,27.1,12.7,-14.1,-32.7,,74.8,-40.2,-30.8,,
009540,HD한국조선해양,348500.0,-2.06,375.4,235320.6,-16.2,4.0,-16.0,-27.3,,45.0,-21.5,-26.5,,
267250,HD현대,219000.0,-0.72,314.5,162330.8,22.1,16.7,-20.5,-29.5,,61.2,-35.9,-27.6,,
443060,HD현대마린솔루션,207500.0,-1.65,138.7,107152.0,-11.6,14.5,-8.2,-26.0,,49.1,-32.9,-23.0,,
322000,HD현대에너지솔루션,142300.0,2.83,384.9,13451.2,113.3,43.0,-20.7,-41.7,,145.2,-54.3,-41.7,,
267260,HD현대일렉트릭,781000.0,-0.84,501.2,255213.7,1.4,33.3,-25.4,-45.0,,143.6,-55.1,-45.0,,
329180,HD현대중공업,449500.0,-3.18,843.4,462879.0,-11.7,3.6,-36.2,-39.7,,71.7,-34.1,-39.7,,
204320,HL만도,51800.0,-0.66,123.9,21365.5,15.7,32.5,-16.0,-32.6,,96.7,-31.5,-32.6,,
011200,HMM,21450.0,-1.89,118.1,196193.5,-1.7,5.9,9.4,-12.4,,21.0,-2.4,-3.2,,
105560,KB금융,173300.0,-1.42,1180.5,614319.2,38.4,8.2,15.8,-6.9,,24.7,6.1,-6.9,Y,
044450,KSS해운,9940.0,17.89,104.7,2677.7,2.9,3.4,-2.1,-27.1,,40.8,-24.1,-22.1,,
033780,KT&G,178100.0,-1.69,466.6,180941.6,34.1,-2.5,-3.0,-5.8,,13.1,3.5,-5.8,,
003550,LG,119400.0,-3.95,160.5,169183.9,27.2,29.5,3.1,-28.0,,79.8,-5.8,-28.0,,
034220,LG디스플레이,9440.0,0.24,321.2,42450.0,-41.4,10.2,-34.5,-43.4,,95.4,-30.6,-43.4,,
064400,LG씨엔에스,77200.0,-3.07,372.8,67238.8,-10.4,30.2,-11.9,-46.3,,146.9,-11.7,-46.3,,
373220,LG에너지솔루션,378000.0,0.29,786.9,822510.0,-14.5,25.8,-14.5,-26.5,,60.7,-32.2,-21.7,,
032640,LG유플러스,14990.0,0.48,124.0,62136.2,-6.3,4.0,-0.5,-15.8,,18.6,-3.9,-9.7,,
011070,LG이노텍,642000.0,-1.29,595.9,126619.0,140.3,40.2,-43.4,-58.0,,260.8,-28.7,-58.0,,
066570,LG전자,216500.0,-3.46,1149.6,340428.9,96.2,43.9,-4.0,-44.8,,174.1,3.4,-44.8,,
051910,LG화학,280000.0,-0.59,361.7,178245.7,-17.0,20.4,-18.7,-34.8,,84.7,-42.8,-34.8,,
079550,LIG디펜스앤에어로스페이스,694000.0,-1.7,453.5,152240.0,22.3,11.9,-18.9,-32.0,,61.6,-34.8,-30.7,,
006260,LS,311500.0,-1.53,234.1,100308.0,50.0,27.9,-34.5,-43.7,,147.4,-56.1,-43.7,,
010120,LS ELECTRIC,207500.0,-3.07,686.6,308250.0,-42.8,26.7,-15.8,-76.6,,111.9,-48.9,-34.9,,
229640,LS에코에너지,46100.0,7.56,407.2,19599.9,-7.0,30.0,-35.3,-50.6,,174.3,-62.3,-50.6,,
035420,NAVER,217000.0,-3.13,2255.4,296127.7,-26.6,7.7,5.9,-24.4,,53.1,-6.8,-22.6,,
036570,NC,224500.0,-4.93,203.7,45673.3,0.5,0.9,-21.1,-33.6,,60.6,-14.4,-33.6,,
005940,NH투자증권,26550.0,-0.38,102.2,95993.6,32.5,2.3,-12.8,-32.3,,48.2,-27.0,-30.9,,
010060,OCI홀딩스,277500.0,9.57,882.7,38460.7,91.1,63.1,-23.8,-28.5,,128.1,-50.7,-28.5,,
005490,POSCO홀딩스,338500.0,-1.89,606.3,246837.4,3.6,17.3,-19.4,-36.7,,85.4,-40.1,-36.7,,
010950,S-Oil,150100.0,0.84,588.7,175178.8,95.1,18.8,40.3,-2.3,,62.2,1.6,-0.7,Y,
005090,SGC에너지,55500.0,-6.86,108.7,7046.2,66.2,45.9,11.9,-19.1,,71.0,-40.2,-10.2,,
034730,SK,545000.0,3.91,784.0,442991.5,134.5,11.5,-17.9,-36.5,,83.1,-1.5,-36.5,,
402340,SK스퀘어,1037000.0,5.03,11325.1,1569895.6,331.3,22.0,-16.2,-47.4,,146.6,-19.4,-47.4,,
361610,SK아이이테크놀로지,16190.0,6.18,103.9,14042.8,-53.6,29.1,-18.0,-52.8,,115.3,-51.2,-40.0,,
096770,SK이노베이션,125500.0,5.82,1486.8,252226.8,7.8,14.6,7.3,-16.2,,63.9,-20.0,-14.5,,
475150,SK이터닉스,55000.0,0.59,276.9,17306.0,96.6,26.6,36.5,-32.0,,151.6,-24.3,-32.0,,
017670,SK텔레콤,94200.0,-0.23,494.6,187082.1,44.2,19.8,-2.8,-24.8,,60.1,-19.7,-24.8,,
000660,SK하이닉스,1674000.0,1.2,54803.3,13601767.8,301.4,19.5,-26.9,-42.7,,120.8,-8.6,-42.7,,
000500,가온전선,210000.0,-0.93,489.9,94841.7,111.8,71.6,-38.4,-62.8,,424.2,-50.4,-62.8,,
017900,광전자,7500.0,-3.14,303.7,5724.8,136.1,66.7,-33.0,-57.8,,213.9,-58.1,-45.3,,
002990,금호건설,16460.0,-1.66,109.9,4847.5,99.5,125.5,305.9,-4.9,,378.2,71.6,-4.9,,
001210,금호전기,12480.0,-2.96,134.5,1232.6,19.8,1129.6,1401.8,0.0,Y,188.8,-5.9,798.5,,
073240,금호타이어,7360.0,-2.23,103.1,18873.0,17.6,31.4,54.9,-9.6,,81.2,7.2,-5.6,,
000270,기아,131000.0,-2.62,926.9,450536.6,19.6,8.8,-20.3,-36.4,,49.1,-21.6,-27.0,,
024110,기업은행,20700.0,2.0,306.0,162674.9,3.6,2.5,1.2,-27.5,,17.5,-7.5,-10.4,,
483650,달바글로벌,220000.0,1.62,303.5,22812.0,61.6,-17.0,8.9,-17.0,,44.0,4.5,-17.0,Y,
353200,대덕전자,112700.0,6.32,1840.2,59003.8,195.3,39.3,-31.6,-41.0,,156.2,-34.9,-41.0,,
047040,대우건설,18190.0,-7.23,1796.1,71662.3,233.9,51.3,-28.5,-51.0,,196.4,-65.2,-45.2,,
006340,대원전선,13620.0,-1.24,210.4,10578.1,279.7,23.3,10.2,-24.5,,99.6,-40.5,-24.5,Y,
001440,대한전선,29400.0,-2.06,945.1,60659.7,47.2,32.4,-38.5,-59.3,,247.6,-65.7,-59.3,,
003490,대한항공,28100.0,0.32,1309.8,115989.5,6.9,13.3,4.1,-6.3,,26.1,0.6,-6.3,,
000150,두산,1263000.0,2.65,1181.2,244850.8,87.8,26.4,-23.9,-42.7,,144.8,-47.2,-42.7,,
454910,두산로보틱스,71000.0,-0.28,211.7,45892.5,-13.8,23.5,-29.3,-57.4,,200.9,-48.6,-57.4,,
034020,두산에너빌리티,82500.0,-5.55,3776.1,523338.5,-3.3,35.7,-22.1,-39.5,,126.6,-52.7,-39.5,,
336260,두산퓨얼셀,45150.0,-0.84,245.6,30913.0,-31.0,124.6,-54.2,-55.5,,437.0,-68.8,-55.5,,
003160,디아이,24200.0,5.6,281.8,10400.2,7.1,46.7,-15.4,-37.5,,115.2,-51.3,-31.7,,
023530,롯데쇼핑,106400.0,-6.14,108.9,29392.0,66.0,-9.2,-29.7,-47.7,,80.7,-18.7,-47.7,,
009580,무림P&P,1673.0,-1.16,101.0,1118.9,-39.8,6.8,-20.0,-55.4,,103.5,-46.3,-44.1,,
006800,미래에셋증권,34700.0,-1.83,260.9,175124.3,39.5,13.0,-44.0,-58.6,,177.5,-57.0,-58.6,,
090460,비에이치,18230.0,0.5,122.5,6826.6,-24.3,37.9,-43.3,-54.7,,206.9,-59.0,-54.7,,
062040,산일전기,196100.0,0.24,254.5,62971.1,16.3,53.4,-22.5,-41.2,,176.1,-63.8,-41.2,,
028050,삼성E&A,47100.0,-3.61,1101.8,96726.0,46.4,18.5,-7.3,-26.9,,64.3,-25.5,-26.9,,
006400,삼성SDI,577000.0,-1.51,1954.2,419850.6,76.7,58.5,-14.6,-19.0,,96.7,-49.1,-18.2,,
028260,삼성물산,376500.0,0.0,1021.0,595155.0,51.9,31.9,-5.8,-29.6,,87.4,-8.1,-29.6,,
207940,삼성바이오로직스,1518000.0,-1.8,534.0,632334.4,45.4,2.6,10.6,-22.7,,24.6,2.8,-2.0,,
032830,삼성생명,306000.0,1.2,657.5,589000.0,71.0,15.3,-14.4,-38.4,,88.3,-0.4,-38.4,,
018260,삼성에스디에스,240000.0,-2.43,209.2,170618.0,18.4,21.6,-3.4,-33.7,,119.7,19.1,-33.7,,
009150,삼성전기,1458000.0,1.41,7434.6,1125634.0,420.7,41.7,-21.1,-35.8,,158.2,-4.2,-35.8,,
009155,삼성전기우,522000.0,0.0,131.8,15029.1,320.2,42.6,-11.4,-45.3,,198.1,-14.9,-45.3,,
005930,삼성전자,260000.0,3.25,59264.9,16691125.4,147.6,24.7,-13.2,-28.3,,75.1,-11.0,-28.3,,
005935,삼성전자우,186500.0,4.02,12757.5,1765216.6,130.7,21.6,-2.3,-20.6,,55.6,-11.0,-20.6,,
010140,삼성중공업,20900.0,-1.7,468.6,178200.0,-9.1,7.7,-26.4,-39.2,,75.0,-36.3,-38.4,,
016360,삼성증권,88000.0,0.44,416.7,81352.3,21.7,0.1,-27.2,-41.1,,70.1,-34.5,-41.1,,
000810,삼성화재,665000.0,-1.07,389.5,289315.6,27.3,13.3,18.8,-8.9,,54.2,30.5,-8.9,Y,
003230,삼양식품,1531000.0,-2.96,695.6,91526.1,-18.6,25.5,26.4,-6.1,,37.1,-5.5,6.0,,
001820,삼화콘덴서,112700.0,-0.34,920.1,15270.3,95.3,79.2,-27.8,-40.7,,228.9,-15.5,-40.7,,
068270,셀트리온,188900.0,-0.62,524.2,412662.9,0.8,4.9,-0.6,-24.0,,27.0,-3.9,-6.7,,
004170,신세계,414000.0,-2.94,229.4,32774.8,134.7,-6.9,-20.5,-46.6,,96.0,-3.5,-46.6,,
055550,신한지주,108900.0,-3.45,987.8,513109.1,38.6,10.8,17.3,-1.0,,19.2,2.9,-0.3,Y,
090430,아모레퍼시픽,147200.0,0.35,207.5,83352.2,-2.9,20.8,27.6,-10.8,,39.6,-0.2,9.6,,
278470,에이피알,464500.0,1.94,685.7,137959.6,31.8,42.9,16.0,0.0,Y,39.0,-26.5,6.1,,
066970,엘앤에프,146700.0,0.65,387.5,44388.6,-10.0,123.6,-13.3,-31.1,,224.7,-68.5,-31.1,,
316140,우리금융지주,33800.0,-1.12,497.3,260454.0,20.5,5.5,12.5,-17.2,,17.5,-1.8,1.5,Y,Y
000100,유한양행,83700.0,-1.33,136.9,54549.3,-39.6,19.1,0.1,-33.0,,36.3,-18.2,-7.5,,
007660,이수페타시스,114000.0,5.31,1094.6,87283.6,-12.6,78.1,-10.6,-29.4,,156.1,-60.3,-24.8,,
103590,일진전기,71200.0,6.8,809.2,38959.0,40.8,46.4,-25.8,-50.6,,215.7,-68.3,-50.6,,
035720,카카오,36550.0,-2.05,468.5,148183.5,-41.5,3.5,-8.9,-46.0,,42.1,-23.2,-22.4,,
323410,카카오뱅크,21850.0,-1.39,195.8,95042.4,-11.7,3.3,2.1,-23.9,,26.6,-10.7,-12.6,,
281820,케이씨텍,68400.0,7.69,255.9,17185.2,51.1,17.1,3.3,-41.8,,113.2,-17.1,-41.8,,
007810,코리아써키트,61300.0,-0.76,445.2,15612.7,157.2,43.7,-45.3,-56.8,,268.6,-57.9,-56.8,,
192820,코스맥스,300000.0,0.74,182.8,30870.7,-19.0,62.4,71.3,-1.0,,51.5,-11.1,36.7,,
021240,코웨이,96900.0,0.0,235.1,70625.9,-9.4,7.0,4.9,-10.9,,16.3,5.2,0.1,,Y
259960,크래프톤,227000.0,-1.98,122.7,90914.1,-18.1,-7.0,-11.2,-33.0,,43.9,-10.2,-22.7,,
039490,키움증권,277500.0,1.53,144.6,69767.3,1.8,8.2,-25.2,-44.0,,88.9,-38.8,-42.7,,
217590,티엠씨,11280.0,-1.92,103.2,3452.7,,16.4,-54.9,-67.4,,254.3,-70.2,-65.5,,
005690,파미셀,11110.0,-0.4,102.8,7524.5,-24.9,23.7,-27.7,-45.1,,131.2,-56.7,-45.1,,
028670,팬오션,5670.0,-3.28,130.8,29935.9,26.7,14.3,3.5,-11.1,,33.6,-12.5,-7.4,Y,
047050,포스코인터내셔널,53700.0,-2.47,209.4,97285.3,0.0,10.6,-16.2,-38.5,,91.2,-41.5,-38.5,,
003670,포스코퓨처엠,200500.0,-2.33,1031.0,160014.2,-15.9,64.2,-15.8,-32.3,,142.4,-51.2,-32.3,,
086790,하나금융지주,136300.0,-2.13,863.9,360661.0,35.6,13.2,18.2,-0.4,,24.7,-1.6,-0.4,Y,
352820,하이브,179400.0,0.32,378.5,67591.5,-36.9,5.3,-19.7,-55.6,,58.0,-36.7,-30.3,,
071050,한국금융지주,192200.0,0.05,306.4,103873.2,26.2,4.7,-19.4,-34.3,,60.4,-30.6,-34.1,,
015760,한국전력,31900.0,-1.94,459.2,194194.1,-10.3,-3.6,-18.3,-53.0,,36.5,-25.7,-29.2,,
161890,한국콜마,160100.0,0.62,405.2,34699.5,22.8,64.4,84.9,-1.0,,52.2,5.1,35.9,,
161390,한국타이어앤테크놀로지,66600.0,-0.35,145.5,70980.4,72.3,1.1,5.7,-13.2,,29.8,5.9,-13.2,Y,
047810,한국항공우주,131000.0,-2.15,239.8,124280.8,8.0,11.5,-22.0,-35.1,,53.2,-32.9,-27.2,,
003350,한국화장품제조,14970.0,5.25,201.2,3591.6,-87.9,105.1,69.3,-76.5,,45.3,-23.2,45.5,,
042700,한미반도체,220500.0,1.46,891.1,232085.2,83.2,31.6,-24.6,-46.2,,144.3,-55.7,-46.2,,
128940,한미약품,492500.0,3.59,664.2,66617.2,-13.6,53.0,1.4,-21.3,,73.0,-30.0,-8.6,,
014680,한솔케미칼,207000.0,5.11,122.6,25527.9,-9.8,10.8,-26.3,-38.8,,79.9,-33.4,-38.4,,
018880,한온시스템,3510.0,-3.01,112.0,33045.3,2.8,11.1,-31.2,-38.7,,81.3,-32.7,-38.7,,
052690,한전기술,116400.0,-5.58,640.6,49838.9,-2.6,41.3,-14.2,-40.2,,133.2,-57.1,-37.5,,
088350,한화생명,5770.0,-0.18,116.7,48985.1,29.4,41.8,16.9,-12.6,,42.5,-16.6,-0.5,,
009830,한화솔루션,33850.0,6.38,1133.5,65668.6,-19.7,48.1,-16.8,-42.1,,118.4,-52.9,-32.2,,
272210,한화시스템,73200.0,-4.52,711.1,139611.4,-8.6,35.1,-30.9,-55.0,,125.5,-54.0,-40.1,,
012450,한화에어로스페이스,1102000.0,-3.41,1438.3,526462.3,-23.5,36.0,-8.2,-28.3,,80.9,-41.0,-24.8,,
082740,한화엔진,47450.0,-3.35,353.0,39720.8,-8.0,22.6,-29.2,-47.0,,131.3,-56.1,-47.0,,
