code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
138930,BNK금융지주,15120.0,1.0,108.1,46921.4,19.7,-12.4,-11.8,-33.2,,25.5,-20.1,-19.5,,
097950,CJ제일제당,189300.0,1.61,112.4,28497.6,-18.7,1.1,-8.3,-23.2,,38.9,-22.7,-23.2,,
005830,DB손해보험,187400.0,1.85,372.6,122747.7,14.6,17.9,29.7,-8.8,,31.6,-7.7,8.3,,
000990,DB하이텍,93900.0,-1.57,214.9,40850.8,50.6,10.7,-53.5,-57.4,,194.4,-52.7,-57.4,,
375500,DL이앤씨,73300.0,-1.35,182.5,28362.4,41.3,27.5,-6.5,-28.5,,91.4,-47.1,-26.9,,
078930,GS,129200.0,4.87,678.0,120021.0,93.8,47.7,72.7,0.0,Y,52.5,2.7,35.6,,
006360,GS건설,37150.0,0.68,520.3,31793.5,39.6,45.7,25.5,-13.8,,77.3,-41.7,-5.6,,
267270,HD건설기계,136600.0,-2.84,252.0,65461.3,30.1,11.2,-15.1,-31.0,,74.8,-35.7,-29.1,,
009540,HD한국조선해양,354500.0,-1.66,519.9,250890.7,-10.9,0.1,-19.5,-26.1,,45.0,-27.4,-25.2,,
267250,HD현대,218000.0,0.93,195.4,172204.9,29.2,12.0,-23.6,-29.8,,65.4,-39.5,-29.8,,
443060,HD현대마린솔루션,221000.0,0.0,240.5,99081.9,-5.7,15.1,-8.3,-21.2,,48.7,-31.8,-18.0,,
071970,HD현대마린엔진,53100.0,-0.93,106.3,18012.3,-30.9,-2.9,-30.9,-54.0,,123.4,-54.7,-50.4,,
322000,HD현대에너지솔루션,136000.0,-4.23,222.5,15232.0,133.7,21.8,-27.5,-44.3,,145.2,-56.9,-44.3,,
267260,HD현대일렉트릭,814000.0,-0.85,1731.3,293423.7,23.9,15.5,-25.6,-42.7,,142.3,-53.2,-42.7,,
329180,HD현대중공업,457000.0,-2.77,1061.7,479672.8,-8.2,1.3,-38.6,-38.7,,71.7,-36.6,-38.7,,
204320,HL만도,50300.0,-0.2,133.0,23619.4,20.5,23.0,-19.0,-34.6,,96.7,-31.5,-34.6,,
011200,HMM,21700.0,1.17,150.3,204682.6,-2.7,8.5,9.9,-11.4,,21.0,-1.2,-2.0,,
105560,KB금융,171600.0,2.08,1491.9,608644.2,46.6,3.9,11.6,-7.8,,24.7,-0.2,-7.8,Y,
030200,KT,54500.0,1.11,146.2,137351.8,5.5,1.1,2.1,-20.9,,19.4,-11.7,-11.5,,
033780,KT&G,176300.0,1.03,221.3,183017.8,32.0,-3.0,-1.9,-6.7,,13.1,2.4,-6.7,,
003550,LG,116300.0,1.57,256.5,175836.3,28.1,24.9,-1.6,-29.9,,79.8,-7.0,-29.9,,
034220,LG디스플레이,9620.0,0.31,203.3,48100.0,-35.9,6.9,-31.9,-42.4,,94.7,-30.1,-42.4,,
051900,LG생활건강,318000.0,6.53,283.7,47622.2,-9.1,24.5,25.9,-4.6,,31.6,3.5,12.4,,
