code,name,close,chg,amount_eok,cap_eok,mom_12_1,m1,m3,from_hi52,new_high,box_width,box_drift,over_box,trend,breakout
138930,BNK금융지주,15200.0,-2.3,143.9,48235.2,3.0,1.6,-11.2,-32.9,,26.9,-18.7,-19.1,,
001040,CJ,129900.0,0.15,139.1,38280.2,-32.1,4.4,-21.1,-44.0,,80.8,-44.7,-42.1,,
005830,DB손해보험,181100.0,3.1,360.8,126284.7,9.6,17.1,28.3,-11.9,,31.6,-2.3,4.7,,
000990,DB하이텍,95000.0,-0.4,914.1,54163.2,31.4,26.8,-51.1,-56.9,,209.7,-56.0,-56.9,,
375500,DL이앤씨,72000.0,-3.67,271.7,32502.6,26.6,37.4,-5.9,-29.8,,91.4,-40.7,-28.2,,
078930,GS,127100.0,1.79,409.8,105900.9,81.6,51.1,71.5,-1.6,,52.5,6.9,33.4,,
006360,GS건설,36300.0,-0.27,259.5,31322.8,20.2,63.5,26.0,-15.8,,77.3,-38.1,-7.8,,
267270,HD건설기계,133300.0,6.36,477.2,67493.8,27.1,12.7,-14.1,-32.7,,74.8,-40.2,-30.8,,
009540,HD한국조선해양,348500.0,4.81,701.4,246644.3,-16.2,4.0,-16.0,-27.3,,45.0,-21.5,-26.5,,
267250,HD현대,219000.0,3.25,284.9,175759.6,22.1,16.7,-20.5,-29.5,,61.2,-35.9,-27.6,,
443060,HD현대마린솔루션,207500.0,2.33,176.8,108497.0,-11.6,14.5,-8.2,-26.0,,49.1,-32.9,-23.0,,
071970,HD현대마린엔진,52100.0,5.44,116.5,17435.6,-39.2,8.7,-28.8,-54.9,,123.6,-55.3,-51.4,,
322000,HD현대에너지솔루션,142300.0,0.25,168.9,13473.6,113.3,43.0,-20.7,-41.7,,145.2,-54.3,-41.7,,
267260,HD현대일렉트릭,781000.0,0.71,514.4,256655.6,1.4,33.3,-25.4,-45.0,,143.6,-55.1,-45.0,,
329180,HD현대중공업,449500.0,6.58,1305.0,492793.0,-11.7,3.6,-36.2,-39.7,,71.7,-34.1,-39.7,,
011200,HMM,21450.0,1.97,138.1,195721.9,-1.7,5.9,9.4,-12.4,,21.0,-2.4,-3.2,,
175330,JB금융지주,28350.0,-4.25,124.6,58847.6,14.6,8.0,17.6,-24.4,,25.8,-1.6,-1.4,,
105560,KB금융,173300.0,1.41,1629.0,635600.4,38.4,8.2,15.8,-6.9,,24.7,6.1,-6.9,Y,
002380,KCC,474000.0,-0.97,107.3,39656.2,-1.8,34.5,-13.8,-30.3,,76.7,-38.1,-23.9,,
030200,KT,53400.0,1.14,112.0,134579.6,6.5,-0.7,2.9,-22.5,,19.4,-12.9,-13.3,,
033780,KT&G,178100.0,1.05,334.8,180422.6,34.1,-2.5,-3.0,-5.8,,13.1,3.5,-5.8,,
003550,LG,119400.0,-0.36,219.9,169032.7,27.2,29.5,3.1,-28.0,,79.8,-5.8,-28.0,,
034220,LG디스플레이,9440.0,-1.06,189.1,41900.0,-41.4,10.2,-34.5,-43.4,,95.4,-30.6,-43.4,,
051900,LG생활건강,313000.0,-1.66,144.7,44402.4,-7.9,19.0,26.2,-6.1,,35.8,4.5,7.2,,
064400,LG씨엔에스,77200.0,-0.86,259.4,66948.2,-10.4,30.2,-11.9,-46.3,,146.9,-11.7,-46.3,,
373220,LG에너지솔루션,378000.0,-0.54,630.0,854100.0,-14.5,25.8,-14.5,-26.5,,60.7,-32.2,-21.7,,
011070,LG이노텍,642000.0,-1.55,561.1,119992.2,140.3,40.2,-43.4,-58.0,,260.8,-28.7,-58.0,,
066570,LG전자,216500.0,-1.05,789.1,322348.7,96.2,43.9,-4.0,-44.8,,174.1,3.4,-44.8,,
051910,LG화학,280000.0,-1.11,354.0,189187.5,-17.0,20.4,-18.7,-34.8,,84.7,-42.8,-34.8,,
079550,LIG디펜스앤에어로스페이스,694000.0,6.31,1009.6,155760.0,22.3,11.9,-18.9,-32.0,,61.6,-34.8,-30.7,,
006260,LS,311500.0,0.16,255.5,94848.0,50.0,27.9,-34.5,-43.7,,147.4,-56.1,-43.7,,
010120,LS ELECTRIC,207500.0,1.3,580.2,303000.0,-42.8,26.7,-15.8,-76.6,,111.9,-48.9,-34.9,,
229640,LS에코에너지,46100.0,-6.36,140.7,16231.2,-7.0,30.0,-35.3,-50.6,,174.3,-62.3,-50.6,,
035420,NAVER,217000.0,-1.24,1159.1,302667.8,-26.6,7.7,5.9,-24.4,,53.1,-6.8,-22.6,,
036570,NC,224500.0,1.74,127.6,44057.5,0.5,0.9,-21.1,-33.6,,60.6,-14.4,-33.6,,
181710,NHN,74300.0,5.99,176.2,18298.2,17.9,121.5,78.8,-1.2,,84.5,-16.7,24.7,,
005940,NH투자증권,26550.0,0.0,103.8,93778.4,32.5,2.3,-12.8,-32.3,,48.2,-27.0,-30.9,,
010060,OCI홀딩스,277500.0,-0.49,201.1,37713.9,91.1,63.1,-23.8,-28.5,,128.1,-50.7,-28.5,,
005490,POSCO홀딩스,338500.0,0.0,367.3,258723.6,3.6,17.3,-19.4,-36.7,,85.4,-40.1,-36.7,,
010950,S-Oil,150100.0,5.62,490.2,171351.0,95.1,18.8,40.3,-2.3,,62.2,1.6,-0.7,Y,
034730,SK,545000.0,-2.18,651.1,390789.6,134.5,11.5,-17.9,-36.5,,83.1,-1.5,-36.5,,
402340,SK스퀘어,1037000.0,-1.18,3423.6,1329793.9,331.3,22.0,-16.2,-47.4,,146.6,-19.4,-47.4,,
096770,SK이노베이션,125500.0,2.27,743.8,235659.6,7.8,14.6,7.3,-16.2,,63.9,-20.0,-14.5,,
475150,SK이터닉스,55000.0,0.31,196.5,16675.8,96.6,26.6,36.5,-32.0,,151.6,-24.3,-32.0,,
017670,SK텔레콤,94200.0,-0.57,420.7,188156.1,44.2,19.8,-2.8,-24.8,,60.1,-19.7,-24.8,,
000660,SK하이닉스,1674000.0,-0.8,49178.3,12747091.8,301.4,19.5,-26.9,-42.7,,120.8,-8.6,-42.7,,
000500,가온전선,210000.0,4.41,796.3,77570.7,111.8,71.6,-38.4,-62.8,,424.2,-50.4,-62.8,,
010130,고려아연,1277000.0,-0.97,148.2,234403.4,0.7,38.4,-6.4,-39.6,,89.3,-43.2,-26.9,,
017900,광전자,7500.0,-2.01,649.9,5939.2,136.1,66.7,-33.0,-57.8,,213.9,-58.1,-45.3,,
002990,금호건설,16460.0,-1.98,141.8,4977.9,99.5,125.5,305.9,-4.9,,378.2,71.6,-4.9,,
001210,금호전기,12480.0,-4.07,159.0,1322.0,19.8,1129.6,1401.8,0.0,Y,188.8,-5.9,798.5,,
000270,기아,131000.0,0.17,679.7,472009.3,19.6,8.8,-20.3,-36.4,,49.1,-21.6,-27.0,,
024110,기업은행,20700.0,-0.25,108.9,160681.3,3.6,2.5,1.2,-27.5,,17.5,-7.5,-10.4,,
251270,넷마블,37700.0,0.0,3769.2,28398.6,-42.9,4.9,-9.3,-44.6,,41.8,-22.3,-23.8,,
004370,농심,443500.0,-0.25,122.2,24148.1,-13.9,17.5,14.3,-15.0,,21.4,1.6,10.9,,
483650,달바글로벌,220000.0,7.87,412.5,21632.3,61.6,-17.0,8.9,-17.0,,44.0,4.5,-17.0,Y,
353200,대덕전자,112700.0,-0.98,574.0,49762.8,195.3,39.3,-31.6,-41.0,,156.2,-34.9,-41.0,,
047040,대우건설,18190.0,-0.43,681.2,75976.8,233.9,51.3,-28.5,-51.0,,196.4,-65.2,-45.2,,
006340,대원전선,13620.0,0.94,168.9,10084.1,279.7,23.3,10.2,-24.5,,99.6,-40.5,-24.5,Y,
001440,대한전선,29400.0,1.43,273.7,55465.9,47.2,32.4,-38.5,-59.3,,247.6,-65.7,-59.3,,
003490,대한항공,28100.0,1.2,474.5,108256.9,6.9,13.3,4.1,-6.3,,26.1,0.6,-6.3,,
000150,두산,1263000.0,1.3,2801.4,227523.4,87.8,26.4,-23.9,-42.7,,144.8,-47.2,-42.7,,
454910,두산로보틱스,71000.0,2.07,108.3,44790.6,-13.8,23.5,-29.3,-57.4,,200.9,-48.6,-57.4,,
034020,두산에너빌리티,82500.0,1.91,1495.5,547039.2,-3.3,35.7,-22.1,-39.5,,126.6,-52.7,-39.5,,
336260,두산퓨얼셀,45150.0,-1.95,237.5,32943.3,-31.0,124.6,-54.2,-55.5,,437.0,-68.8,-55.5,,
192650,드림텍,5770.0,7.74,401.7,5046.9,-39.2,54.7,14.5,-33.4,,82.0,-42.6,-15.0,,
003160,디아이,24200.0,-0.64,139.7,8829.6,7.1,46.7,-15.4,-37.5,,115.2,-51.3,-31.7,,
023530,롯데쇼핑,106400.0,-2.53,178.9,32701.8,66.0,-9.2,-29.7,-47.7,,80.7,-18.7,-47.7,,
011170,롯데케미칼,59100.0,-3.12,108.6,26563.5,-21.0,8.2,-27.5,-49.9,,95.1,-48.3,-44.5,,
006800,미래에셋증권,34700.0,0.16,251.9,172680.7,39.5,13.0,-44.0,-58.6,,177.5,-57.0,-58.6,,
090460,비에이치,18230.0,4.43,197.1,6594.0,-24.3,37.9,-43.3,-54.7,,206.9,-59.0,-54.7,,
