code,name,close
095570,AJ네트웍스,4590.0
006840,AK홀딩스,8470.0
027410,BGF,3855.0
282330,BGF리테일,103800.0
138930,BNK금융지주,15630.0
001460,BYC,41000.0
001465,BYC우,24300.0
001040,CJ,174800.0
079160,CJ CGV,5810.0
00104K,CJ4우(전환),154100.0
000120,CJ대한통운,94900.0
011150,CJ씨푸드,2880.0
011155,CJ씨푸드1우,15920.0
001045,CJ우,90900.0
097950,CJ제일제당,206500.0
097955,CJ제일제당 우,138200.0
000480,CR홀딩스,4790.0
000590,CS홀딩스,76600.0
012030,DB,1548.0
005830,DB손해보험,128800.0
016610,DB증권,11790.0
000990,DB하이텍,75200.0
001530,DI동일,19430.0
000210,DL,36450.0
000215,DL우,22900.0
375500,DL이앤씨,41350.0
37550L,DL이앤씨2우(전환),30300.0
37550K,DL이앤씨우,21200.0
007340,DN오토모티브,23750.0
004840,DRB동일,4980.0
155660,DSR,3800.0
069730,DSR제강,3765.0
017860,DS단석,18270.0
092780,DYP,3365.0
017940,E1,82400.0
365550,ESR켄달스퀘어리츠,4315.0
383220,F&F,65500.0
007700,F&F홀딩스,19020.0
114090,GKL,14450.0
078930,GS,58300.0
006360,GS건설,19010.0
001250,GS글로벌,2285.0
007070,GS리테일,19930.0
078935,GS우,48550.0
499790,GS피앤엘,42250.0
012630,HDC,17490.0
039570,HDC랩스,8250.0
089470,HDC현대EP,4230.0
294870,HDC현대산업개발,20950.0
009540,HD한국조선해양,401000.0
267250,HD현대,191000.0
267270,HD현대건설기계,102100.0
443060,HD현대마린솔루션,185300.0
071970,HD현대마린엔진,86500.0
322000,HD현대에너지솔루션,57900.0
267260,HD현대일렉트릭,868000.0
329180,HD현대중공업,513000.0
097230,HJ중공업,20900.0
014790,HL D&I,2570.0
003580,HLB글로벌,2485.0
204320,HL만도,60700.0
060980,HL홀딩스,44450.0
011200,HMM,19850.0
035000,HS애드,8390.0
002460,HS화성,11920.0
487570,HS효성,58700.0
298050,HS효성첨단소재,178800.0
015360,INVENI,65800.0
175330,JB금융지주,24950.0
234080,JW생명과학,12800.0
001060,JW중외제약,25900.0
001067,JW중외제약2우B,60000.0
001065,JW중외제약우,28600.0
096760,JW홀딩스,3550.0
008970,KBI동양철관,1767.0
105560,KB금융,126800.0
415640,KB발해인프라,10020.0
432320,KB스타리츠,3430.0
002380,KCC,400000.0
344820,KCC글라스,25950.0
009070,KCTC,6090.0
092220,KEC,736.0
003620,KG모빌리티,3530.0
016380,KG스틸,5200.0
001390,KG케미칼,5150.0
001940,KISCO홀딩스,25050.0
025000,KPX케미칼,45400.0
092230,KPX홀딩스,70900.0
000040,KR모터스,449.0
044450,KSS해운,8880.0
030200,KT,51600.0
033780,KT&G,141800.0
058850,KTcs,2785.0
058860,KTis,2710.0
093050,LF,17510.0
003550,LG,81500.0
034220,LG디스플레이,12020.0
051900,LG생활건강,267000.0
051905,LG생활건강우,115500.0
064400,LG씨엔에스,62500.0
373220,LG에너지솔루션,371500.0
003555,LG우,66500.0
032640,LG유플러스,14560.0
011070,LG이노텍,273000.0
066570,LG전자,93000.0
066575,LG전자우,48450.0
037560,LG헬로비전,2340.0
051910,LG화학,330000.0
051915,LG화학우,162800.0
079550,LIG넥스원,468500.0
006260,LS,211500.0
010120,LS ELECTRIC,508000.0
000680,LS네트웍스,3565.0
229640,LS에코에너지,36850.0
108320,LX세미콘,51000.0
001120,LX인터내셔널,32300.0
108670,LX하우시스,28350.0
108675,LX하우시스우,16990.0
383800,LX홀딩스,8000.0
38380K,LX홀딩스1우,8790.0
023150,MH에탄올,4880.0
035420,NAVER,249500.0
181710,NHN,31950.0
400760,NH올원리츠,3370.0
005940,NH투자증권,21050.0
005945,NH투자증권우,19550.0
338100,NH프라임리츠,4460.0
034310,NICE,12900.0
030190,NICE평가정보,16410.0
008260,NI스틸,3470.0
004250,NPC,3740.0
004255,NPC우,2495.0
456040,OCI,58700.0
010060,OCI홀딩스,108100.0
178920,PI첨단소재,15740.0
001340,PKC,5600.0
005490,POSCO홀딩스,302500.0
010950,S-Oil,84600.0
010955,S-Oil우,48400.0
034120,SBS,18750.0
003080,SB성보,2735.0
005090,SGC에너지,21400.0
001380,SG글로벌,1618.0
004060,SG세계물산,339.0
001770,SHD,18060.0
002360,SH에너지화학,375.0
009160,SIMPAC,4900.0
033530,SJG세종,9940.0
123700,SJM,3720.0
025530,SJM홀딩스,3650.0
034730,SK,270000.0
011790,SKC,108400.0
018670,SK가스,227500.0
001740,SK네트웍스,4470.0
006120,SK디스커버리,62200.0
006125,SK디스커버리우,40050.0
210980,SK디앤디,13300.0
395400,SK리츠,5920.0
302440,SK바이오사이언스,48950.0
326030,SK바이오팜,126000.0
402340,SK스퀘어,416000.0
361610,SK아이이테크놀로지,24600.0
100090,SK오션플랜트,19900.0
03473K,SK우,201000.0
096770,SK이노베이션,102700.0
096775,SK이노베이션우,70300.0
475150,SK이터닉스,21150.0
001510,SK증권,649.0
001515,SK증권우,2340.0
285130,SK케미칼,67300.0
28513K,SK케미칼우,28700.0
017670,SK텔레콤,53000.0
000660,SK하이닉스,696000.0
003570,SNT다이내믹스,48100.0
064960,SNT모티브,33450.0
100840,SNT에너지,37400.0
036530,SNT홀딩스,53200.0
005610,SPC삼립,51500.0
465770,STX그린로지스,5860.0
077970,STX엔진,33200.0
002820,SUN&L,2540.0
084870,TBH글로벌,1200.0
002710,TCC스틸,14060.0
069260,TKG휴켐스,18190.0
007980,TP,1890.0
002900,TYM,6590.0
024070,WISCOM,1869.0
037270,YG PLUS,7040.0
139130,iM금융지주,15300.0
000500,가온전선,87600.0
000860,강남제비스코,13450.0
035250,강원랜드,18290.0
011420,갤럭시아에스엠,1940.0
002100,경농,9210.0
009450,경동나비엔,56300.0
267290,경동도시가스,20350.0
012320,경동인베스트,53000.0
000050,경방,8960.0
214390,경보제약,5650.0
012610,경인양행,4720.0
009140,경인전자,20300.0
013580,계룡건설,20400.0
012200,계양전기,7900.0
012205,계양전기우,8280.0
002140,고려산업,2480.0
010130,고려아연,1307000.0
002240,고려제강,21700.0
009290,광동제약,5840.0
017040,광명전기,1280.0
017900,광전자,1806.0
037710,광주신세계,31450.0
030610,교보증권,9370.0
339770,교촌에프앤비,4250.0
007690,국도화학,31600.0
002720,국제약품,4315.0
083420,그린케미칼,6320.0
014530,극동유화,3325.0
014280,금강공업,5680.0
014285,금강공업우,8500.0
008870,금비,51700.0
002990,금호건설,4390.0
002995,금호건설우,17300.0
011780,금호석유화학,118700.0
011785,금호석유화학우,60200.0
214330,금호에이치티,523.0
001210,금호전기,548.0
073240,금호타이어,5740.0
092440,기신정기,2360.0
000270,기아,122600.0
024110,기업은행,20800.0
013700,까뮤이앤씨,1189.0
004540,깨끗한나라,1918.0
004545,깨끗한나라우,11950.0
001260,남광토건,8370.0
008350,남선알미늄,1301.0
008355,남선알미우,15000.0
004270,남성,872.0
003920,남양유업,50300.0
003925,남양유업우,34250.0
025860,남해화학,6600.0
005720,넥센,6150.0
005725,넥센우,4450.0
002350,넥센타이어,7700.0
002355,넥센타이어1우B,3690.0
092790,넥스틸,10140.0
251270,넷마블,49200.0
090350,노루페인트,8360.0
090355,노루페인트우,13240.0
000320,노루홀딩스,21000.0
000325,노루홀딩스우,30600.0
006280,녹십자,161000.0
005250,녹십자홀딩스,16000.0
005257,녹십자홀딩스2우,25600.0
004370,농심,427500.0
072710,농심홀딩스,90400.0
058730,다스코,3380.0
030210,다올투자증권,3470.0
023590,다우기술,39700.0
145210,다이나믹디자인,685.0
483650,달바글로벌,149700.0
019680,대교,1879.0
019685,대교우B,1223.0
006370,대구백화점,5510.0
008060,대덕,10330.0
00806K,대덕1우,9140.0
353200,대덕전자,47800.0
35320K,대덕전자1우,14650.0
000490,대동,9520.0
005750,대림바스,4850.0
006570,대림통상,2225.0
001680,대상,20550.0
001685,대상우,16970.0
084690,대상홀딩스,9210.0
084695,대상홀딩스우,13360.0
128820,대성산업,7080.0
117580,대성에너지,8030.0
016710,대성홀딩스,8380.0
0030R0,대신밸류리츠,4580.0
003540,대신증권,26800.0
003547,대신증권2우B,19970.0
003545,대신증권우,20900.0
009190,대양금속,1284.0
014160,대영포장,1058.0
047040,대우건설,3820.0
003090,대웅,21650.0
069620,대웅제약,169600.0
000430,대원강업,4150.0
006340,대원전선,3945.0
006345,대원전선우,3940.0
003220,대원제약,11890.0
024890,대원화성,813.0
002880,대유에이텍,1070.0
012800,대창,1338.0
015230,대창단조,6200.0
001070,대한방직,6360.0
006650,대한유화,138400.0
001440,대한전선,25700.0
084010,대한제강,11480.0
001790,대한제당,2780.0
001795,대한제당우,2505.0
001130,대한제분,143600.0
439260,대한조선,65700.0
003490,대한항공,22600.0
003495,대한항공우,23450.0
005880,대한해운,1757.0
003830,대한화섬,117000.0
016090,대현,1666.0
069460,대호에이엘,1428.0
475560,더본코리아,24850.0
192080,더블유게임즈,53400.0
012510,더존비즈온,94200.0
004830,덕성,4855.0
004835,덕성우,7270.0
145720,덴티움,47950.0
002150,도화엔지니어링,6140.0
460850,동국씨엠,5220.0
460860,동국제강,8080.0
001230,동국홀딩스,7150.0
023450,동남합성,34300.0
004140,동방,2540.0
007590,동방아그로,5960.0
005960,동부건설,5520.0
005965,동부건설우,20900.0
026960,동서,26400.0
102260,동성케미컬,4165.0
000640,동아쏘시오홀딩스,107800.0
170900,동아에스티,52100.0
028100,동아지질,17090.0
001520,동양,874.0
001527,동양2우B,8840.0
084670,동양고속,69000.0
082640,동양생명,6500.0
001525,동양우,5300.0
018500,동원금속,1383.0
006040,동원산업,41850.0
030720,동원수산,6020.0
014820,동원시스템즈,24950.0
014825,동원시스템즈우,17740.0
111380,동인기연,13740.0
163560,동일고무벨트,6810.0
004890,동일산업,39100.0
002690,동일제강,1618.0
000020,동화약품,6190.0
000150,두산,799000.0
000157,두산2우B,452500.0
454910,두산로보틱스,83100.0
241560,두산밥캣,59000.0
034020,두산에너빌리티,83200.0
000155,두산우,493000.0
336260,두산퓨얼셀,30800.0
33626K,두산퓨얼셀1우,6970.0
33626L,두산퓨얼셀2우B,10330.0
016740,두올,4000.0
192650,드림텍,7140.0
024090,디씨엠,11860.0
003160,디아이,24950.0
092200,디아이씨,14430.0
377190,디앤디플랫폼리츠,3420.0
013570,디와이,4650.0
024900,디와이덕양,2155.0
210540,디와이파워,13930.0
032350,롯데관광개발,21500.0
089860,롯데렌탈,29900.0
330590,롯데리츠,4000.0
000400,롯데손해보험,1721.0
023530,롯데쇼핑,68600.0
020150,롯데에너지머티리얼즈,30650.0
280360,롯데웰푸드,111900.0
286940,롯데이노베이트,19340.0
004000,롯데정밀화학,43350.0
004990,롯데지주,26700.0
00499K,롯데지주우,27250.0
005300,롯데칠성,131500.0
005305,롯데칠성우,77100.0
011170,롯데케미칼,68900.0
071840,롯데하이마트,7420.0
027740,마니커,780.0
357430,마스턴프리미어리츠,1654.0
001080,만호제강,44300.0
088980,맥쿼리인프라,11160.0
094800,맵스리얼티,5140.0
138040,메리츠금융지주,108200.0
090370,메타랩스,1670.0
118000,메타케어,303.0
017180,명문제약,1813.0
009900,명신산업,8930.0
317450,명인제약,61900.0
012690,모나리자,2150.0
005360,모나미,1952.0
070960,모나용평,3330.0
009680,모토닉,10090.0
009580,무림P&P,2480.0
009200,무림페이퍼,1972.0
033920,무학,9040.0
008420,문배철강,2080.0
025560,미래산업,14090.0
007120,미래아이앤지,963.0
