code,name,close
095570,AJ네트웍스,4675.0
006840,AK홀딩스,8830.0
027410,BGF,4070.0
282330,BGF리테일,110600.0
138930,BNK금융지주,16230.0
001460,BYC,41850.0
001465,BYC우,25100.0
001040,CJ,173100.0
079160,CJ CGV,6070.0
00104K,CJ4우(전환),153300.0
000120,CJ대한통운,94900.0
011150,CJ씨푸드,2890.0
011155,CJ씨푸드1우,16050.0
001045,CJ우,87100.0
097950,CJ제일제당,211500.0
097955,CJ제일제당 우,137900.0
000480,CR홀딩스,5080.0
000590,CS홀딩스,81900.0
012030,DB,1520.0
005830,DB손해보험,126600.0
016610,DB증권,10770.0
000990,DB하이텍,68300.0
001530,DI동일,20800.0
000210,DL,39150.0
000215,DL우,24550.0
375500,DL이앤씨,42300.0
37550L,DL이앤씨2우(전환),31800.0
37550K,DL이앤씨우,23050.0
007340,DN오토모티브,25850.0
004840,DRB동일,4830.0
155660,DSR,3895.0
069730,DSR제강,3945.0
017860,DS단석,19300.0
092780,DYP,3430.0
017940,E1,87300.0
365550,ESR켄달스퀘어리츠,4130.0
383220,F&F,78200.0
007700,F&F홀딩스,20550.0
114090,GKL,15310.0
078930,GS,55600.0
006360,GS건설,20100.0
001250,GS글로벌,2370.0
007070,GS리테일,21700.0
078935,GS우,47800.0
499790,GS피앤엘,43150.0
012630,HDC,17950.0
039570,HDC랩스,8580.0
089470,HDC현대EP,4320.0
294870,HDC현대산업개발,21100.0
009540,HD한국조선해양,418500.0
267250,HD현대,195200.0
267270,HD현대건설기계,95500.0
443060,HD현대마린솔루션,196400.0
071970,HD현대마린엔진,91200.0
322000,HD현대에너지솔루션,63300.0
042670,HD현대인프라코어,14260.0
267260,HD현대일렉트릭,805000.0
329180,HD현대중공업,514000.0
097230,HJ중공업,21650.0
014790,HL D&I,2660.0
003580,HLB글로벌,2160.0
204320,HL만도,55600.0
060980,HL홀딩스,46700.0
011200,HMM,20550.0
035000,HS애드,8810.0
002460,HS화성,13190.0
487570,HS효성,63300.0
298050,HS효성첨단소재,193800.0
015360,INVENI,67500.0
175330,JB금융지주,25700.0
234080,JW생명과학,13950.0
001060,JW중외제약,27850.0
001067,JW중외제약2우B,60800.0
001065,JW중외제약우,29850.0
096760,JW홀딩스,3780.0
008970,KBI동양철관,1840.0
105560,KB금융,126500.0
415640,KB발해인프라,10250.0
432320,KB스타리츠,3245.0
002380,KCC,419500.0
344820,KCC글라스,26850.0
009070,KCTC,6420.0
092220,KEC,700.0
003620,KG모빌리티,3730.0
016380,KG스틸,5500.0
001390,KG케미칼,5830.0
001940,KISCO홀딩스,26100.0
092230,KPX홀딩스,75700.0
000040,KR모터스,477.0
044450,KSS해운,9460.0
030200,KT,53100.0
033780,KT&G,144800.0
058850,KTcs,3000.0
058860,KTis,2850.0
093050,LF,18970.0
003550,LG,82800.0
034220,LG디스플레이,11770.0
051900,LG생활건강,263500.0
051905,LG생활건강우,114800.0
064400,LG씨엔에스,64100.0
373220,LG에너지솔루션,389500.0
003555,LG우,67200.0
032640,LG유플러스,15290.0
011070,LG이노텍,280500.0
066570,LG전자,93900.0
066575,LG전자우,49900.0
037560,LG헬로비전,2410.0
051910,LG화학,346000.0
051915,LG화학우,174500.0
079550,LIG넥스원,418000.0
006260,LS,187700.0
010120,LS ELECTRIC,475000.0
000680,LS네트웍스,3335.0
229640,LS에코에너지,35750.0
108320,LX세미콘,50800.0
001120,LX인터내셔널,32500.0
108670,LX하우시스,29400.0
108675,LX하우시스우,17400.0
383800,LX홀딩스,8170.0
38380K,LX홀딩스1우,9140.0
