code,name,close
095570,AJ네트웍스,4670.0
006840,AK홀딩스,8830.0
027410,BGF,4095.0
282330,BGF리테일,112300.0
138930,BNK금융지주,15750.0
001460,BYC,44450.0
001465,BYC우,26050.0
001040,CJ,176100.0
079160,CJ CGV,5960.0
00104K,CJ4우(전환),157000.0
000120,CJ대한통운,96000.0
011150,CJ씨푸드,2810.0
011155,CJ씨푸드1우,15130.0
001045,CJ우,88200.0
097950,CJ제일제당,209000.0
097955,CJ제일제당 우,137800.0
000480,CR홀딩스,5040.0
000590,CS홀딩스,80500.0
012030,DB,1497.0
005830,DB손해보험,125800.0
016610,DB증권,10580.0
000990,DB하이텍,65500.0
001530,DI동일,20300.0
000210,DL,39600.0
000215,DL우,25200.0
375500,DL이앤씨,42800.0
37550L,DL이앤씨2우(전환),31750.0
37550K,DL이앤씨우,23050.0
007340,DN오토모티브,28000.0
004840,DRB동일,4835.0
155660,DSR,3945.0
069730,DSR제강,3900.0
017860,DS단석,19060.0
092780,DYP,3275.0
017940,E1,91500.0
365550,ESR켄달스퀘어리츠,4225.0
383220,F&F,79700.0
007700,F&F홀딩스,20950.0
114090,GKL,14560.0
078930,GS,56300.0
006360,GS건설,20300.0
001250,GS글로벌,2365.0
007070,GS리테일,22250.0
078935,GS우,47800.0
499790,GS피앤엘,45450.0
012630,HDC,17820.0
039570,HDC랩스,8540.0
089470,HDC현대EP,4400.0
294870,HDC현대산업개발,21750.0
009540,HD한국조선해양,421500.0
267250,HD현대,200500.0
267270,HD현대건설기계,104800.0
443060,HD현대마린솔루션,188100.0
071970,HD현대마린엔진,80800.0
322000,HD현대에너지솔루션,58000.0
042670,HD현대인프라코어,16350.0
267260,HD현대일렉트릭,822000.0
329180,HD현대중공업,519000.0
097230,HJ중공업,21500.0
014790,HL D&I,2715.0
003580,HLB글로벌,2165.0
204320,HL만도,53700.0
060980,HL홀딩스,47600.0
011200,HMM,20750.0
035000,HS애드,9150.0
002460,HS화성,13400.0
487570,HS효성,63800.0
298050,HS효성첨단소재,189400.0
015360,INVENI,68700.0
175330,JB금융지주,24800.0
234080,JW생명과학,14630.0
001060,JW중외제약,28200.0
001067,JW중외제약2우B,60600.0
001065,JW중외제약우,29800.0
096760,JW홀딩스,3825.0
008970,KBI동양철관,1837.0
105560,KB금융,124300.0
415640,KB발해인프라,9740.0
432320,KB스타리츠,3290.0
002380,KCC,424500.0
344820,KCC글라스,26900.0
009070,KCTC,6630.0
092220,KEC,680.0
003620,KG모빌리티,3660.0
016380,KG스틸,5490.0
001390,KG케미칼,5740.0
001940,KISCO홀딩스,26500.0
092230,KPX홀딩스,76400.0
000040,KR모터스,498.0
044450,KSS해운,9610.0
030200,KT,53900.0
033780,KT&G,145300.0
058850,KTcs,2875.0
058860,KTis,2810.0
093050,LF,20250.0
003550,LG,83900.0
034220,LG디스플레이,12160.0
051900,LG생활건강,266000.0
051905,LG생활건강우,113900.0
064400,LG씨엔에스,64600.0
373220,LG에너지솔루션,415500.0
003555,LG우,68600.0
032640,LG유플러스,15320.0
011070,LG이노텍,285000.0
066570,LG전자,96300.0
066575,LG전자우,51200.0
037560,LG헬로비전,2385.0
051910,LG화학,364000.0
051915,LG화학우,184000.0
079550,LIG넥스원,385000.0
006260,LS,187500.0
010120,LS ELECTRIC,474000.0
000680,LS네트웍스,3300.0
229640,LS에코에너지,35800.0
108320,LX세미콘,50800.0
001120,LX인터내셔널,33850.0
108670,LX하우시스,30000.0
108675,LX하우시스우,17230.0
383800,LX홀딩스,8200.0
38380K,LX홀딩스1우,8750.0
023150,MH에탄올,5030.0
035420,NAVER,231000.0
181710,NHN,28550.0
400760,NH올원리츠,3515.0
005940,NH투자증권,20750.0
005945,NH투자증권우,19290.0
338100,NH프라임리츠,4445.0
034310,NICE,14030.0
030190,NICE평가정보,17800.0
008260,NI스틸,3610.0
004250,NPC,3960.0
004255,NPC우,2545.0
456040,OCI,60700.0
