code,name,close
095570,AJ네트웍스,4200.0
006840,AK홀딩스,6390.0
027410,BGF,3850.0
282330,BGF리테일,124000.0
138930,BNK금융지주,17270.0
001460,BYC,30650.0
001465,BYC우,21200.0
001040,CJ,125400.0
079160,CJ CGV,4805.0
00104K,CJ4우(전환),124900.0
000120,CJ대한통운,73100.0
011150,CJ씨푸드,1958.0
011155,CJ씨푸드1우,6920.0
001045,CJ우,67600.0
097950,CJ제일제당,187300.0
097955,CJ제일제당 우,121700.0
000480,CR홀딩스,4625.0
000590,CS홀딩스,62800.0
012030,DB,1436.0
005830,DB손해보험,159000.0
016610,DB증권,8400.0
000990,DB하이텍,84800.0
001530,DI동일,23650.0
015590,DKME,1759.0
000210,DL,44700.0
000215,DL우,21050.0
375500,DL이앤씨,57500.0
37550L,DL이앤씨2우(전환),38500.0
37550K,DL이앤씨우,21950.0
007340,DN오토모티브,36650.0
004840,DRB동일,4275.0
155660,DSR,4380.0
069730,DSR제강,5540.0
017860,DS단석,11000.0
092780,DYP,3180.0
017940,E1,87000.0
365550,ESR켄달스퀘어리츠,3335.0
383220,F&F,76700.0
007700,F&F홀딩스,13300.0
114090,GKL,9320.0
078930,GS,87500.0
006360,GS건설,25500.0
001250,GS글로벌,2495.0
007070,GS리테일,24500.0
078935,GS우,54500.0
499790,GS피앤엘,35400.0
012630,HDC,20050.0
039570,HDC랩스,7330.0
089470,HDC현대EP,3700.0
267270,HD건설기계,122800.0
009540,HD한국조선해양,354000.0
267250,HD현대,194600.0
443060,HD현대마린솔루션,192000.0
071970,HD현대마린엔진,54700.0
322000,HD현대에너지솔루션,111700.0
267260,HD현대일렉트릭,705000.0
329180,HD현대중공업,451000.0
097230,HJ중공업,14550.0
014790,HL D&I,2375.0
003580,HLB글로벌,1166.0
204320,HL만도,40900.0
060980,HL홀딩스,36600.0
011200,HMM,20000.0
035000,HS애드,6150.0
002460,HS화성,10710.0
487570,HS효성,42250.0
298050,HS효성첨단소재,152500.0
015360,INVENI,13900.0
294870,IPARK현대산업개발,19950.0
175330,JB금융지주,27300.0
234080,JW생명과학,10720.0
001060,JW중외제약,23100.0
001067,JW중외제약2우B,43350.0
001065,JW중외제약우,21000.0
096760,JW홀딩스,3715.0
008970,KBI동양철관,1043.0
105560,KB금융,165200.0
415640,KB발해인프라,10670.0
432320,KB스타리츠,1432.0
002380,KCC,380500.0
344820,KCC글라스,21900.0
009070,KCTC,3705.0
092220,KEC,2390.0
003620,KG모빌리티,2640.0
016380,KG스틸,5060.0
001390,KG케미칼,3995.0
001940,KISCO홀딩스,25950.0
025000,KPX케미칼,48900.0
092230,KPX홀딩스,83300.0
000040,KR모터스,1047.0
044450,KSS해운,9630.0
030200,KT,53900.0
033780,KT&G,181700.0
058850,KTcs,2200.0
058860,KTis,2470.0
093050,LF,22150.0
003550,LG,93100.0
034220,LG디스플레이,9000.0
051900,LG생활건강,255500.0
051905,LG생활건강우,99500.0
064400,LG씨엔에스,61800.0
373220,LG에너지솔루션,314000.0
003555,LG우,62700.0
032640,LG유플러스,14620.0
011070,LG이노텍,514000.0
066570,LG전자,157500.0
066575,LG전자우,56000.0
037560,LG헬로비전,1538.0
051910,LG화학,240500.0
051915,LG화학우,112300.0
079550,LIG디펜스앤에어로스페이스,697000.0
006260,LS,268000.0
010120,LS ELECTRIC,175500.0
000680,LS네트웍스,2845.0
229640,LS에코에너지,39500.0
108320,LX세미콘,33950.0
001120,LX인터내셔널,36600.0
108670,LX하우시스,32050.0
108675,LX하우시스우,16300.0
383800,LX홀딩스,7680.0
38380K,LX홀딩스1우,7030.0
023150,MH에탄올,3935.0
035420,NAVER,210000.0
036570,NC,225000.0
181710,NHN,36150.0
400760,NH올원리츠,3010.0
005940,NH투자증권,27500.0
005945,NH투자증권우,24200.0
338100,NH프라임리츠,3795.0
034310,NICE,12630.0
030190,NICE평가정보,14100.0
008260,NI스틸,3105.0
004250,NPC,2860.0
004255,NPC우,1889.0
456040,OCI,66900.0
010060,OCI홀딩스,184500.0
178920,PI첨단소재,18040.0
001340,PKC,4505.0
005490,POSCO홀딩스,299000.0
010950,S-Oil,129500.0
