구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,000660,SK하이닉스,1853000.0,-0.16,82799.7,4483585,13536023.5,
거래대금,2,005930,삼성전자,269000.0,-0.19,60283.1,22517075,15726489.5,
거래대금,3,036930,주성엔지니어링,221000.0,7.02,11337.0,5078610,102723.3,
거래대금,4,009150,삼성전기,1400000.0,-0.28,7613.6,551943,1045711.7,
거래대금,5,005935,삼성전자우,203000.0,2.78,7055.0,3537807,1628813.5,
거래대금,6,402340,SK스퀘어,1135000.0,-0.26,6111.1,540428,1497337.4,
거래대금,7,042700,한미반도체,253000.0,1.0,5966.0,2327335,241139.9,
거래대금,8,096770,SK이노베이션,153100.0,-0.26,4514.5,2884492,258819.8,
거래대금,9,403870,HPSP,55600.0,-0.71,3957.9,6946290,45758.8,
거래대금,10,329180,HD현대중공업,453500.0,-2.16,3731.5,798805,475999.2,
거래대금,11,240810,원익IPS,118800.0,-1.08,3344.6,2757237,58311.7,
거래대금,12,024060,흥구석유,14510.0,20.02,3264.7,22285603,2176.5,
거래대금,13,006400,삼성SDI,561000.0,-2.26,2830.4,503271,452084.8,
거래대금,14,095610,테스,154900.0,0.39,2805.3,1779014,29988.6,
거래대금,15,000990,DB하이텍,115200.0,3.32,2709.7,2344604,50117.3,
거래대금,16,034020,두산에너빌리티,89900.0,-1.96,2611.3,2922572,575864.5,
거래대금,17,080220,제주반도체,78800.0,5.07,2573.4,3308755,27141.0,
거래대금,18,032820,우리기술,14600.0,1.96,2541.4,17867161,25226.6,
거래대금,19,222800,심텍,133900.0,0.98,2452.2,1830325,50847.5,
거래대금,20,105560,KB금융,173400.0,0.81,2378.9,1373825,615028.5,
거래대금,21,131290,티에스이,306500.0,14.15,2368.3,796059,33903.3,
거래대금,22,005380,현대차,389000.0,0.26,2324.6,600281,796507.7,
거래대금,23,039030,이오테크닉스,455000.0,-3.19,2300.1,489664,56054.0,
