구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,000660,SK하이닉스,1730000.0,2.49,56821.1,3264042,12637517.9,
거래대금,2,005930,삼성전자,266000.0,1.72,44881.6,16829395,15551101.1,
거래대금,3,009150,삼성전기,1385000.0,4.14,9587.7,696537,1034507.7,
거래대금,4,005935,삼성전자우,194300.0,-1.27,7848.4,4002200,1559007.2,
거래대금,5,006400,삼성SDI,569000.0,10.27,5257.3,940535,458531.7,
거래대금,6,402340,SK스퀘어,1068000.0,0.95,5177.8,482253,1408948.3,
거래대금,7,005380,현대차,398000.0,-2.45,4599.9,1150372,814935.9,
거래대금,8,047040,대우건설,20000.0,4.71,4522.2,22130199,82181.5,
거래대금,9,010170,대한광통신,14860.0,10.07,4086.3,27801868,23105.2,
거래대금,10,257720,실리콘투,49150.0,-5.12,3881.8,8059350,32230.7,
거래대금,11,034020,두산에너빌리티,85900.0,0.12,3223.6,3748823,550242.0,
거래대금,12,012330,현대모비스,451500.0,-2.69,3082.8,680279,405539.9,
거래대금,13,010120,LS ELECTRIC,219500.0,8.93,2429.9,1135340,329250.0,
거래대금,14,222800,심텍,126900.0,12.6,2136.6,1716697,48189.3,
거래대금,15,298040,효성중공업,3079000.0,10.08,2069.8,68873,287102.8,
거래대금,16,0155E0,해치텍,16850.0,20.19,1868.8,11145899,924.6,
거래대금,17,000270,기아,126100.0,-4.03,1827.2,1435376,492310.8,
거래대금,18,267260,HD현대일렉트릭,821000.0,12.01,1817.0,226942,295947.0,
거래대금,19,062040,산일전기,201500.0,13.91,1745.3,894671,61745.3,
거래대금,20,035420,NAVER,216500.0,-1.59,1671.6,765068,329245.6,
거래대금,21,373220,LG에너지솔루션,370500.0,5.56,1586.7,432292,866970.0,
거래대금,22,012450,한화에어로스페이스,1150000.0,5.8,1581.0,139565,592979.1,
거래대금,23,000500,가온전선,211500.0,25.0,1564.0,792916,62979.6,
거래대금,24,036930,주성엔지니어링,179100.0,3.29,1502.9,849832,83247.7,
거래대금,25,028260,삼성물산,375500.0,-3.1,1494.1,394068,608939.3,
거래대금,26,403870,HPSP,50500.0,4.12,1486.4,2984684,41561.5,
