구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,005930,삼성전자,285500.0,3.25,59264.9,20864376,16691125.4,
거래대금,2,000660,SK하이닉스,1862000.0,1.2,54803.3,2947714,13601767.8,
거래대금,3,005935,삼성전자우,220000.0,4.02,12757.5,5822644,1765216.6,
거래대금,4,402340,SK스퀘어,1190000.0,5.03,11325.1,963292,1569895.6,
거래대금,5,0010S0,와이즈플래닛컴퍼니,46300.0,285.83,11089.1,26080671,4639.3,
거래대금,6,009150,삼성전기,1507000.0,1.41,7434.6,496091,1125634.0,
거래대금,7,034020,두산에너빌리티,81700.0,-5.55,3776.1,4585876,523338.5,
거래대금,8,240810,원익IPS,133700.0,2.61,3530.5,2584001,65625.2,
거래대금,9,356680,엑스게이트,18220.0,10.16,3374.2,17809737,5200.6,
거래대금,10,0161M0,네오사피엔스,25800.0,-16.1,2274.1,8433669,3151.7,
거래대금,11,035420,NAVER,194700.0,-3.13,2255.4,1148820,296127.7,
거래대금,12,005380,현대차,353500.0,-1.94,1957.1,550575,719254.0,
거래대금,13,006400,삼성SDI,521000.0,-1.51,1954.2,376430,419850.6,
거래대금,14,030530,원익홀딩스,28300.0,6.79,1928.9,6640185,21858.3,
거래대금,15,353200,대덕전자,119400.0,6.32,1840.2,1578412,59003.8,
거래대금,16,036930,주성엔지니어링,209500.0,2.95,1806.2,873557,97377.9,
거래대금,17,047040,대우건설,17440.0,-7.23,1796.1,10155479,71662.3,
거래대금,18,072950,빛샘전자,14200.0,9.23,1763.7,11884891,1143.5,
거래대금,19,010170,대한광통신,17700.0,-0.62,1581.2,8890968,27521.0,
거래대금,20,096770,SK이노베이션,149200.0,5.82,1486.8,999300,252226.8,
거래대금,21,000720,현대건설,121100.0,-7.77,1474.1,1201523,134851.8,
거래대금,22,478340,나라스페이스테크놀로지,14190.0,8.9,1456.7,9729490,1647.5,
거래대금,23,012450,한화에어로스페이스,1021000.0,-3.41,1438.3,139794,526462.3,
거래대금,24,387690,레메디,18850.0,21.46,1435.6,7782429,1437.5,
거래대금,25,003490,대한항공,31500.0,0.32,1309.8,4154511,115989.5,
거래대금,26,000150,두산,1512000.0,2.65,1181.2,79240,244850.8,
거래대금,27,105560,KB금융,173200.0,-1.42,1180.5,679189,614319.2,
거래대금,28,066570,LG전자,209000.0,-3.46,1149.6,546536,340428.9,
거래대금,29,009830,한화솔루션,29200.0,6.38,1133.5,3892862,65668.6,
거래대금,30,028050,삼성E&A,49350.0,-3.61,1101.8,2237039,96726.0,
거래대금,31,058470,리노공업,74300.0,-0.93,1101.8,1493192,56625.4,
거래대금,32,007660,이수페타시스,118900.0,5.31,1094.6,929301,87283.6,
거래대금,33,093370,후성,13950.0,2.57,1073.7,7496102,14962.1,
거래대금,34,003670,포스코퓨처엠,179900.0,-2.33,1031.0,555377,160014.2,
거래대금,35,440110,파두,81600.0,12.86,1031.0,1278892,40890.6,
거래대금,36,028260,삼성물산,367000.0,0.0,1021.0,275715,595155.0,
거래대금,37,055550,신한지주,109300.0,-3.45,987.8,895919,513109.1,
거래대금,38,046970,우리로,7910.0,3.94,951.4,11635487,3466.6,
거래대금,39,001440,대한전선,30950.0,-2.06,945.1,3032595,60659.7,
거래대금,40,000270,기아,115400.0,-2.62,926.9,798446,450536.6,
상승률,1,0010S0,와이즈플래닛컴퍼니,46300.0,285.83,11089.1,26080671,4639.3,
상승률,2,396300,HT로보틱스,6010.0,29.95,713.6,12897056,1592.0,
상승률,3,115440,우리넷,12120.0,29.9,796.1,7090222,1308.3,
상승률,4,394800,쓰리빌리언,5800.0,23.27,216.1,3785681,1845.7,
상승률,5,159010,아스플로,29800.0,22.89,271.3,925696,3973.8,
상승률,6,393210,토마토시스템,4060.0,22.47,607.0,15207842,634.0,임원ㆍ주요주주특정증권등소유상황보고서
상승률,7,387690,레메디,18850.0,21.46,1435.6,7782429,1437.5,
상승률,8,419050,삼기에너지솔루션즈,1936.0,20.77,701.9,36461754,1107.3,[기재정정]기업설명회(IR)개최
상승률,9,042000,카페24,18030.0,20.2,167.6,951709,4359.3,
상승률,10,468530,프로티나,47250.0,18.27,197.5,424234,5247.2,
상승률,11,044450,KSS해운,11860.0,17.89,104.7,892666,2677.7,주요사항보고서(자기주식취득결정) | 임원ㆍ주요주주특정증권등소유상황보고서
