구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,005930,삼성전자,274000.0,4.98,60534.5,22261519,16018803.4,
거래대금,2,000660,SK하이닉스,1868000.0,0.59,51537.6,2755380,13645597.4,
거래대금,3,0161M0,네오사피엔스,34300.0,243.0,13259.9,43458998,4190.0,주식등의대량보유상황보고서(약식)
거래대금,4,005935,삼성전자우,208000.0,6.07,9229.8,4465880,1668932.1,
거래대금,5,009150,삼성전기,1429000.0,2.95,8384.3,589885,1067372.9,
거래대금,6,402340,SK스퀘어,1127000.0,4.45,5983.6,534201,1486783.5,
거래대금,7,036540,SFA반도체,10550.0,16.96,2926.7,27724880,17350.6,
거래대금,8,067310,하나마이크론,44800.0,15.91,2845.3,6513845,29787.9,
거래대금,9,010170,대한광통신,17720.0,-3.28,2592.7,14488437,27552.1,
거래대금,10,017900,광전자,11060.0,5.13,2204.5,19162724,6408.6,
거래대금,11,386380,스카이랩스,25250.0,29.89,2050.5,8906938,4737.4,
거래대금,12,240810,원익IPS,129000.0,6.17,1962.2,1534684,63318.2,
거래대금,13,437730,삼현,55700.0,11.18,1849.8,3302025,17661.1,
거래대금,14,001820,삼화콘덴서,146000.0,0.97,1784.4,1207859,15176.7,
거래대금,15,005380,현대차,359000.0,-1.64,1654.1,459420,735080.4,
거래대금,16,232140,와이씨,14250.0,19.65,1558.7,11254740,11691.5,
거래대금,17,006400,삼성SDI,533000.0,-1.48,1546.0,290033,429520.9,
거래대금,18,043260,성호전자,26850.0,0.19,1478.6,5521370,20258.8,
거래대금,19,950260,인제니아테라퓨틱스(Reg.S),21500.0,16.4,1475.2,7125507,10630.6,
거래대금,20,034020,두산에너빌리티,85300.0,0.47,1475.1,1724152,546398.7,
거래대금,21,032830,삼성생명,291000.0,2.65,1434.5,491993,582000.0,
거래대금,22,036930,주성엔지니어링,205500.0,0.0,1368.9,663906,95518.7,
거래대금,23,007660,이수페타시스,110300.0,6.36,1355.1,1241862,80970.4,
거래대금,24,475830,오름테라퓨틱,27300.0,-27.01,1328.8,4887212,5938.5,
거래대금,25,272210,한화시스템,76500.0,-4.38,1284.8,1646635,144523.3,
거래대금,26,000150,두산,1432000.0,-1.04,1265.3,88049,231895.7,
거래대금,27,012450,한화에어로스페이스,1067000.0,-1.02,1235.8,114679,550181.5,
거래대금,28,035420,NAVER,197900.0,0.1,1217.9,616968,300994.8,
거래대금,29,105560,KB금융,177500.0,1.49,1197.8,676174,629570.7,
거래대금,30,001440,대한전선,29700.0,-5.56,1147.8,3797457,58209.8,
거래대금,31,028260,삼성물산,367500.0,4.7,1142.8,312546,595965.9,
거래대금,32,055550,신한지주,113100.0,2.72,1139.7,1009788,530948.2,
거래대금,33,373220,LG에너지솔루션,352000.0,-3.3,1112.4,314679,823680.0,
거래대금,34,000500,가온전선,318500.0,-2.6,1106.4,345932,94841.7,
거래대금,35,425040,티이엠씨,12820.0,24.95,1074.6,8685557,2810.5,
거래대금,36,066570,LG전자,202500.0,2.07,1000.5,497341,329841.4,
거래대금,37,079550,LIG디펜스앤에어로스페이스,725000.0,-2.55,982.5,131987,159500.0,
거래대금,38,000270,기아,120000.0,-1.56,959.5,800591,468495.6,
거래대금,39,329180,HD현대중공업,450500.0,-2.07,954.0,212050,472850.3,
거래대금,40,047040,대우건설,18290.0,-3.28,947.1,5145443,75155.0,
상승률,1,0161M0,네오사피엔스,34300.0,243.0,13259.9,43458998,4190.0,주식등의대량보유상황보고서(약식)
상승률,2,386380,스카이랩스,25250.0,29.89,2050.5,8906938,4737.4,
상승률,3,425040,티이엠씨,12820.0,24.95,1074.6,8685557,2810.5,
상승률,4,047920,HLB제약,7650.0,23.19,144.4,1981651,2509.2,
상승률,5,232140,와이씨,14250.0,19.65,1558.7,11254740,11691.5,
상승률,6,462860,더즌,3100.0,18.32,635.6,19678197,2224.8,
상승률,7,328130,루닛,10450.0,18.21,228.0,2300527,7780.9,
상승률,8,314130,지놈앤컴퍼니,3990.0,17.53,69.3,1773248,2086.7,
상승률,9,310210,보로노이,154600.0,17.12,223.1,147103,28656.8,
상승률,10,036540,SFA반도체,10550.0,16.96,2926.7,27724880,17350.6,
상승률,11,144960,뉴파워프라즈마,12000.0,16.73,362.5,3144138,5243.1,
상승률,12,950250,테라뷰,3495.0,16.5,114.4,3231638,1247.6,
상승률,13,950260,인제니아테라퓨틱스(Reg.S),21500.0,16.4,1475.2,7125507,10630.6,
상승률,14,067310,하나마이크론,44800.0,15.91,2845.3,6513845,29787.9,
상승률,15,223250,드림씨아이에스,3630.0,15.79,255.5,6568860,893.0,
상승률,16,0155E0,해치텍,13470.0,14.74,700.7,5099771,739.1,
상승률,17,0007J0,인벤테라,11610.0,14.38,211.3,1722023,913.2,
상승률,18,010580,에스엠벡셀,2845.0,13.8,400.5,14338394,3165.1,
상승률,19,032580,피델릭스,6550.0,13.32,86.8,1391193,2170.2,
상승률,20,003160,디아이,35400.0,12.74,670.3,1924378,10018.2,
상승률,21,468530,프로티나,39450.0,12.55,62.4,162723,4381.0,
상승률,22,340810,시선AI,4650.0,12.05,68.8,1479363,648.7,
상승률,23,036810,에프에스티,30200.0,11.44,101.9,345487,6538.2,
상승률,24,099750,이지케어텍,7760.0,11.33,119.4,1482608,1060.0,
상승률,25,200470,에이팩트,8050.0,11.19,153.0,1935189,3527.8,
상승률,26,437730,삼현,55700.0,11.18,1849.8,3302025,17661.1,
상승률,27,131290,티에스이,269500.0,10.91,307.6,119575,29810.6,
상승률,28,092220,KEC,3160.0,10.68,57.5,1842303,1268.8,
상승률,29,205100,엑셈,1420.0,10.68,50.8,3532884,959.1,
상승률,30,417030,니어스랩,34550.0,10.56,271.7,799806,1996.1,
상승률,31,272110,케이엔제이,29900.0,10.54,73.6,249282,2399.6,
상승률,32,388210,씨엠티엑스,82000.0,10.51,72.5,90446,7916.6,
상승률,33,078350,한양디지텍,28200.0,10.37,346.4,1237803,4298.9,
상승률,34,122640,예스티,32500.0,10.36,289.5,899250,7036.7,
상승률,35,131970,두산테스나,95000.0,10.34,728.4,787960,18360.9,
상승률,36,402490,그린리소스,7570.0,9.87,72.4,958504,1282.0,
상승률,37,009900,명신산업,8700.0,9.85,130.1,1511662,4564.9,
상승률,38,101730,위메이드맥스,5030.0,9.71,62.6,1271711,4215.3,
상승률,39,240550,동방메디컬,6380.0,9.43,482.7,7065579,1335.6,
상승률,40,387690,레메디,17080.0,9.21,238.7,1405334,1302.5,
거래량,1,0161M0,네오사피엔스,34300.0,243.0,13259.9,43458998,4190.0,주식등의대량보유상황보고서(약식)
거래량,2,036540,SFA반도체,10550.0,16.96,2926.7,27724880,17350.6,
거래량,3,005930,삼성전자,274000.0,4.98,60534.5,22261519,16018803.4,
거래량,4,462860,더즌,3100.0,18.32,635.6,19678197,2224.8,
거래량,5,017900,광전자,11060.0,5.13,2204.5,19162724,6408.6,
거래량,6,010170,대한광통신,17720.0,-3.28,2592.7,14488437,27552.1,
거래량,7,010580,에스엠벡셀,2845.0,13.8,400.5,14338394,3165.1,
거래량,8,041190,우리기술투자,5860.0,7.92,841.8,14000922,4676.3,
거래량,9,232140,와이씨,14250.0,19.65,1558.7,11254740,11691.5,
거래량,10,001520,동양,1208.0,-10.72,143.5,10901953,1294.0,
거래량,11,086960,MDS테크,2120.0,7.18,200.9,9032762,901.6,
거래량,12,386380,스카이랩스,25250.0,29.89,2050.5,8906938,4737.4,
거래량,13,321370,센서뷰,1693.0,-9.13,156.1,8872286,1195.6,
거래량,14,201490,미투온,4055.0,-3.91,367.8,8734490,1326.9,
거래량,15,425040,티이엠씨,12820.0,24.95,1074.6,8685557,2810.5,
거래량,16,027360,아주IB투자,4000.0,3.49,341.8,8438235,4845.8,
거래량,17,069540,빛과전자,4110.0,0.24,302.1,7218030,4631.6,
거래량,18,950260,인제니아테라퓨틱스(Reg.S),21500.0,16.4,1475.2,7125507,10630.6,
거래량,19,240550,동방메디컬,6380.0,9.43,482.7,7065579,1335.6,
거래량,20,203650,드림시큐리티,2685.0,-5.12,195.1,6982672,2730.8,
거래량,21,223250,드림씨아이에스,3630.0,15.79,255.5,6568860,893.0,
거래량,22,067310,하나마이크론,44800.0,15.91,2845.3,6513845,29787.9,
거래량,23,032820,우리기술,13400.0,-3.39,833.7,5978685,23153.1,
거래량,24,043260,성호전자,26850.0,0.19,1478.6,5521370,20258.8,
거래량,25,047040,대우건설,18290.0,-3.28,947.1,5145443,75155.0,
거래량,26,0155E0,해치텍,13470.0,14.74,700.7,5099771,739.1,
거래량,27,475830,오름테라퓨틱,27300.0,-27.01,1328.8,4887212,5938.5,
거래량,28,125490,한라캐스트,12600.0,4.56,597.3,4743582,4599.3,
거래량,29,356680,엑스게이트,17840.0,1.54,825.3,4606742,5092.2,
거래량,30,332570,PS일렉트로닉스,9300.0,2.2,429.4,4555182,4272.5,
거래량,31,071090,하이스틸,3270.0,1.24,155.7,4549297,660.3,
거래량,32,005935,삼성전자우,208000.0,6.07,9229.8,4465880,1668932.1,
거래량,33,067290,JW신약,3240.0,-4.42,133.8,4059564,1815.6,
거래량,34,054920,한컴위드,4970.0,0.81,193.8,3816075,1402.4,
거래량,35,001440,대한전선,29700.0,-5.56,1147.8,3797457,58209.8,
거래량,36,205100,엑셈,1420.0,10.68,50.8,3532884,959.1,
거래량,37,024840,KBI메탈,6310.0,-2.92,226.0,3477634,2742.7,
거래량,38,007610,선도전기,4720.0,-4.55,168.9,3383595,849.6,
거래량,39,093370,후성,13900.0,-5.31,467.1,3336810,14908.5,
거래량,40,437730,삼현,55700.0,11.18,1849.8,3302025,17661.1,
