구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,000660,SK하이닉스,1759000.0,4.08,49465.4,2857754,12849360.7,
거래대금,2,005930,삼성전자,253500.0,2.01,29577.2,11757106,14820316.3,
거래대금,3,010170,대한광통신,16100.0,13.86,7146.9,45656543,25033.2,
거래대금,4,005935,삼성전자우,194600.0,4.01,7028.9,3635528,1561414.4,
거래대금,5,009150,삼성전기,1381000.0,4.86,5840.1,431285,1031519.9,
거래대금,6,402340,SK스퀘어,1020000.0,2.0,3818.9,379482,1345624.8,
거래대금,7,069540,빛과전자,4410.0,7.04,3350.1,73431112,4969.7,
거래대금,8,036930,주성엔지니어링,202000.0,4.77,2200.4,1122839,93891.9,
거래대금,9,072950,빛샘전자,13530.0,26.45,1954.6,14950961,1089.5,
거래대금,10,034020,두산에너빌리티,83800.0,-2.78,1804.6,2140785,536790.2,
거래대금,11,105560,KB금융,176700.0,0.51,1753.6,997736,626733.2,
거래대금,12,005380,현대차,362000.0,-1.36,1742.0,482107,741223.1,
거래대금,13,356680,엑스게이트,17090.0,-2.62,1674.5,9423253,4878.1,
거래대금,14,006400,삼성SDI,544000.0,-0.55,1653.8,303354,438385.3,
거래대금,15,413630,씨피시스템,4725.0,5.0,1356.0,27646690,1721.6,
거래대금,16,004310,현대약품,9970.0,-1.48,1297.0,12531260,3190.4,
거래대금,17,017900,광전자,10460.0,-1.88,1291.0,12236413,6060.9,
거래대금,18,240810,원익IPS,119400.0,10.15,1247.7,1086665,58606.2,
거래대금,19,012450,한화에어로스페이스,1055000.0,-0.75,1229.6,116401,543993.9,
거래대금,20,000150,두산,1387000.0,7.6,1157.1,85434,224608.5,
거래대금,21,000990,DB하이텍,125000.0,7.11,1148.8,945693,54380.7,
거래대금,22,012330,현대모비스,383000.0,-2.92,1143.9,298400,344012.8,
거래대금,23,062970,한국첨단소재,3375.0,0.45,1134.8,31964709,1016.6,
거래대금,24,042700,한미반도체,226000.0,1.57,1121.0,506977,215405.6,
거래대금,25,373220,LG에너지솔루션,367000.0,0.41,1108.5,300276,858780.0,
거래대금,26,298040,효성중공업,2806000.0,4.35,1096.9,39435,261646.8,
거래대금,27,035420,NAVER,201500.0,-2.18,1058.9,525238,306470.2,
거래대금,28,108490,로보티즈,309000.0,-4.78,1003.7,322266,45321.1,
거래대금,29,001820,삼화콘덴서,143900.0,0.98,999.2,696545,14958.4,
거래대금,30,043260,성호전자,18560.0,10.41,991.6,5424566,13629.3,
거래대금,31,052690,한전기술,135400.0,-5.84,989.7,716349,51749.9,
거래대금,32,452280,한선엔지니어링,13000.0,21.61,966.8,7604178,2502.2,
거래대금,33,278470,에이피알,353000.0,-2.35,939.4,267003,132156.7,
거래대금,34,055550,신한지주,112100.0,-0.09,884.4,791458,526253.7,
거래대금,35,411080,샌즈랩,7160.0,3.77,851.6,11015700,1093.2,
거래대금,36,115440,우리넷,9670.0,11.02,845.9,8527379,1043.8,
거래대금,37,196170,알테오젠,255500.0,-1.73,827.2,325625,177968.9,
거래대금,38,028260,삼성물산,353500.0,1.87,826.4,235782,573262.4,
거래대금,39,010120,LS ELECTRIC,199400.0,2.41,811.6,410543,299100.0,
거래대금,40,316140,우리금융지주,36300.0,-0.14,791.1,2194029,267453.5,
상승률,1,201490,미투온,3840.0,29.95,75.6,1969461,1256.6,최대주주변경을수반하는주식양수도계약체결 | 주식등의대량보유상황보고서(일반)
상승률,2,049080,기가레인,10990.0,29.91,287.1,2708100,932.9,
상승률,3,406820,뷰티스킨,2540.0,29.86,115.1,4728268,359.1,단일판매ㆍ공급계약체결
상승률,4,072950,빛샘전자,13530.0,26.45,1954.6,14950961,1089.5,
상승률,5,357580,아모센스,6440.0,26.03,127.4,2007708,759.3,
상승률,6,452280,한선엔지니어링,13000.0,21.61,966.8,7604178,2502.2,
상승률,7,457370,한켐,9730.0,19.24,741.5,7738465,784.9,
상승률,8,321370,센서뷰,1397.0,19.1,333.0,24584922,986.6,
상승률,9,195870,해성디에스,57400.0,19.09,318.0,582726,9758.0,
상승률,10,024900,디와이덕양,1990.0,18.52,52.8,2596957,648.0,
상승률,11,140430,카티스,3315.0,17.14,323.9,9688253,354.4,
상승률,12,950190,고스트스튜디오,11110.0,15.85,117.8,1022655,1446.2,
상승률,13,126340,비나텍,75200.0,15.34,398.6,538548,5399.7,
상승률,14,219130,타이거일렉,74800.0,15.08,106.2,149197,4723.1,
상승률,15,228340,동양파일,3940.0,13.87,284.0,7095556,788.0,
상승률,16,010170,대한광통신,16100.0,13.86,7146.9,45656543,25033.2,
상승률,17,468530,프로티나,32550.0,13.61,53.1,169320,3614.7,
상승률,18,229640,LS에코에너지,56600.0,13.54,606.0,1038798,17333.7,
상승률,19,005160,동국산업,3490.0,13.5,532.5,14816818,1893.1,
상승률,20,032500,케이엠더블유,18000.0,12.01,153.5,862863,7594.5,
상승률,21,081180,쎄크,5840.0,11.03,51.3,853639,515.4,
상승률,22,115440,우리넷,9670.0,11.02,845.9,8527379,1043.8,
상승률,23,190510,나무가,16560.0,10.62,77.3,466712,2332.5,
상승률,24,064290,인텍플러스,50700.0,10.58,239.1,488996,6569.5,
상승률,25,388790,라이콤,4850.0,10.48,233.2,4587446,1484.8,
상승률,26,043260,성호전자,18560.0,10.41,991.6,5424566,13629.3,
상승률,27,125210,아모그린텍,6160.0,10.39,154.8,2410374,1016.2,
상승률,28,0007J0,인벤테라,10500.0,10.29,116.7,1036678,825.9,
상승률,29,089890,코세스,28000.0,10.24,74.5,269980,4643.8,
상승률,30,240810,원익IPS,119400.0,10.15,1247.7,1086665,58606.2,
상승률,31,230240,에치에프알,12500.0,9.55,67.3,552972,1663.6,
상승률,32,319660,피에스케이,129500.0,9.47,344.1,278037,37511.9,
상승률,33,092220,KEC,3005.0,9.27,67.7,2265424,1206.6,
상승률,34,138080,오이솔루션,25800.0,9.09,258.5,1026573,3193.5,
상승률,35,215790,이노인스트루먼트,716.0,8.98,83.7,11075860,288.4,
상승률,36,084370,유진테크,140400.0,8.92,180.3,135526,32174.1,
상승률,37,425040,티이엠씨,9930.0,8.64,68.3,694926,2176.9,
상승률,38,033160,엠케이전자,13740.0,8.19,110.7,821807,3375.1,
상승률,39,0007C0,아크릴,19820.0,8.01,121.0,606179,1591.6,
상승률,40,241710,코스메카코리아,136400.0,7.74,193.7,144287,14567.5,
거래량,1,069540,빛과전자,4410.0,7.04,3350.1,73431112,4969.7,
거래량,2,010170,대한광통신,16100.0,13.86,7146.9,45656543,25033.2,
거래량,3,062970,한국첨단소재,3375.0,0.45,1134.8,31964709,1016.6,
거래량,4,413630,씨피시스템,4725.0,5.0,1356.0,27646690,1721.6,
거래량,5,321370,센서뷰,1397.0,19.1,333.0,24584922,986.6,
거래량,6,072950,빛샘전자,13530.0,26.45,1954.6,14950961,1089.5,
거래량,7,005160,동국산업,3490.0,13.5,532.5,14816818,1893.1,
거래량,8,054920,한컴위드,5290.0,1.15,692.2,12776780,1492.7,
거래량,9,004310,현대약품,9970.0,-1.48,1297.0,12531260,3190.4,
거래량,10,017900,광전자,10460.0,-1.88,1291.0,12236413,6060.9,
거래량,11,005930,삼성전자,253500.0,2.01,29577.2,11757106,14820316.3,
거래량,12,215790,이노인스트루먼트,716.0,8.98,83.7,11075860,288.4,
거래량,13,411080,샌즈랩,7160.0,3.77,851.6,11015700,1093.2,
