구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,000660,SK하이닉스,1653000.0,-4.45,59842.4,3531892,12075038.8,
거래대금,2,005930,삼성전자,257000.0,-3.38,39258.5,15106746,15024936.0,
거래대금,3,009150,삼성전기,1421000.0,2.6,11453.5,800641,1061397.4,
거래대금,4,005935,삼성전자우,186800.0,-3.86,6150.8,3266136,1498829.4,
거래대금,5,002990,금호건설,17020.0,12.34,5979.3,35361722,6341.6,
거래대금,6,402340,SK스퀘어,1028000.0,-3.75,4597.6,439255,1356178.7,
거래대금,7,034020,두산에너빌리티,88200.0,2.68,3085.7,3536511,564974.9,
거래대금,8,001210,금호전기,10680.0,29.93,2531.9,25740562,1321.8,임원ㆍ주요주주특정증권등소유상황보고서
거래대금,9,006400,삼성SDI,571000.0,0.35,2530.0,443235,460143.4,
거래대금,10,035420,NAVER,220500.0,1.85,2113.9,947514,335328.7,
거래대금,11,298040,효성중공업,3153000.0,2.4,1981.9,62581,294003.0,
거래대금,12,196170,알테오젠,320000.0,2.73,1955.2,615333,222896.4,
거래대금,13,001820,삼화콘덴서,110200.0,1.75,1788.8,1570536,11455.3,
거래대금,14,005380,현대차,399500.0,0.38,1750.9,438365,818007.3,
거래대금,15,267260,HD현대일렉트릭,814000.0,-0.85,1731.3,211318,293423.7,
거래대금,16,030530,원익홀딩스,19080.0,-5.78,1669.0,7945528,14737.0,
거래대금,17,207940,삼성바이오로직스,1486000.0,-6.78,1666.8,111160,687883.5,
거래대금,18,278470,에이피알,461500.0,6.21,1590.5,351547,172777.1,
거래대금,19,041190,우리기술투자,6490.0,5.7,1492.2,22241047,5451.6,
거래대금,20,105560,KB금융,171600.0,2.08,1491.9,880809,608644.2,
거래대금,21,012330,현대모비스,450500.0,-0.22,1471.5,327014,404641.7,
거래대금,22,096770,SK이노베이션,116900.0,4.38,1467.2,1262642,197622.7,
거래대금,23,0155E0,해치텍,15120.0,-10.27,1435.8,8075517,829.7,
거래대금,24,222800,심텍,122800.0,-3.23,1418.3,1116598,46632.4,
거래대금,25,047040,대우건설,19690.0,-1.55,1382.5,7118054,80907.7,
거래대금,26,403870,HPSP,51100.0,1.19,1378.8,2671914,42055.3,
거래대금,27,012450,한화에어로스페이스,1157000.0,0.61,1323.5,116700,596588.5,
거래대금,28,017670,SK텔레콤,98600.0,-0.5,1221.1,1225347,211783.0,
거래대금,29,010170,대한광통신,14310.0,-3.7,1218.6,8453108,22250.0,
거래대금,30,032820,우리기술,12510.0,2.21,1218.0,9468861,21615.4,
거래대금,31,042700,한미반도체,219500.0,-1.13,1204.7,547047,209210.3,
거래대금,32,010120,LS ELECTRIC,214500.0,-2.28,1183.1,545317,321750.0,
거래대금,33,036930,주성엔지니어링,176800.0,-1.28,1179.1,660007,82178.6,
거래대금,34,257720,실리콘투,53300.0,8.44,1103.4,2143399,34952.1,
거래대금,35,011070,LG이노텍,611000.0,2.35,1095.7,179868,144606.0,
거래대금,36,066570,LG전자,201500.0,1.61,1073.6,535676,328212.5,
거래대금,37,329180,HD현대중공업,457000.0,-2.77,1061.7,231182,479672.8,
거래대금,38,000270,기아,128000.0,1.51,1044.7,820385,499728.6,
거래대금,39,192820,코스맥스,303000.0,7.07,1016.5,341107,34389.0,
거래대금,40,950260,인제니아테라퓨틱스(Reg.S),18000.0,3.75,1001.1,5522322,8900.0,
상승률,1,288980,모아데이타,312.0,30.0,75.5,24907083,113.5,주식등의대량보유상황보고서(약식) | [기재정정]대출원리금연체사실발생              (대출원리금 연체사유 해소)
상승률,2,001210,금호전기,10680.0,29.93,2531.9,25740562,1321.8,임원ㆍ주요주주특정증권등소유상황보고서
상승률,3,443670,에스피소프트,3780.0,29.9,91.3,2524484,907.6,
상승률,4,294570,쿠콘,30900.0,23.85,372.8,1238750,3118.3,
상승률,5,034940,조아제약,3230.0,20.97,87.4,2656108,200.1,주권매매거래정지해제              (액면병합 주권 변경상장)
상승률,6,263860,지니언스,17210.0,19.02,187.4,1070762,1562.6,
상승률,7,331920,셀레믹스,12950.0,18.92,70.8,599871,1448.0,
상승률,8,042510,라온시큐어,9480.0,16.32,223.9,2350012,1052.8,
상승률,9,086450,동국제약,21500.0,15.34,244.1,1197196,9724.5,
상승률,10,204620,글로벌텍스프리,5960.0,15.28,260.3,4469089,4188.9,
상승률,11,387690,레메디,12750.0,15.07,387.0,3068986,972.3,
상승률,12,330350,위더스제약,8570.0,14.27,61.3,728814,1131.2,
상승률,13,019170,신풍제약,10090.0,14.14,396.7,3848986,5289.0,
상승률,14,0015N0,아로마티카,10110.0,14.11,62.7,641659,1271.5,
상승률,15,065170,비엘팜텍,2190.0,14.0,52.1,2399321,611.3,
상승률,16,011560,세보엠이씨,26500.0,13.49,60.7,231304,2672.5,
상승률,17,002990,금호건설,17020.0,12.34,5979.3,35361722,6341.6,
상승률,18,096530,씨젠,35650.0,11.76,380.7,1101990,18618.6,
상승률,19,046970,우리로,5110.0,11.69,219.8,4244873,2239.5,
상승률,20,010580,에스엠벡셀,1718.0,11.63,78.0,4264399,1911.3,
상승률,21,161890,한국콜마,161700.0,10.91,780.1,497981,38169.4,
상승률,22,043200,파루,1475.0,10.82,115.7,7516071,308.3,
상승률,23,241710,코스메카코리아,153900.0,10.72,214.7,143884,16436.5,
