구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,000660,SK하이닉스,1690000.0,-0.41,46473.6,2732031,12345321.0,
거래대금,2,005930,삼성전자,248500.0,-0.2,28492.2,11435506,14528002.3,
거래대금,3,005935,삼성전자우,187100.0,2.02,7437.0,3946734,1501236.5,
거래대금,4,009150,삼성전기,1317000.0,-1.5,4157.3,313138,983716.0,
거래대금,5,017900,광전자,10660.0,3.8,3716.9,34437908,6176.8,
거래대금,6,402340,SK스퀘어,1000000.0,0.0,3686.3,366583,1319240.0,
거래대금,7,036930,주성엔지니어링,192800.0,-6.41,3059.5,1544319,89615.6,
거래대금,8,030530,원익홀딩스,25050.0,14.38,2520.2,9961088,19348.1,
거래대금,9,014950,삼익제약,11690.0,26.11,2374.9,21267960,1176.9,
거래대금,10,108490,로보티즈,324500.0,0.0,2327.6,690920,47594.5,
거래대금,11,006400,삼성SDI,547000.0,2.82,2217.8,404777,440802.8,
거래대금,12,356680,엑스게이트,17550.0,2.03,2074.2,11810974,5009.4,
거래대금,13,105560,KB금융,175800.0,-3.19,2054.1,1159382,623541.0,
거래대금,14,052690,한전기술,143800.0,4.05,1962.0,1391489,54960.4,
거래대금,15,034020,두산에너빌리티,86200.0,-0.92,1888.4,2201303,552163.7,
거래대금,16,001820,삼화콘덴서,142500.0,2.37,1884.5,1314767,14812.9,
거래대금,17,012450,한화에어로스페이스,1063000.0,-6.51,1726.5,161277,548119.0,
거래대금,18,058610,에스피지,102800.0,13.34,1716.5,1663373,22798.3,
거래대금,19,004310,현대약품,10120.0,1.3,1680.1,15869200,3238.4,
거래대금,20,067290,JW신약,3680.0,8.24,1634.0,42809352,2062.2,
거래대금,21,042510,라온시큐어,12960.0,14.69,1542.9,11757859,1439.3,
거래대금,22,036540,SFA반도체,8600.0,14.21,1506.4,17692195,14143.6,
거래대금,23,329180,HD현대중공업,453500.0,-5.32,1380.0,302628,475999.2,
거래대금,24,096770,SK이노베이션,141700.0,3.66,1366.2,963255,239547.8,
