구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,000660,SK하이닉스,1793000.0,0.56,76691.3,4164618,13097728.1,
거래대금,2,005930,삼성전자,269500.0,-0.19,62367.4,22716517,15755720.8,
거래대금,3,386380,스카이랩스,29750.0,-2.62,11391.7,32633779,5581.7,
거래대금,4,009150,삼성전기,1370000.0,-5.78,9602.0,681519,1023303.6,
거래대금,5,005935,삼성전자우,198400.0,-0.6,7196.3,3592140,1591904.5,
거래대금,6,402340,SK스퀘어,1131000.0,0.53,6632.2,570963,1492060.4,
거래대금,7,047040,대우건설,19970.0,8.47,5477.4,27026812,82058.3,
거래대금,8,034020,두산에너빌리티,89500.0,1.82,5271.7,5754041,573302.2,
거래대금,9,036930,주성엔지니어링,194600.0,3.95,5125.7,2543098,90452.3,
거래대금,10,004310,현대약품,10440.0,23.99,3226.3,32236610,3340.8,
거래대금,11,052690,한전기술,142600.0,16.6,3133.5,2238809,54501.7,주주총회소집공고
거래대금,12,067290,JW신약,3890.0,8.66,2895.5,73476289,2179.8,
거래대금,13,108490,로보티즈,284000.0,-5.8,2659.4,932341,41654.4,
거래대금,14,010170,대한광통신,13700.0,1.71,2319.6,16490355,21301.5,
거래대금,15,000720,현대건설,131400.0,3.55,2250.3,1684608,146321.5,
거래대금,16,042700,한미반도체,244500.0,1.66,2013.8,803718,233038.3,
거래대금,17,005380,현대차,385000.0,-2.04,1870.4,482373,788317.4,
거래대금,18,196170,알테오젠,277000.0,-3.15,1834.8,657576,192944.7,
거래대금,19,006400,삼성SDI,530000.0,-2.03,1831.5,340796,427103.3,
거래대금,20,028260,삼성물산,382000.0,-0.52,1570.4,401297,619480.2,
거래대금,21,079650,서산,7680.0,14.46,1570.0,20527433,1536.0,
거래대금,22,028050,삼성E&A,49150.0,2.4,1568.1,3107412,96334.0,
거래대금,23,032820,우리기술,11810.0,8.15,1549.2,12953855,20405.9,
거래대금,24,403870,HPSP,53300.0,0.0,1487.1,2713737,43865.9,
거래대금,25,069540,빛과전자,3640.0,30.0,1435.1,41821438,4102.0,
거래대금,26,011070,LG이노텍,545000.0,-7.0,1422.3,253970,128985.7,
거래대금,27,373220,LG에너지솔루션,348500.0,-3.86,1383.9,389412,815490.0,
거래대금,28,030530,원익홀딩스,22550.0,0.89,1349.1,5811594,17417.2,
거래대금,29,388050,지투파워,11040.0,5.54,1340.1,11718928,2065.5,
거래대금,30,066570,LG전자,205000.0,-4.21,1252.0,596694,333913.5,
거래대금,31,035420,NAVER,214500.0,-1.61,1245.8,576743,326204.1,
거래대금,32,003230,삼양식품,1291000.0,-2.93,1239.9,95759,97251.2,
거래대금,33,012330,현대모비스,415000.0,-3.94,1218.6,289488,372755.4,
거래대금,34,015760,한국전력,34100.0,4.12,1206.4,3536667,218909.8,
거래대금,35,017900,광전자,8180.0,15.37,1205.1,14512685,4739.8,
거래대금,36,014950,삼익제약,8750.0,-0.34,1181.2,13200499,880.9,
거래대금,37,096770,SK이노베이션,138000.0,0.07,1158.0,830837,233292.8,
거래대금,38,298040,효성중공업,2834000.0,-4.42,1125.6,38485,264257.7,
거래대금,39,222800,심텍,121800.0,1.67,1125.3,899225,46252.6,
거래대금,40,105560,KB금융,173700.0,-1.25,1048.8,599249,616092.6,
상승률,1,069540,빛과전자,3640.0,30.0,1435.1,41821438,4102.0,
상승률,2,950250,테라뷰,3015.0,29.96,86.8,3074429,1076.3,
상승률,3,0011A0,액스비스,11110.0,29.94,50.0,464881,1037.0,
상승률,4,046120,오르비텍,6050.0,29.83,456.3,7816413,2048.3,
상승률,5,189860,서전기전,5750.0,29.8,292.0,5310197,557.7,
상승률,6,004310,현대약품,10440.0,23.99,3226.3,32236610,3340.8,
상승률,7,010580,에스엠벡셀,2095.0,23.53,287.8,13939426,2330.7,최대주주등소유주식변동신고서 | 주식등의대량보유상황보고서(일반)
상승률,8,475040,스트라드비젼,3350.0,19.22,361.1,10800304,1803.1,
상승률,9,052690,한전기술,142600.0,16.6,3133.5,2238809,54501.7,주주총회소집공고
상승률,10,162300,신스틸,2470.0,16.24,666.5,26698351,1024.3,
상승률,11,261780,아리바이오랩,3350.0,15.52,87.8,2712595,970.0,
상승률,12,017900,광전자,8180.0,15.37,1205.1,14512685,4739.8,
상승률,13,351320,넥사다이내믹스,5000.0,15.34,76.2,1580270,1484.9,
상승률,14,079650,서산,7680.0,14.46,1570.0,20527433,1536.0,
상승률,15,317330,덕산테코피아,13570.0,13.27,85.0,620263,2778.7,
상승률,16,302430,이노메트리,7770.0,13.1,188.2,2287051,761.7,
상승률,17,0011T0,채비,5310.0,13.1,63.1,1155769,2493.0,
상승률,18,019990,에너토크,5500.0,13.05,72.1,1236542,536.6,
상승률,19,0015N0,아로마티카,10410.0,12.91,277.0,2687881,1309.3,
상승률,20,368600,아이씨에이치,1105.0,11.17,139.8,11965263,285.0,
상승률,21,490470,세미파이브,15930.0,10.78,665.5,4025348,5420.3,
상승률,22,011700,한신기계,2630.0,10.74,69.3,2569343,853.3,
상승률,23,452190,한빛레이저,4500.0,10.7,519.5,11239573,1076.4,
상승률,24,035510,신세계 I&C,15300.0,10.15,55.8,375457,2139.1,
상승률,25,067290,JW신약,3890.0,8.66,2895.5,73476289,2179.8,
상승률,26,160190,하이젠알앤엠,23650.0,8.49,128.9,558757,7305.0,
상승률,27,047040,대우건설,19970.0,8.47,5477.4,27026812,82058.3,
상승률,28,212560,네오오토,12850.0,8.16,239.1,1910788,1733.0,
상승률,29,032820,우리기술,11810.0,8.15,1549.2,12953855,20405.9,
상승률,30,290650,엘앤씨바이오,50600.0,8.0,114.5,227188,13646.7,
상승률,31,365660,레몬헬스케어,5010.0,7.86,284.3,5529516,674.1,
상승률,32,417030,니어스랩,33450.0,7.73,468.3,1389789,1932.6,
상승률,33,051980,중앙첨단소재,1083.0,7.65,60.8,5345346,1203.1,
상승률,34,049080,기가레인,8330.0,6.93,196.0,2227347,707.1,
