구분,순위,code,name,close,chg_pct,amount_eok,volume,cap_eok,공시
거래대금,1,000660,SK하이닉스,1856000.0,3.51,65188.1,3526484,13557938.3,
거래대금,2,005930,삼성전자,269500.0,0.0,44364.5,16370962,15755720.8,
거래대금,3,009150,삼성전기,1404000.0,2.48,6015.0,426173,1048699.5,
거래대금,4,386380,스카이랩스,30300.0,1.85,5498.7,17557188,5684.9,
거래대금,5,005935,삼성전자우,197500.0,-0.45,5485.3,2772838,1584683.1,
거래대금,6,032820,우리기술,14320.0,21.25,5412.7,39276784,24742.8,
거래대금,7,402340,SK스퀘어,1138000.0,0.62,5100.3,449374,1501295.1,
거래대금,8,010170,대한광통신,14960.0,9.2,4539.9,30155856,23260.7,
거래대금,9,006400,삼성SDI,574000.0,8.3,3535.3,636357,462560.9,
거래대금,10,034020,두산에너빌리티,91700.0,2.46,3435.1,3708953,587394.6,
거래대금,11,036930,주성엔지니어링,206500.0,6.12,3056.0,1487280,95983.5,
거래대금,12,047040,대우건설,19450.0,-2.6,2986.3,14799787,79921.5,
거래대금,13,096770,SK이노베이션,153500.0,11.23,2842.3,1924456,259496.0,
거래대금,14,069540,빛과전자,3810.0,4.67,2799.6,69786362,4293.6,
거래대금,15,012210,삼미금속,13030.0,29.91,2335.7,19589402,3003.6,
거래대금,16,108490,로보티즈,310000.0,9.15,1967.4,649739,45467.8,
거래대금,17,000500,가온전선,265500.0,16.7,1785.3,685340,79059.5,
거래대금,18,105560,KB금융,172000.0,-0.98,1754.6,1016424,610062.9,
거래대금,19,336260,두산퓨얼셀,53900.0,9.44,1686.8,3041549,35301.1,
거래대금,20,353200,대덕전자,106100.0,6.21,1608.3,1507419,52431.4,
거래대금,21,403870,HPSP,56000.0,5.07,1595.3,2830465,46088.0,
거래대금,22,373220,LG에너지솔루션,371000.0,6.46,1590.9,438952,868140.0,
거래대금,23,035420,NAVER,210000.0,-2.1,1545.2,732219,319360.6,
거래대금,24,004310,현대약품,10300.0,-1.34,1542.0,14616143,3296.0,
거래대금,25,196170,알테오젠,279500.0,0.9,1504.2,544699,194686.1,
거래대금,26,028260,삼성물산,376000.0,-1.57,1436.3,378286,609750.1,
거래대금,27,327260,RF머트리얼즈,42300.0,22.61,1426.0,3452738,7609.3,주식소각결정
거래대금,28,042700,한미반도체,250500.0,2.45,1405.8,562435,238757.1,
거래대금,29,066970,엘앤에프,127000.0,11.7,1403.4,1144154,51669.5,
거래대금,30,052690,한전기술,143100.0,0.35,1370.8,944222,54692.8,
거래대금,31,053260,금강철강,7990.0,19.97,1345.6,17099093,1495.7,
거래대금,32,329180,HD현대중공업,463500.0,4.27,1301.9,284062,486495.3,
거래대금,33,005380,현대차,388000.0,0.78,1294.3,334083,794460.1,
거래대금,34,001440,대한전선,31100.0,8.17,1262.1,4107384,60953.7,
거래대금,35,079650,서산,7830.0,1.95,1222.1,14700321,1566.0,
거래대금,36,000720,현대건설,133600.0,1.67,1191.4,873138,148771.3,
거래대금,37,010120,LS ELECTRIC,211500.0,5.49,1127.3,535579,317250.0,
거래대금,38,043260,성호전자,18440.0,12.99,1100.6,5914470,13541.1,
