code,name,market,close,chg,amount_eok,cap_eok,turnover_pct
000660,SK하이닉스,KOSPI,1447000.0,12.52,80990.6556775,10312803.22155,0.79
005930,삼성전자,KOSPI,232500.0,5.44,75348.3530822,13592597.7636,0.55
122630,KODEX 레버리지,ETF,127790.0,10.69,24355.3696083,80699.385,30.18
069500,KODEX 200,ETF,105295.0,5.4,18819.73742735,230859.2875,8.15
010170,대한광통신,KOSDAQ,17700.0,16.83,14512.1570289,27520.96182,52.73
402340,SK스퀘어,KOSPI,991000.0,17.84,14172.94936011,1307707.60526,1.08
001440,대한전선,KOSPI,60700.0,7.82,12241.6428215,113173.5111,10.82
396500,TIGER 반도체TOP10,ETF,42175.0,5.14,8849.60786134,108980.2,8.12
047040,대우건설,KOSPI,32150.0,-8.14,8681.7344455,132106.805617,6.57
487240,KODEX AI전력핵심설비,ETF,58355.0,10.48,8263.20653821,39623.045,20.85
009150,삼성전기,KOSPI,918000.0,10.34,7764.822525,685688.12928,1.13
005935,삼성전자우,KOSPI,169600.0,7.14,7297.4538135,1360821.560288,0.54
006340,대원전선,KOSPI,17350.0,15.28,7144.2202879,13604.901176,52.51
459580,KODEX CD금리액티브(합성),ETF,1073865.0,0.01,6719.31869722,80797.6026,8.32
062040,산일전기,KOSPI,333500.0,25.38,6604.633285,102103.85975,6.47
012450,한화에어로스페이스,KOSPI,1465000.0,3.39,6587.025885,755403.82465,0.87
006910,보성파워텍,KOSDAQ,14350.0,18.79,6435.2738245,7050.129744,91.28
018880,한온시스템,KOSPI,4850.0,14.66,5869.35849243,49773.733772,11.79
379800,KODEX 미국S&P500,ETF,23970.0,0.42,5688.1154574,87202.86,6.52
016360,삼성증권,KOSPI,137900.0,28.28,5581.2136215,123144.7,4.53
005490,POSCO홀딩스,KOSPI,502000.0,8.66,5427.9061425,397792.46554,1.36
252670,KODEX 200선물인버스2X,ETF,152.0,-10.06,5374.25956789,10513.08,51.12
091160,KODEX 반도체,ETF,130460.0,5.34,5120.30167258,54923.66,9.32
360750,TIGER 미국S&P500,ETF,26340.0,0.69,4922.7690367,166600.5,2.95
102110,TIGER 200,ETF,105280.0,5.31,4684.32702903,92435.84,5.07
006400,삼성SDI,KOSPI,705000.0,1.44,4661.358935,568127.9865,0.82
005380,현대차,KOSPI,539000.0,1.51,4611.029385,1103644.35874,0.42
494310,KODEX 반도체레버리지,ETF,111095.0,10.56,4515.86477008,20441.48,22.09
233740,KODEX 코스닥150레버리지,ETF,17085.0,2.83,4463.75885811,42712.5,10.45
006800,미래에셋증권,KOSPI,70300.0,8.49,4456.9252895,393375.51664,1.13
010120,LS ELECTRIC,KOSPI,294000.0,5.76,4322.40344,441000.0,0.98
050890,쏠리드,KOSDAQ,18640.0,8.94,4157.7525939,11325.0179376,36.71
001510,SK증권,KOSPI,5190.0,-0.76,4115.03506405,12004.2149115,34.28
034020,두산에너빌리티,KOSPI,127200.0,0.08,4080.454738,814793.777712,0.5
042700,한미반도체,KOSPI,378000.0,2.72,4008.856705,360280.116,1.11
114800,KODEX 인버스,ETF,1278.0,-5.26,3846.57753284,8608.608,44.68
395270,HANARO Fn K-반도체,ETF,49175.0,6.89,3810.8907835,29136.1875,13.08
102970,KODEX 증권,ETF,29705.0,10.92,3715.35574122,11956.2625,31.07
064350,현대로템,KOSPI,269000.0,0.19,3476.319435,293592.76817,1.18
047810,한국항공우주,KOSPI,180000.0,6.51,3372.3865675,175455.1926,1.92
199820,제일일렉트릭,KOSDAQ,20700.0,19.93,3358.53447655,4599.54,73.02
080220,제주반도체,KOSDAQ,56700.0,8.21,3193.960324,19529.086311,16.35
103590,일진전기,KOSPI,144100.0,17.63,3103.149896,68714.64699,4.52
229200,KODEX 코스닥150,ETF,20175.0,1.61,3039.17025489,63954.75,4.75
329180,HD현대중공업,KOSPI,680000.0,-0.73,2934.8512446,713736.33,0.41
488080,TIGER 반도체TOP10레버리지,ETF,65490.0,10.16,2876.22966689,19024.845,15.12
079550,LIG디펜스앤에어로스페이스,KOSPI,983000.0,4.46,2840.242545,216260.0,1.31
298040,효성중공업,KOSPI,4228000.0,8.08,2815.94335,394241.88944,0.71
379810,KODEX 미국나스닥100,ETF,26945.0,1.13,2753.11488581,69410.32,3.97
010140,삼성중공업,KOSPI,32250.0,-0.31,2609.517185,283800.0,0.92
051910,LG화학,KOSPI,429000.0,8.06,2591.498685,302841.15147,0.86
139260,TIGER 200 IT,ETF,124335.0,8.52,2525.3869335,14174.19,17.82
267260,HD현대일렉트릭,KOSPI,1299000.0,3.75,2478.086185,468252.28365,0.53
148020,RISE 200,ETF,106085.0,5.25,2434.549858,40736.64,5.98
490470,세미파이브,KOSDAQ,48800.0,14.96,2412.88669075,16523.0944,14.6
027360,아주IB투자,KOSDAQ,15460.0,3.07,2407.4071006,18729.0797676,12.85
033100,제룡전기,KOSDAQ,91500.0,29.97,2358.350378,14697.104235,16.05
0101N0,RISE AI전력인프라,ETF,28250.0,11.68,2335.03518768,5734.75,40.72
105560,KB금융,KOSPI,157800.0,-1.68,2307.288436,588358.01799,0.39
0117V0,TIGER 코리아AI전력기기TOP3플러스,ETF,30085.0,10.42,2276.30155271,12876.38,17.68
0167A0,SOL AI반도체TOP2플러스,ETF,15615.0,9.12,2226.18280884,10665.045,20.87
367760,RISE 네트워크인프라,ETF,51630.0,6.95,2211.6585607,4724.145,46.82
066570,LG전자,KOSPI,143200.0,1.63,2164.867833,233253.306184,0.93
066970,엘앤에프,KOSPI,213000.0,9.17,2138.4444425,85979.16039,2.49
432720,퀄리타스반도체,KOSDAQ,29500.0,17.76,2077.7417195,4176.20054,49.75
305720,KODEX 2차전지산업,ETF,22260.0,3.78,2054.1497898,26133.24,7.86
042660,한화오션,KOSPI,133000.0,0.91,2011.7436065,407529.81402,0.49
028260,삼성물산,KOSPI,320000.0,7.2,2001.011105,518940.7392,0.39
373220,LG에너지솔루션,KOSPI,472000.0,2.5,1999.925315,1104480.0,0.18
425040,티이엠씨,KOSDAQ,19710.0,14.86,1993.4435197,4203.9620622,47.42
025860,남해화학,KOSPI,11610.0,-1.11,1981.447017,5767.7136723,34.35
292150,TIGER 코리아TOP10,ETF,36225.0,4.3,1921.29586582,23763.6,8.09
006260,LS,KOSPI,509000.0,12.36,1849.19663,158808.0,1.16
035420,NAVER,KOSPI,209000.0,-0.95,1833.331285,327822.01342,0.56
009830,한화솔루션,KOSPI,49900.0,-1.58,1829.7211535,85774.375464,2.13
498400,KODEX 200타겟위클리커버드콜,ETF,21440.0,4.53,1815.23006901,48840.32,3.72
032830,삼성생명,KOSPI,265000.0,6.21,1792.8799125,530000.0,0.34
096770,SK이노베이션,KOSPI,145700.0,-0.34,1778.288913,246309.912116,0.72
058470,리노공업,KOSDAQ,120800.0,1.26,1754.944493,92063.9148,1.91
055550,신한지주,KOSPI,98000.0,-1.9,1747.78479593,465161.27378,0.38
035890,서희건설,KOSDAQ,3350.0,4.69,1745.85068667,7698.5833095,22.68
375500,DL이앤씨,KOSPI,91300.0,-7.78,1744.619723,35327.277799,4.94
007660,이수페타시스,KOSPI,149000.0,-0.86,1740.052666,109379.73631,1.59
000720,현대건설,KOSPI,159400.0,-1.48,1728.061401,177501.08941,0.97
417200,LS머트리얼즈,KOSDAQ,30350.0,1.0,1726.42185475,20532.5820065,8.41
495050,RISE 코리아밸류업,ETF,31350.0,5.75,1702.5547332,8746.65,19.47
032820,우리기술,KOSDAQ,21550.0,-0.23,1689.42054,36871.248771,4.58
003530,한화투자증권,KOSPI,8190.0,9.05,1643.65786985,17571.4627725,9.35
028050,삼성E&A,KOSPI,55000.0,3.58,1638.596799,107800.0,1.52
089030,테크윙,KOSDAQ,61300.0,6.98,1630.6379185,22713.884385,7.18
003670,포스코퓨처엠,KOSPI,267000.0,5.95,1577.8811225,237486.4074,0.66
462330,KODEX 2차전지산업레버리지,ETF,2845.0,8.17,1528.51946845,10734.185,14.24
067310,하나마이크론,KOSDAQ,42050.0,5.92,1523.1059055,27948.207033,5.45
059120,아진엑스텍,KOSDAQ,11580.0,29.97,1514.4949935,2120.3056428,71.43
034730,SK,KOSPI,475500.0,11.88,1504.0029975,344750.352765,0.44
086520,에코프로,KOSDAQ,155800.0,1.9,1503.017331,211539.244816,0.71
466920,SOL 조선TOP3플러스,ETF,41735.0,0.42,1497.97803752,22286.49,6.72
0091P0,TIGER 코리아원자력,ETF,26025.0,-1.85,1490.10232344,11021.5875,13.52
011070,LG이노텍,KOSPI,595000.0,3.84,1482.838665,140819.28665,1.05
450080,에코프로머티,KOSPI,84800.0,5.6,1457.45222,59833.823392,2.44
278470,에이피알,KOSPI,428500.0,0.94,1454.3540575,160422.494175,0.91
060370,LS마린솔루션,KOSDAQ,49550.0,29.88,1445.10950875,25884.352157,5.58
472150,TIGER 배당커버드콜액티브,ETF,21315.0,4.87,1435.42273425,14703.087,9.76
098460,고영,KOSDAQ,38950.0,-3.23,1434.916068,26741.0270725,5.37
000150,두산,KOSPI,1705000.0,6.83,1423.72809,276104.88675,0.52
322000,HD현대에너지솔루션,KOSPI,221000.0,-4.33,1410.8252775,24752.0,5.7
133690,TIGER 미국나스닥100,ETF,180055.0,1.16,1392.09779912,93304.501,1.49
003470,유안타증권,KOSPI,6030.0,14.86,1374.11440875,12035.6735328,11.42
207940,삼성바이오로직스,KOSPI,1485000.0,1.02,1345.63092,687420.62235,0.2
157500,TIGER 증권,ETF,20445.0,10.54,1331.94970801,4804.575,27.72
332570,PS일렉트로닉스,KOSDAQ,10470.0,29.9,1319.91697955,4948.6472799,26.67
196170,알테오젠,KOSDAQ,373000.0,1.22,1315.00255,199681.23439,0.66
178320,서진시스템,KOSDAQ,61300.0,3.03,1285.3756945,36493.133777,3.52
247540,에코프로비엠,KOSDAQ,215500.0,4.61,1281.9136425,210824.58527,0.61
039490,키움증권,KOSPI,422500.0,6.16,1263.8623875,110814.6351,1.14
068270,셀트리온,KOSPI,197800.0,-1.35,1227.2387865,438993.880258,0.28
000270,기아,KOSPI,154000.0,1.45,1210.462835,601236.01692,0.2
259960,크래프톤,KOSPI,288500.0,8.87,1207.985603,136772.99166,0.88
364980,TIGER 2차전지TOP10,ETF,14560.0,4.07,1189.60705003,9587.76,12.41
071050,한국금융지주,KOSPI,262000.0,9.17,1170.1982425,146002.09904,0.8
138080,오이솔루션,KOSDAQ,45050.0,16.41,1149.94323825,5576.179979,20.62
494670,TIGER 조선TOP10,ETF,32765.0,0.38,1146.38424888,9075.905,12.63
0011T0,채비,KOSDAQ,19980.0,-5.53,1134.7219437,9347.698944,12.14
254490,미래반도체,KOSDAQ,29250.0,25.27,1129.87007,4223.115,26.75
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,ETF,12615.0,4.13,1127.14052834,5815.515,19.38
046890,서울반도체,KOSDAQ,17930.0,8.6,1114.48376455,10454.15822,10.66
403870,HPSP,KOSDAQ,54400.0,3.42,1070.839349,44771.2,2.39
030530,원익홀딩스,KOSDAQ,34600.0,5.49,1069.684783,26724.341426,4.0
395160,KODEX AI반도체,ETF,34930.0,4.8,1064.77854995,26127.64,4.08
006360,GS건설,KOSPI,35950.0,-5.52,1056.8239395,30766.545655,3.43
015760,한국전력,KOSPI,44500.0,2.18,1052.71589975,285674.014265,0.37
0162Z0,RISE 삼성전자SK하이닉스채권혼합50,ETF,11900.0,4.39,1035.49469895,15517.6,6.67
440110,파두,KOSDAQ,81200.0,3.84,1029.277517,40661.214244,2.53
047050,포스코인터내셔널,KOSPI,87300.0,0.0,1026.9516565,153580.593924,0.67
489790,한화비전,KOSPI,88700.0,2.9,1011.075264,44783.20193,2.26
469150,ACE AI반도체TOP3+,ETF,62000.0,5.8,1010.56614285,7874.0,12.83
091230,TIGER 반도체,ETF,136155.0,5.01,968.44519583,12444.567,7.78
100790,미래에셋벤처투자,KOSDAQ,52600.0,0.38,966.6617775,27943.557484,3.46
020150,롯데에너지머티리얼즈,KOSPI,78500.0,17.69,965.881077,41106.888455,2.35
232080,TIGER 코스닥150,ETF,20580.0,1.55,960.63724595,21703.668,4.43
036930,주성엔지니어링,KOSDAQ,126600.0,0.48,958.7084575,58845.099186,1.63
010060,OCI홀딩스,KOSPI,355500.0,-3.4,946.547105,66372.67476,1.43
093370,후성,KOSPI,14130.0,6.72,942.8108566,15155.178129,6.22
051900,LG생활건강,KOSPI,279500.0,10.04,941.2389075,42770.372905,2.2
003230,삼양식품,KOSPI,1316000.0,-1.86,939.68155,99134.4774,0.95
082740,한화엔진,KOSPI,89500.0,1.7,938.6586875,74685.19209,1.26
086790,하나금융지주,KOSPI,126600.0,-1.02,920.441593,347349.568968,0.26
012330,현대모비스,KOSPI,431500.0,1.53,910.6267025,391511.095645,0.23
000990,DB하이텍,KOSPI,161700.0,2.02,907.7135385,70346.918796,1.29
125020,티씨머티리얼즈,KOSDAQ,8750.0,3.8,907.38573705,3065.873125,29.6
0080G0,KODEX 방산TOP10,ETF,15590.0,3.11,900.51976798,6126.87,14.7
043260,성호전자,KOSDAQ,43450.0,6.23,894.6615215,30815.9665935,2.9
449450,PLUS K방산,ETF,81560.0,2.71,889.63401669,18359.156,4.85
488770,KODEX 머니마켓액티브,ETF,104260.0,0.02,886.08543819,80029.976,1.11
240810,원익IPS,KOSDAQ,122500.0,4.61,880.5873875,60127.778725,1.46
214450,파마리서치,KOSDAQ,339000.0,8.13,878.79914,35220.90672,2.5
0115D0,KODEX 조선TOP10,ETF,11605.0,0.35,878.69612766,2303.5925,38.14
352820,하이브,KOSPI,257500.0,-2.09,874.4712125,110988.291175,0.79
011790,SKC,KOSPI,124000.0,5.08,867.417646,46956.68952,1.85
277810,레인보우로보틱스,KOSDAQ,685000.0,3.16,863.25879,132889.0273,0.65
005940,NH투자증권,KOSPI,36450.0,8.32,858.563561,129887.5225005,0.66
222080,씨아이에스,KOSDAQ,17190.0,0.12,855.4689525,13370.4067536,6.4
230240,에치에프알,KOSDAQ,36600.0,24.07,848.85525875,4871.094,17.43
426030,TIME 미국나스닥100액티브,ETF,49145.0,5.69,848.78297967,16001.612,5.3
