code,name,market,close,chg,amount_eok,cap_eok,turnover_pct
0126Z0,삼성에피스홀딩스,KOSPI,661000.0,16.17,15876.986995,164476.95389,9.65
005930,삼성전자,KOSPI,108900.0,1.49,15376.84811788,6446485.697058,0.24
000660,SK하이닉스,KOSPI,571000.0,1.06,15118.28157,4156893.50415,0.36
466100,클로봇,KOSDAQ,65200.0,26.85,9673.192558,16294.874628,59.36
122630,KODEX 레버리지,ETF,45065.0,2.89,7118.21212257,33843.815,21.03
0009K0,에임드바이오,KOSDAQ,55900.0,19.7,5689.195351,35863.293999,15.86
249420,일동제약,KOSPI,44300.0,9.38,5632.34274875,14015.745636,40.19
069500,KODEX 200,ETF,58995.0,1.37,5366.7758404,110969.595,4.84
007660,이수페타시스,KOSPI,135100.0,-8.84,5285.301236,99175.854869,5.33
083650,비에이치아이,KOSDAQ,64200.0,21.82,4881.748665,19866.28875,24.57
464490,쿼드메디슨,KOSDAQ,17630.0,17.53,4813.52223455,1999.4964009,240.74
086520,에코프로,KOSDAQ,111400.0,-1.24,4735.44901273,151254.633328,3.13
252670,KODEX 200선물인버스2X,ETF,660.0,-2.94,4347.27842269,14862.54,29.25
034020,두산에너빌리티,KOSPI,79700.0,3.1,4343.8537385,510527.233362,0.85
272210,한화시스템,KOSPI,53100.0,10.51,3909.41675025,100316.195559,3.9
128820,대성산업,KOSPI,8100.0,4.92,3607.59904415,3664.073718,98.46
056080,유진로봇,KOSDAQ,16920.0,14.02,3237.74991505,6347.0561184,51.01
196170,알테오젠,KOSDAQ,433000.0,-4.52,3038.8987188,231680.06204,1.31
000720,현대건설,KOSPI,78000.0,5.98,2657.339682,86857.4967,3.06
012450,한화에어로스페이스,KOSPI,961000.0,6.31,2550.331975,495524.28361,0.51
0098T0,교보19호스팩,KOSDAQ,2030.0,1.5,2547.33821785,109.62,2323.79
108490,로보티즈,KOSDAQ,302500.0,0.33,2517.5879675,44074.5162,5.71
424870,이뮨온시아,KOSDAQ,15290.0,8.06,2499.3866332,11339.8390501,22.04
005380,현대차,KOSPI,301500.0,2.03,2485.3198175,617344.66449,0.4
319400,현대무벡스,KOSDAQ,11290.0,9.82,2414.8958227,12574.3548031,19.2
047810,한국항공우주,KOSPI,115100.0,5.02,2351.3991285,112193.848157,2.1
038500,삼표시멘트,KOSDAQ,5380.0,29.79,2337.40087389,5805.8972628,40.26
003380,하림지주,KOSDAQ,12550.0,8.85,2264.92973313,14056.7054355,16.11
459580,KODEX CD금리액티브(합성),ETF,1074535.0,0.01,2221.68326057,88379.429215,2.51
042660,한화오션,KOSPI,114100.0,0.88,2154.934358,349617.682554,0.62
233740,KODEX 코스닥150레버리지,ETF,12080.0,-0.94,2132.04546663,18240.8,11.69
009420,한올바이오파마,KOSPI,42550.0,-17.38,1886.0788275,22228.391469,8.48
060370,LS마린솔루션,KOSDAQ,36500.0,24.15,1844.5091525,19067.18171,9.67
064400,LG씨엔에스,KOSPI,68500.0,4.74,1835.3389845,66366.87438,2.77
298040,효성중공업,KOSPI,1962000.0,-0.81,1834.31222,182947.63176,1.0
005935,삼성전자우,KOSPI,82700.0,1.6,1714.69096982,674811.047128,0.25
298380,에이비엘바이오,KOSDAQ,190000.0,-3.21,1673.71831899,104737.8135,1.6
347850,디앤디파마텍,KOSDAQ,87700.0,-0.68,1629.1253645,38083.967052,4.28
015760,한국전력,KOSPI,49750.0,1.95,1542.208542,319377.1283075,0.48
466690,키움히어로제1호스팩,KOSDAQ,1986.0,-0.7,1453.24769815,101.1867,1436.2
012330,현대모비스,KOSPI,377500.0,4.72,1402.9585275,342515.500825,0.41
102110,TIGER 200,ETF,59045.0,1.49,1396.16946084,45257.9925,3.08
005490,POSCO홀딩스,KOSPI,319500.0,3.73,1358.7068775,258580.78164,0.53
