code,name,market,close,chg,amount_eok,cap_eok,turnover_pct
005930,삼성전자,KOSPI,257000.0,-8.7,84560.7242775,15024936.02256,0.56
000660,SK하이닉스,KOSPI,1671000.0,-3.41,68580.26942,12206527.41915,0.56
069500,KODEX 200,ETF,105995.0,-3.62,17476.21639772,249459.2325,7.01
122630,KODEX 레버리지,ETF,104015.0,-7.33,17297.51619846,57312.265,30.18
005935,삼성전자우,KOSPI,189300.0,-8.55,12777.224502,1518888.687279,0.84
102110,TIGER 200,ETF,106215.0,-3.64,9676.9409137,101966.4,9.49
114800,KODEX 인버스,ETF,1040.0,3.69,9234.57777589,7760.48,118.99
360750,TIGER 미국S&P500,ETF,26235.0,-0.23,8935.42192539,202416.1425,4.41
133690,TIGER 미국나스닥100,ETF,177885.0,-1.02,7947.41399742,111925.242,7.1
379810,KODEX 미국나스닥100,ETF,26595.0,-1.04,7855.55020638,91327.23,8.6
379800,KODEX 미국S&P500,ETF,23845.0,-0.27,6724.0913965,99564.7975,6.75
009150,삼성전기,KOSPI,1318000.0,0.15,6600.749785,984462.91328,0.67
233740,KODEX 코스닥150레버리지,ETF,7010.0,3.93,5858.93663945,34089.63,17.19
229200,KODEX 코스닥150,ETF,14075.0,1.92,5580.95565807,49072.4875,11.37
459580,KODEX CD금리액티브(합성),ETF,1075535.0,0.01,5154.18732896,66117.43859,7.8
402340,SK스퀘어,KOSPI,1076000.0,-4.19,4996.655955,1419502.21848,0.35
252670,KODEX 200선물인버스2X,ETF,80.0,8.11,4765.98277751,7090.24,67.22
396500,TIGER 반도체TOP10,ETF,34700.0,-4.85,4007.86902917,93776.75,4.27
035420,NAVER,KOSPI,223500.0,0.68,3550.98709,339890.957385,1.04
006400,삼성SDI,KOSPI,515000.0,7.74,3474.27583,415015.4795,0.84
0193T0,KODEX SK하이닉스단일종목레버리지,ETF,9915.0,-6.73,2884.33228308,23305.2075,12.38
417030,니어스랩,KOSDAQ,28650.0,-30.46,2863.609826,1655.269794,173.0
128940,한미약품,KOSPI,540000.0,29.96,2599.9405875,69179.3514,3.76
008930,한미사이언스,KOSPI,56500.0,25.7,2166.6306485,38641.22575,5.61
032830,삼성생명,KOSPI,285500.0,-13.09,2110.1410575,571000.0,0.37
0167A0,SOL AI반도체TOP2플러스,ETF,16950.0,-3.61,2087.06871813,55146.825,3.78
091160,KODEX 반도체,ETF,122235.0,-3.8,2003.17631534,54333.4575,3.69
494310,KODEX 반도체레버리지,ETF,71590.0,-7.03,1902.43339589,9521.47,19.98
028260,삼성물산,KOSPI,364500.0,-7.84,1795.49869,591100.832745,0.3
017670,SK텔레콤,KOSPI,102300.0,0.1,1755.471192,219730.224219,0.8
488080,TIGER 반도체TOP10레버리지,ETF,31490.0,-9.55,1675.50274875,5668.2,29.56
0193W0,KODEX 삼성전자단일종목레버리지,ETF,11705.0,-16.96,1626.34573703,15122.86,10.75
395160,KODEX AI반도체TOP2플러스,ETF,38450.0,-4.56,1524.57832447,39334.35,3.88
278470,에이피알,KOSPI,409500.0,6.36,1456.87554,153309.244725,0.95
005380,현대차,KOSPI,414000.0,-0.24,1441.61693,847697.15124,0.17
950260,인제니아테라퓨틱스(Reg.S),KOSDAQ,15150.0,-3.93,1379.61542265,7490.8579605,18.42
035720,카카오,KOSPI,35800.0,0.0,1345.9713365,158587.22306,0.85
373220,LG에너지솔루션,KOSPI,362000.0,5.39,1342.9366275,847080.0,0.16
005490,POSCO홀딩스,KOSPI,327500.0,5.65,1299.741605,259516.000925,0.5
066970,엘앤에프,KOSPI,121600.0,16.36,1288.415479,49472.548992,2.6
066570,LG전자,KOSPI,199800.0,2.72,1283.0793415,325443.506724,0.39
472150,TIGER 배당커버드콜액티브,ETF,20290.0,-3.93,1216.77195852,23741.329,5.13
196170,알테오젠,KOSDAQ,320500.0,0.16,1206.0840175,171744.229315,0.7
498400,KODEX 200타겟위클리커버드콜,ETF,20095.0,-3.27,1186.86275075,57170.275,2.08
148020,RISE 200,ETF,106735.0,-3.64,1160.38997976,44401.76,2.61
124500,아이티센글로벌,KOSDAQ,37900.0,16.44,1155.76482575,8794.515733,13.14
086520,에코프로,KOSDAQ,87900.0,7.59,1116.510541,119347.237608,0.94
0195S0,TIGER SK하이닉스단일종목레버리지,ETF,8400.0,-6.72,1113.97185478,14267.4,7.81
001210,금호전기,KOSPI,8700.0,3.82,1113.5824551,1076.713392,103.42
0195R0,TIGER 삼성전자단일종목레버리지,ETF,10660.0,-17.01,1092.07629984,9084.985,12.02
036930,주성엔지니어링,KOSDAQ,166000.0,-1.54,1070.289933,77158.66086,1.39
0197X0,SOL SK하이닉스선물단일종목인버스2X,ETF,7185.0,7.08,1062.7858672,788.55375,134.78
010120,LS ELECTRIC,KOSPI,192300.0,2.83,1048.4061475,288450.0,0.36
475150,SK이터닉스,KOSPI,53200.0,3.7,1046.581697,18123.646128,5.77
0162Z0,RISE 삼성전자SK하이닉스채권혼합50,ETF,13305.0,-2.99,1044.74967467,40966.095,2.55
381180,TIGER 미국필라델피아반도체나스닥,ETF,41225.0,-3.81,1033.00403313,55612.525,1.86
105560,KB금융,KOSPI,163100.0,-0.73,1020.6064685,578495.694154,0.18
251340,KODEX 코스닥150선물인버스,ETF,2415.0,-2.23,991.50954355,1221.99,81.14
012450,한화에어로스페이스,KOSPI,1105000.0,1.84,981.713635,569775.58105,0.17
096770,SK이노베이션,KOSPI,130100.0,4.25,981.6476,219937.677188,0.45
003670,포스코퓨처엠,KOSPI,170900.0,10.33,980.6995775,152009.08998,0.65
034020,두산에너빌리티,KOSPI,73000.0,-0.41,954.30882,467609.63658,0.2
002990,금호건설,KOSPI,14860.0,0.75,949.7273905,5536.8321364,17.15
011070,LG이노텍,KOSPI,570000.0,3.64,930.124555,134902.5099,0.69
034730,SK,KOSPI,549000.0,-6.31,924.027905,398039.83947,0.23
012330,현대모비스,KOSPI,498500.0,0.5,906.5654275,452301.926255,0.2
042700,한미반도체,KOSPI,209000.0,-2.11,903.9314,199202.498,0.45
000270,기아,KOSPI,131500.0,0.46,861.8103585,513393.09237,0.17
462330,KODEX 2차전지산업레버리지,ETF,1035.0,13.11,842.33611318,7250.175,11.62
298040,효성중공업,KOSPI,2792000.0,2.61,837.00074,260341.38016,0.32
079550,LIG디펜스앤에어로스페이스,KOSPI,717000.0,3.17,814.631385,157740.0,0.52
010170,대한광통신,KOSDAQ,13150.0,8.5,801.71304575,20446.36429,3.92
257720,실리콘투,KOSDAQ,49450.0,3.78,801.41595525,32427.456614,2.47
010130,고려아연,KOSPI,1344000.0,8.65,786.08399,280532.70336,0.28
950220,네오이뮨텍,KOSDAQ,3050.0,7.02,779.7403256,1043.46112,74.73
006260,LS,KOSPI,288500.0,-1.7,763.530925,90012.0,0.85
232080,TIGER 코스닥150,ETF,14370.0,2.06,762.62964468,13412.958,5.69
003490,대한항공,KOSPI,26000.0,0.78,754.80945,95737.37186,0.79
247540,에코프로비엠,KOSDAQ,117000.0,10.8,748.014465,114461.60778,0.65
222800,심텍,KOSDAQ,105200.0,5.52,740.842183,39412.055412,1.88
353200,대덕전자,KOSPI,104600.0,0.29,739.081155,51690.10355,1.43
055550,신한지주,KOSPI,103300.0,-0.77,732.6160535,484942.096887,0.15
041190,우리기술투자,KOSDAQ,5870.0,-0.84,708.88089425,4930.8,14.38
0177N0,KODEX 삼성전자SK하이닉스채권혼합50,ETF,14060.0,-3.0,693.4141944,15269.16,4.54
488770,KODEX 머니마켓액티브,ETF,105320.0,0.01,676.21105721,82191.728,0.82
011200,HMM,KOSPI,22850.0,5.79,661.8103835,215529.876145,0.31
080220,제주반도체,KOSDAQ,72800.0,-0.95,655.6278235,25074.382424,2.61
042660,한화오션,KOSPI,83400.0,-0.95,655.356774,255548.770596,0.26
329180,HD현대중공업,KOSPI,455500.0,0.55,642.3597825,478098.379875,0.13
487240,KODEX AI전력핵심설비,ETF,33600.0,0.75,642.30151805,29467.2,2.18
403870,HPSP,KOSDAQ,43950.0,-2.12,635.7372195,36170.85,1.76
475630,TIGER CD1년금리액티브(합성),ETF,1075185.0,0.01,632.37880813,14491.34343,4.36
411060,ACE KRX금현물,ETF,29065.0,2.16,626.87545153,42841.81,1.46
068270,셀트리온,KOSPI,194000.0,0.88,610.4462105,451277.32144,0.14
003230,삼양식품,KOSPI,1404000.0,2.78,609.64058,105763.5306,0.58
192820,코스맥스,KOSPI,286000.0,5.54,605.339295,32459.59574,1.86
139260,TIGER 200 IT,ETF,133270.0,-2.51,605.29156587,26973.848,2.24
0219E0,KODEX 200커버드콜액티브,ETF,8390.0,-3.67,591.09357453,6443.52,9.17
016360,삼성증권,KOSPI,86600.0,-5.87,582.4824675,77333.8,0.75
000150,두산,KOSPI,1085000.0,0.65,581.20208,175703.10975,0.33
028670,팬오션,KOSPI,6320.0,8.03,581.18224795,33784.7931584,1.72
051910,LG화학,KOSPI,273000.0,8.12,574.963385,192717.09639,0.3
347850,디앤디파마텍,KOSDAQ,57300.0,7.5,559.20681,26264.949957,2.13
000810,삼성화재,KOSPI,636000.0,-3.78,532.665485,283957.92828,0.19
086790,하나금융지주,KOSPI,128700.0,-0.08,527.7895845,353111.291676,0.15
305720,KODEX 2차전지산업,ETF,14560.0,6.24,520.15037778,16831.36,3.09
207940,삼성바이오로직스,KOSPI,1573000.0,1.42,513.92377,728156.65923,0.07
100790,미래에셋벤처투자,KOSDAQ,15880.0,9.52,510.78930745,8435.5477864,6.06
950160,코오롱티슈진,KOSDAQ,20350.0,-1.93,504.7635425,17291.42756,2.92
028050,삼성E&A,KOSPI,44800.0,-0.78,501.92392975,87808.0,0.57
007660,이수페타시스,KOSPI,100600.0,1.31,497.018889,73849.674314,0.67
267260,HD현대일렉트릭,KOSPI,720000.0,0.28,494.885365,259539.372,0.19
240810,원익IPS,KOSDAQ,106400.0,-1.39,493.700285,52225.270664,0.95
462860,더즌,KOSDAQ,2825.0,11.44,493.39814847,2027.12177475,24.34
001510,SK증권,KOSPI,2670.0,-9.64,483.83012994,6175.5787695,7.83
278530,KODEX 200TR,ETF,38380.0,-3.63,476.14711843,75992.4,0.63
093370,후성,KOSPI,12220.0,2.35,467.95268215,13106.601326,3.57
009830,한화솔루션,KOSPI,32150.0,0.31,458.80848925,72302.950324,0.63
078930,GS,KOSPI,114600.0,-1.38,455.533161,106458.23727,0.43
161890,한국콜마,KOSPI,143300.0,4.83,450.3867125,33826.075341,1.33
395270,HANARO Fn K-반도체,ETF,54620.0,-4.37,448.89589827,34629.08,1.3
064260,다날,KOSDAQ,5250.0,2.34,444.44461715,3971.3864925,11.19
267270,HD건설기계,KOSPI,127100.0,10.04,436.358637,60908.731087,0.72
316140,우리금융지주,KOSPI,31950.0,0.63,425.805524,232624.653399,0.18
010060,OCI홀딩스,KOSPI,269000.0,1.51,415.7355925,50222.92408,0.83
090430,아모레퍼시픽,KOSPI,139900.0,1.38,413.240866,81831.369841,0.5
006360,GS건설,KOSPI,33900.0,1.95,402.25758475,29012.12511,1.39
010140,삼성중공업,KOSPI,20100.0,-0.5,400.8852853,176880.0,0.23
319660,피에스케이,KOSDAQ,125300.0,2.54,397.584599,36295.292642,1.1
064350,현대로템,KOSPI,134200.0,3.15,389.434432,146468.957206,0.27
067310,하나마이크론,KOSDAQ,34500.0,-1.43,388.7906975,22939.349805,1.69
243880,TIGER 200IT레버리지,ETF,314750.0,-4.07,380.16650847,4721.25,8.05
096530,씨젠,KOSDAQ,32150.0,5.41,378.82166075,16790.657071,2.26
336260,두산퓨얼셀,KOSPI,39150.0,5.81,376.59363575,25640.793729,1.47
214450,파마리서치,KOSDAQ,416000.0,3.87,372.6915625,43220.93568,0.86
018260,삼성에스디에스,KOSPI,228000.0,0.0,361.2126175,176421.384,0.2
009540,HD한국조선해양,KOSPI,353500.0,1.43,358.44681,250182.96506,0.14
064400,LG씨엔에스,KOSPI,72300.0,0.98,357.7000935,70048.540404,0.51
237690,에스티팜,KOSDAQ,110200.0,10.53,357.383977,23006.055076,1.55
442580,PLUS 글로벌HBM반도체,ETF,98240.0,-5.17,357.07385298,16808.864,2.12
131290,티에스이,KOSDAQ,245500.0,10.59,355.3361375,27155.808195,1.31
481050,KODEX CD1년금리플러스액티브(합성),ETF,1023670.0,0.01,352.98031048,25670.57259,1.38
458730,TIGER 미국배당다우존스,ETF,15355.0,0.43,347.83179638,43301.1,0.8
364980,TIGER 2차전지TOP10,ETF,10105.0,5.32,343.45779951,6719.825,5.11
006800,미래에셋증권,KOSPI,34750.0,0.72,342.981362,194449.4908,0.18
228790,TIGER 화장품,ETF,4750.0,4.51,340.29990977,2462.4,13.82
