code,name,market,close,chg,amount_eok,cap_eok,turnover_pct
000660,SK하이닉스,KOSPI,742000.0,0.54,36126.10326132,5401777.5483,0.67
005930,삼성전자,KOSPI,140300.0,1.96,25690.43127288,8305252.004566,0.31
005380,현대차,KOSPI,411500.0,1.35,11608.8210125,842578.20709,1.38
122630,KODEX 레버리지,ETF,60805.0,1.11,11430.9387373,45269.3225,25.25
034020,두산에너빌리티,KOSPI,89600.0,2.99,10322.9717805,573942.786816,1.8
069500,KODEX 200,ETF,68840.0,0.55,7566.21177307,124256.2,6.09
000880,한화,KOSPI,128500.0,25.37,7358.3087115,96321.974475,7.64
042660,한화오션,KOSPI,142000.0,-5.27,6163.318058,435107.01948,1.42
042700,한미반도체,KOSPI,177800.0,2.66,5931.4139305,169465.0916,3.5
000720,현대건설,KOSPI,94900.0,3.15,5837.2312595,105676.620985,5.52
272210,한화시스템,KOSPI,88200.0,-0.56,5017.228354,166626.901098,3.01
252670,KODEX 200선물인버스2X,ETF,478.0,-1.24,4925.10902948,13941.348,35.33
000270,기아,KOSPI,143000.0,5.15,4250.7714525,558290.58714,0.76
035420,NAVER,KOSPI,259500.0,-1.89,4093.845105,407032.59561,1.01
379800,KODEX 미국S&P500,ETF,23370.0,-0.09,3245.16715125,77471.55,4.19
010120,LS ELECTRIC,KOSPI,539000.0,8.56,3232.642935,161700.0,2.0
360750,TIGER 미국S&P500,ETF,25500.0,-0.1,3118.38243808,140122.5,2.23
396500,TIGER 반도체TOP10,ETF,23620.0,1.79,3007.71627262,35134.75,8.56
012330,현대모비스,KOSPI,450000.0,-0.22,2987.72895,408296.6235,0.73
005935,삼성전자우,KOSPI,103900.0,0.68,2853.22081433,847797.675896,0.34
005490,POSCO홀딩스,KOSPI,345000.0,-2.13,2794.0647475,279218.6844,1.0
459580,KODEX CD금리액티브(합성),ETF,1074720.0,0.01,2638.78626884,87146.89536,3.03
056080,유진로봇,KOSDAQ,20000.0,25.63,2594.0466908,7502.4304,34.58
000150,두산,KOSPI,850000.0,8.01,2451.314635,137647.5975,1.78
052690,한전기술,KOSPI,116800.0,9.26,2323.72178,44640.96,5.21
012450,한화에어로스페이스,KOSPI,1269000.0,-1.01,2309.0719864,654339.55869,0.35
010140,삼성중공업,KOSPI,28350.0,-2.07,2226.921971,249480.0,0.89
348340,뉴로메카,KOSDAQ,54300.0,25.26,2088.4492655,6179.840646,33.79
068270,셀트리온,KOSPI,211500.0,-4.3,2078.4677075,488482.449435,0.43
466920,SOL 조선TOP3플러스,ETF,37830.0,-4.47,2076.56934718,21279.375,9.76
066570,LG전자,KOSPI,92500.0,1.87,2068.419403,150669.907975,1.37
015760,한국전력,KOSPI,53600.0,-3.77,2053.638695,344092.745272,0.6
086280,현대글로비스,KOSPI,257500.0,0.19,2047.0857775,193125.0,1.06
298040,효성중공업,KOSPI,2125000.0,4.58,1967.12919,198146.645,0.99
102110,TIGER 200,ETF,68935.0,0.62,1940.72372163,52045.925,3.73
006400,삼성SDI,KOSPI,285500.0,-4.83,1912.956305,230071.68815,0.83
204320,HL만도,KOSPI,62100.0,2.81,1890.9042555,29160.37152,6.48
0004V0,엔비알모션,KOSDAQ,17710.0,29.93,1864.8216437,1842.6312828,101.2
267260,HD현대일렉트릭,KOSPI,922000.0,4.06,1860.266545,332354.5847,0.56
144600,KODEX 은선물(H),ETF,15275.0,6.11,1816.4057879,8477.625,21.43
233740,KODEX 코스닥150레버리지,ETF,11800.0,-1.99,1759.18793487,18065.8,9.74
229200,KODEX 코스닥150,ETF,15700.0,-1.07,1755.35433815,16751.9,10.48
064350,현대로템,KOSPI,223000.0,-3.88,1755.00678202,243387.31339,0.72
487240,KODEX AI전력핵심설비,ETF,26400.0,4.06,1727.18766635,12513.6,13.8
009540,HD한국조선해양,KOSPI,427500.0,-7.57,1688.64437,302555.0709,0.56
196170,알테오젠,KOSDAQ,467000.0,-2.2,1674.8023875,249872.02996,0.67
207940,삼성바이오로직스,KOSPI,1927000.0,1.0,1671.31953552,892026.62577,0.19
090710,휴림로봇,KOSDAQ,9520.0,1.49,1629.04756995,11372.3251544,14.32
352820,하이브,KOSPI,331000.0,-0.3,1618.3776325,140908.89784,1.15
024060,흥구석유,KOSDAQ,14430.0,6.49,1574.36911355,2164.5,72.74
449450,PLUS K방산,ETF,68010.0,-2.47,1570.70482199,13772.025,11.41
298380,에이비엘바이오,KOSDAQ,192200.0,-1.54,1559.0600085,105950.56713,1.47
329180,HD현대중공업,KOSPI,615000.0,-4.65,1553.418305,645511.53375,0.24
489790,한화비전,KOSPI,52200.0,4.82,1540.09958625,26354.93958,5.84
010130,고려아연,KOSPI,1290000.0,-3.01,1523.86554,269261.3001,0.57
462350,이노스페이스,KOSDAQ,23250.0,-1.48,1519.66328925,4794.3892425,31.7
402340,SK스퀘어,KOSPI,435500.0,2.11,1509.120705,575239.385825,0.26
007660,이수페타시스,KOSPI,115700.0,-0.52,1438.880345,84934.466383,1.69
058610,에스피지,KOSDAQ,87100.0,-4.29,1438.797388,19316.48056,7.45
950250,테라뷰,KOSDAQ,11850.0,-0.84,1421.2124785,4208.8511235,33.77
047810,한국항공우주,KOSPI,154400.0,-1.84,1415.57869,150501.565208,0.94
114800,KODEX 인버스,ETF,2150.0,-0.46,1398.14495276,8208.7,17.03
000250,삼천당제약,KOSDAQ,251500.0,-6.68,1359.561755,58995.54208,2.3
307950,현대오토에버,KOSPI,492500.0,-1.7,1320.9135975,135063.11135,0.98
028260,삼성물산,KOSPI,283500.0,3.66,1278.32139,481883.50224,0.27
009150,삼성전기,KOSPI,284500.0,-1.56,1250.819255,212503.56512,0.59
395270,HANARO Fn K-반도체,ETF,24170.0,0.98,1219.82388879,8362.82,14.59
034730,SK,KOSPI,295500.0,5.16,1164.5609775,214245.487365,0.54
086520,에코프로,KOSDAQ,94200.0,-3.19,1161.864333,127901.135184,0.91
091160,KODEX 반도체,ETF,70550.0,1.66,1107.06247426,21870.5,5.06
006800,미래에셋증권,KOSPI,29500.0,3.69,1092.17971625,167290.29153,0.65
098460,고영,KOSDAQ,28100.0,-5.55,1080.71507375,19291.986155,5.6
0015G0,그린광학,KOSDAQ,25650.0,-3.57,1071.434388,3001.7017665,35.69
452260,한화갤러리아,KOSPI,1622.0,29.97,1061.25852478,3144.4028742,33.75
373220,LG에너지솔루션,KOSPI,389500.0,-1.14,1056.1963825,911430.0,0.12
317830,에스피시스템스,KOSDAQ,14760.0,6.72,1056.14577135,1590.2155368,66.42
347850,디앤디파마텍,KOSDAQ,91700.0,-4.28,1035.758553,39921.98931,2.59
128820,대성산업,KOSPI,7230.0,16.61,1027.8620465,3270.5250594,31.43
221800,유투바이오,KOSDAQ,6070.0,10.56,1002.73690045,822.1326972,121.97
108490,로보티즈,KOSDAQ,250000.0,0.81,990.244175,36425.22,2.72
091180,KODEX 자동차,ETF,29235.0,2.15,975.19183081,4838.3925,20.16
411060,ACE KRX금현물,ETF,30955.0,1.46,969.21895617,41077.285,2.36
148020,RISE 200,ETF,69435.0,0.51,968.17619999,24996.6,3.87
088350,한화생명,KOSPI,3385.0,10.44,960.70169001,29399.7405,3.27
