code,name,market,close,chg,amount_eok,cap_eok,turnover_pct
000660,SK하이닉스,KOSPI,571000.0,1.6,27249.49894,4156893.50415,0.66
005930,삼성전자,KOSPI,100600.0,4.25,25682.25958163,5955155.749532,0.43
122630,KODEX 레버리지,ETF,41795.0,4.41,12107.42298709,32412.0225,37.35
069500,KODEX 200,ETF,56600.0,2.15,9668.72195735,104087.4,9.29
252670,KODEX 200선물인버스2X,ETF,725.0,-4.23,8595.76586914,16480.7,52.16
388210,씨엠티엑스,KOSDAQ,131600.0,117.52,6975.901005,12202.857408,57.17
459550,알트,KOSDAQ,4950.0,16.88,3400.40914125,1178.038818,288.65
034020,두산에너빌리티,KOSPI,77700.0,4.44,3350.712357,497716.010442,0.67
298380,에이비엘바이오,KOSDAQ,177300.0,4.36,3119.6668305,97736.917545,3.19
015760,한국전력,KOSPI,48950.0,3.6,2874.056513,314241.4156915,0.91
058610,에스피지,KOSDAQ,42500.0,10.82,2857.94317225,9425.378,30.32
005935,삼성전자우,KOSPI,75600.0,3.56,2725.762052,616876.845984,0.44
003230,삼양식품,KOSPI,1401000.0,1.89,2683.05961625,105537.54015,2.54
035420,NAVER,KOSPI,257000.0,3.42,2512.9128,403111.27966,0.62
494120,큐리오시스,KOSDAQ,60600.0,23.55,2504.3291905,4609.285692,54.33
007660,이수페타시스,KOSPI,133300.0,4.47,2464.71068724,97854.488927,2.52
233740,KODEX 코스닥150레버리지,ETF,11850.0,5.33,2315.73495092,16163.4,14.33
086520,에코프로,KOSDAQ,83100.0,4.79,2287.8918465,112829.982312,2.03
114800,KODEX 인버스,ETF,2630.0,-2.05,2187.7573438,8626.4,25.36
459580,KODEX CD금리액티브(합성),ETF,1075100.0,0.02,2170.26659857,87302.4204,2.49
010120,LS ELECTRIC,KOSPI,506000.0,6.53,2043.51075,151800.0,1.35
402340,SK스퀘어,KOSPI,293500.0,3.71,2024.92232585,389007.41823,0.52
087010,펩트론,KOSDAQ,386000.0,15.4,2004.120445,90004.971,2.23
000150,두산,KOSPI,923000.0,1.76,1892.532925,152514.99705,1.24
278470,에이피알,KOSPI,237000.0,5.57,1882.118165,88710.65235,2.12
196170,알테오젠,KOSDAQ,557000.0,2.39,1881.700595,298027.23916,0.63
102110,TIGER 200,ETF,56625.0,2.19,1875.34538726,41704.3125,4.5
376900,로킷헬스케어,KOSDAQ,59000.0,14.79,1862.6395305,9240.27851,20.16
006340,대원전선,KOSPI,3940.0,17.96,1787.6735476,3008.3189168,59.42
009150,삼성전기,KOSPI,218500.0,1.63,1746.3576075,163205.72576,1.07
012450,한화에어로스페이스,KOSPI,916000.0,1.22,1700.34689148,472320.75316,0.36
249420,일동제약,KOSPI,31100.0,9.12,1597.7436465,9839.496372,16.24
005490,POSCO홀딩스,KOSPI,321500.0,2.55,1556.8461725,260199.44068,0.6
035720,카카오,KOSPI,59100.0,1.55,1343.071877,261449.037378,0.51
005380,현대차,KOSPI,262000.0,-0.76,1324.51015,536465.34692,0.25
0015G0,그린광학,KOSDAQ,24650.0,-3.14,1324.0149565,2884.6763565,45.9
001440,대한전선,KOSPI,24100.0,4.78,1321.4818785,44933.7993,2.94
091160,KODEX 반도체,ETF,56315.0,2.08,1290.62932866,14529.27,8.88
360750,TIGER 미국S&P500,ETF,24505.0,1.89,1247.25548119,114413.845,1.09
005690,파미셀,KOSPI,18530.0,7.11,1232.8289331,11121.1434292,11.09
486990,노타,KOSDAQ,33900.0,11.51,1226.4069595,7173.87732,17.1
329180,HD현대중공업,KOSPI,583000.0,1.57,1216.48977,517547.26628,0.24
229200,KODEX 코스닥150,ETF,15630.0,2.66,1215.33503516,12511.815,9.71
267260,HD현대일렉트릭,KOSPI,815000.0,4.09,1176.17313,293784.15025,0.4
068270,셀트리온,KOSPI,186800.0,0.92,1164.6089185,431435.090092,0.27
298040,효성중공업,KOSPI,2020000.0,0.1,1164.04869,188355.8696,0.62
090430,아모레퍼시픽,KOSPI,134800.0,5.56,1133.342844,78848.239132,1.44
108490,로보티즈,KOSDAQ,201500.0,-3.13,1103.952438,26639.4284,4.14
